Number of labels,Accuracy,Accuracy with class priors,Class priors error
50,94.32,95.56,0.00099
50,92.73,95.03,0.00099
50,94.37,95.80,0.00099
40,92.73,95.58,0.00099
40,93.63,94.90,0.00099
30,87.87,92.67,0.00099
30,93.13,95.27,0.00099
30,92.14,94.70,0.00099
40,92.24,95.37,0.00097
50,92.68,95.49,0.00099
40,93.73,95.51,0.00099
20,87.90,95.37,0.00099
30,89.21,94.25,0.00099
20,86.87,91.23,0.00099
20,90.99,93.74,0.00099
20,88.80,93.15,0.00099
10,81.52,93.37,0.00099
10,86.12,93.92,0.00099
10,81.86,92.48,0.00097
10,74.95,87.79,0.00099
40,93.18,95.17,0.00099
30,84.92,89.53,0.00099
50,92.88,95.18,0.00099
20,92.55,95.33,0.00099
10,77.03,92.30,0.00099
40,90.14,94.31,0.00099
20,91.34,94.96,0.00099
50,91.35,95.03,0.00099
30,92.14,94.51,0.00099
40,92.85,94.58,0.00099
50,92.57,95.97,0.00099
30,89.48,94.23,0.00099
50,94.21,95.58,0.00099
20,84.58,92.14,0.00099
10,82.21,90.14,0.00099
40,90.08,94.01,0.00099
30,90.82,94.42,0.00099
10,78.75,83.07,0.00099
10,71.86,88.58,0.00099
20,87.50,92.90,0.00099
10,85.98,93.37,0.00099
40,85.71,88.63,0.00099
30,87.49,93.19,0.00099
20,87.65,93.39,0.00097
20,87.32,92.73,0.00099
40,92.38,94.95,0.00099
30,94.10,95.56,0.00099
50,89.95,94.87,0.00099
50,93.97,95.64,0.00099
40,89.98,93.83,0.00097
30,90.71,93.89,0.00099
20,85.19,91.02,0.00099
50,92.70,95.23,0.00099
30,91.04,95.37,0.00099
10,71.41,87.31,0.00097
20,86.39,93.34,0.00099
50,90.52,93.49,0.00099
10,78.34,90.94,0.00099
40,90.10,92.97,0.00099
10,73.85,91.44,0.00097
