Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,59.54,60.51,0.00097
30,75.63,75.80,0.00097
50,78.06,80.31,0.00099
10,45.60,50.41,0.00100
20,73.46,75.54,0.00099
50,75.52,76.52,0.00097
20,63.26,66.55,0.00099
10,63.52,66.74,0.00097
30,68.00,68.82,0.00097
50,74.26,74.75,0.00096
10,68.62,69.70,0.00096
50,77.98,78.84,0.00099
20,70.11,72.91,0.00100
30,71.81,72.50,0.00096
40,73.97,74.97,0.00099
20,64.91,67.84,0.00099
40,69.65,72.22,0.00099
30,75.31,76.61,0.00099
40,71.25,73.01,0.00097
30,65.08,66.40,0.00097
40,76.05,78.00,0.00100
10,64.33,67.15,0.00099
10,55.85,60.94,0.00100
20,60.64,63.11,0.00099
40,71.74,73.68,0.00099
10,56.76,57.66,0.00091
20,76.65,78.77,0.00097
40,77.60,78.44,0.00094
10,53.11,56.20,0.00097
40,72.22,74.01,0.00100
10,56.90,64.11,0.00099
50,76.10,78.19,0.00099
30,74.63,77.75,0.00100
20,67.58,73.28,0.00097
20,63.63,64.57,0.00097
50,77.62,79.35,0.00099
30,73.54,77.13,0.00100
50,76.47,78.00,0.00099
20,64.68,67.67,0.00097
30,66.11,67.62,0.00099
30,71.82,75.34,0.00097
50,72.54,74.46,0.00099
40,69.71,70.18,0.00099
40,68.40,69.90,0.00096
10,54.66,58.33,0.00096
20,63.22,65.45,0.00097
20,65.74,66.71,0.00096
10,52.39,54.28,0.00099
40,74.64,74.89,0.00099
30,72.74,75.79,0.00100
50,75.72,76.72,0.00100
50,74.03,76.36,0.00099
10,46.26,47.15,0.00091
30,69.77,71.42,0.00100
10,49.16,51.68,0.00090
50,72.87,74.03,0.00099
20,60.79,61.85,0.00099
40,69.45,69.99,0.00099
30,72.40,73.72,0.00099
50,74.07,76.30,0.00099
10,55.44,57.14,0.00094
40,70.88,72.33,0.00099
30,68.99,69.92,0.00093
20,68.56,70.01,0.00099
30,71.21,71.48,0.00094
40,73.69,76.80,0.00097
10,67.36,69.08,0.00094
40,74.80,76.37,0.00097
50,80.29,81.71,0.00099
20,62.78,64.78,0.00097
20,64.33,66.75,0.00097
30,71.93,73.40,0.00099
20,68.29,68.69,0.00099
50,72.55,73.72,0.00097
30,64.95,67.28,0.00099
10,64.94,68.81,0.00097
20,67.19,68.55,0.00097
50,79.28,80.48,0.00100
10,64.72,65.37,0.00099
30,66.75,69.37,0.00096
20,67.65,68.58,0.00099
40,77.52,79.21,0.00099
40,77.61,79.80,0.00097
20,60.86,61.58,0.00093
10,60.17,63.28,0.00094
50,72.49,74.23,0.00094
10,65.64,67.51,0.00097
40,74.91,76.98,0.00100
30,71.87,74.48,0.00097
50,77.73,78.75,0.00099
10,60.47,62.32,0.00099
30,68.10,68.78,0.00100
40,75.19,78.31,0.00096
50,73.48,75.76,0.00100
50,74.48,76.02,0.00099
20,68.19,73.10,0.00100
30,70.76,71.39,0.00099
40,75.98,76.58,0.00099
40,72.68,73.90,0.00099
10,60.90,62.20,0.00096
50,73.57,75.17,0.00097
30,71.26,74.66,0.00097
20,67.09,70.72,0.00099
40,72.77,74.56,0.00097
50,71.71,72.08,0.00100
10,58.88,59.93,0.00099
10,58.95,61.96,0.00096
20,64.13,66.52,0.00100
30,71.40,73.83,0.00099
10,58.01,60.63,0.00097
20,64.69,67.98,0.00099
40,71.44,73.32,0.00099
50,77.58,78.22,0.00099
20,62.81,64.05,0.00097
10,56.67,57.06,0.00097
30,70.75,71.49,0.00099
40,76.53,76.92,0.00096
30,73.68,76.01,0.00099
50,74.20,74.95,0.00097
30,71.69,72.50,0.00099
50,77.62,79.39,0.00099
10,58.92,59.25,0.00099
50,70.89,71.78,0.00099
40,72.66,74.26,0.00097
30,70.12,71.56,0.00096
40,70.99,73.58,0.00094
20,66.66,69.48,0.00094
20,66.05,67.60,0.00099
40,73.59,74.91,0.00089
30,69.30,71.43,0.00099
20,62.75,66.14,0.00096
10,52.74,57.00,0.00096
20,66.90,68.67,0.00097
50,73.40,75.43,0.00099
40,76.30,77.04,0.00097
10,62.71,65.72,0.00097
10,56.31,61.22,0.00097
30,71.51,73.78,0.00099
50,67.69,68.97,0.00099
50,80.78,81.68,0.00094
40,77.36,78.50,0.00100
50,75.07,75.32,0.00099
10,55.97,56.65,0.00096
30,67.68,69.38,0.00099
20,65.02,68.88,0.00096
40,73.98,75.23,0.00097
20,69.99,71.35,0.00097
40,74.99,76.33,0.00099
50,73.78,76.02,0.00100
10,52.91,56.77,0.00096
30,69.16,71.51,0.00099
30,73.00,75.75,0.00097
20,70.04,73.01,0.00099
20,71.80,72.06,0.00097
30,66.29,67.90,0.00099
10,58.95,61.38,0.00099
20,65.30,67.38,0.00090
30,73.54,75.22,0.00100
40,72.28,76.01,0.00097
10,60.20,66.13,0.00097
50,77.62,78.82,0.00091
40,74.29,75.37,0.00096
40,71.12,71.63,0.00099
20,63.22,64.41,0.00094
50,74.91,76.48,0.00097
40,76.07,77.52,0.00099
10,50.88,56.40,0.00099
50,72.42,74.30,0.00099
20,59.97,62.26,0.00099
10,56.19,57.71,0.00099
30,73.44,74.87,0.00097
50,75.06,76.08,0.00096
30,74.70,75.40,0.00099
10,60.66,63.28,0.00099
40,73.14,75.14,0.00094
30,68.35,71.40,0.00097
40,71.96,74.94,0.00099
30,68.69,71.23,0.00097
10,62.96,66.72,0.00097
10,59.16,64.43,0.00096
20,68.15,71.48,0.00096
20,73.21,77.19,0.00094
50,75.07,77.13,0.00099
40,75.30,76.75,0.00100
50,76.39,76.93,0.00099
10,67.56,68.50,0.00099
30,66.05,66.71,0.00099
10,59.48,62.40,0.00091
20,68.09,70.86,0.00096
50,69.43,70.68,0.00099
30,65.02,65.54,0.00097
20,60.52,63.03,0.00099
10,57.78,62.41,0.00096
40,71.82,73.82,0.00099
20,64.23,64.38,0.00099
20,64.31,65.58,0.00099
40,78.25,80.07,0.00099
30,75.51,77.48,0.00100
50,78.01,80.66,0.00097
50,78.66,80.93,0.00099
40,72.88,74.61,0.00099
40,70.53,71.84,0.00094
20,68.08,69.53,0.00094
30,65.05,67.35,0.00093
50,75.70,77.62,0.00100
30,67.32,68.19,0.00096
50,74.70,76.42,0.00099
10,59.78,62.63,0.00093
10,53.89,57.80,0.00096
20,64.73,67.53,0.00097
50,78.22,78.43,0.00094
20,64.05,66.35,0.00096
10,55.11,55.43,0.00099
30,70.39,72.66,0.00096
50,69.62,71.25,0.00099
40,67.43,70.84,0.00096
50,75.52,76.55,0.00097
40,78.75,80.53,0.00096
20,73.01,73.24,0.00096
10,54.94,57.80,0.00099
30,68.69,69.11,0.00099
10,59.24,64.41,0.00097
40,75.37,77.82,0.00099
30,73.80,74.28,0.00099
30,75.29,76.71,0.00097
20,71.24,73.77,0.00100
50,77.63,78.33,0.00099
20,66.01,70.26,0.00093
50,76.07,76.15,0.00099
10,56.65,61.01,0.00093
50,75.96,77.55,0.00099
30,70.29,72.89,0.00099
10,54.38,56.80,0.00097
40,72.20,73.26,0.00099
40,78.60,80.35,0.00099
40,78.26,79.01,0.00097
20,63.30,66.07,0.00099
50,77.44,79.13,0.00097
30,71.46,73.10,0.00100
10,48.38,49.79,0.00097
10,40.16,42.49,0.00100
30,70.75,72.91,0.00099
20,64.99,68.30,0.00099
20,61.65,63.99,0.00097
40,72.47,74.28,0.00097
30,71.26,72.31,0.00099
40,69.39,71.46,0.00099
10,56.25,57.56,0.00099
40,74.07,76.64,0.00099
10,50.30,50.77,0.00097
30,74.41,76.17,0.00099
20,64.10,66.48,0.00096
10,43.81,48.33,0.00096
20,67.20,69.17,0.00096
40,73.37,74.69,0.00099
50,77.53,79.71,0.00100
50,76.48,78.11,0.00099
30,66.41,67.99,0.00097
20,67.80,69.98,0.00097
50,73.62,74.85,0.00099
50,73.75,75.73,0.00097
40,72.28,73.07,0.00097
50,78.36,79.75,0.00099
10,62.48,65.96,0.00094
30,68.98,71.49,0.00097
30,70.37,73.57,0.00099
10,56.27,57.80,0.00096
20,68.29,69.83,0.00096
30,72.28,74.41,0.00100
20,63.48,67.77,0.00099
40,72.38,73.84,0.00097
40,75.75,76.88,0.00099
40,76.22,77.27,0.00099
10,50.73,51.40,0.00099
40,77.67,78.22,0.00099
50,71.61,73.91,0.00093
10,54.31,59.13,0.00091
10,54.86,56.22,0.00097
50,74.41,75.83,0.00099
50,75.05,76.54,0.00099
50,72.55,73.88,0.00100
20,73.30,74.46,0.00099
20,66.68,69.26,0.00099
30,74.29,75.84,0.00100
30,69.87,75.42,0.00097
40,72.44,74.12,0.00099
30,75.38,76.86,0.00099
10,49.35,53.00,0.00097
40,75.52,76.55,0.00096
50,77.56,79.21,0.00097
20,66.36,69.70,0.00096
10,59.02,60.62,0.00096
30,68.68,69.34,0.00099
20,65.00,68.13,0.00099
20,67.19,70.40,0.00100
50,80.54,81.27,0.00097
10,64.19,65.84,0.00094
30,70.07,72.29,0.00099
50,77.13,78.66,0.00099
40,75.38,76.98,0.00097
10,63.27,64.65,0.00097
40,75.28,77.62,0.00096
40,75.04,76.72,0.00100
40,77.80,78.59,0.00100
30,75.30,75.91,0.00097
30,68.05,70.27,0.00099
20,67.65,69.70,0.00097
20,66.70,69.83,0.00099
20,65.09,67.04,0.00100
50,76.17,76.89,0.00096
40,72.73,75.99,0.00099
50,75.94,77.85,0.00096
30,71.10,73.02,0.00099
20,70.35,71.23,0.00099
10,60.48,62.56,0.00099
50,75.62,77.11,0.00099
10,50.79,54.13,0.00100
40,71.48,72.55,0.00097
30,72.88,74.07,0.00097
10,61.81,63.04,0.00097
50,75.40,77.53,0.00100
30,70.56,71.70,0.00099
10,55.21,56.30,0.00099
20,67.56,70.23,0.00096
40,73.07,74.98,0.00097
50,72.13,73.94,0.00099
30,71.01,74.30,0.00091
20,68.58,71.51,0.00099
10,58.47,58.23,0.00097
10,63.95,65.23,0.00097
30,70.89,72.41,0.00097
40,71.79,73.75,0.00099
20,67.11,69.38,0.00096
10,59.63,62.80,0.00094
50,76.05,77.31,0.00099
40,75.39,77.91,0.00097
20,73.12,76.80,0.00099
