Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,57.18,65.00,0.00096
20,77.98,79.72,0.00099
20,86.17,86.76,0.00099
30,85.49,86.12,0.00099
10,78.29,83.23,0.00099
40,87.95,89.16,0.00099
10,79.69,85.08,0.00097
20,78.69,81.12,0.00099
50,89.77,90.63,0.00099
10,74.26,79.36,0.00097
40,86.80,88.58,0.00099
50,87.97,88.85,0.00099
40,86.12,87.85,0.00097
50,89.50,90.98,0.00099
30,84.01,86.65,0.00097
20,85.89,89.12,0.00099
30,82.30,85.21,0.00096
40,85.40,87.92,0.00097
30,85.94,88.28,0.00099
50,86.85,89.29,0.00099
10,76.08,81.63,0.00099
10,65.66,67.94,0.00097
10,74.03,77.50,0.00099
20,83.56,85.29,0.00096
20,77.66,81.21,0.00097
20,86.88,89.48,0.00099
30,88.13,89.06,0.00099
50,86.36,88.02,0.00097
40,87.94,89.18,0.00099
10,68.64,72.61,0.00099
30,80.29,82.72,0.00099
50,88.55,90.23,0.00099
30,87.97,89.93,0.00099
40,85.13,85.82,0.00099
40,86.64,89.02,0.00099
20,80.01,82.14,0.00099
40,87.30,89.11,0.00099
50,88.93,90.38,0.00097
50,87.54,89.58,0.00099
30,84.57,87.70,0.00096
10,77.94,81.94,0.00099
30,80.28,82.74,0.00099
40,79.17,81.11,0.00097
20,76.52,80.41,0.00099
10,69.59,74.20,0.00097
20,77.94,79.43,0.00099
50,85.70,88.45,0.00099
20,76.72,77.92,0.00099
40,87.52,89.24,0.00099
10,65.35,68.71,0.00099
50,87.98,89.40,0.00097
10,65.23,67.70,0.00097
40,86.02,87.35,0.00099
30,86.56,88.51,0.00099
30,83.52,85.16,0.00097
20,81.73,86.14,0.00099
50,88.23,89.36,0.00099
30,84.82,87.17,0.00099
50,88.28,89.59,0.00097
40,82.90,86.15,0.00099
10,72.13,73.69,0.00099
20,76.14,79.63,0.00096
10,58.53,54.72,0.00096
30,82.88,82.39,0.00099
50,83.92,84.23,0.00099
40,83.98,85.84,0.00097
20,82.21,85.08,0.00097
30,79.96,82.28,0.00099
10,75.49,78.85,0.00099
40,84.64,85.01,0.00099
20,75.15,80.29,0.00099
30,83.76,85.46,0.00099
20,80.46,80.73,0.00099
10,76.95,81.35,0.00099
50,87.65,88.18,0.00099
30,77.96,79.50,0.00097
40,89.64,91.46,0.00097
50,90.92,91.95,0.00099
40,89.45,91.27,0.00099
50,90.91,92.06,0.00099
10,76.51,80.66,0.00099
