Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,39.99,86.22,0.00099
50,63.60,86.88,0.00099
30,57.87,89.37,0.00099
50,64.53,90.62,0.00099
20,47.09,87.11,0.00099
30,56.10,88.32,0.00097
40,55.45,90.44,0.00099
30,55.61,89.87,0.00099
10,40.45,85.92,0.00099
50,63.47,90.19,0.00099
10,35.14,60.93,0.00099
40,53.38,89.75,0.00099
40,57.21,88.03,0.00099
50,58.53,87.54,0.00099
20,52.92,90.19,0.00099
40,53.20,89.41,0.00099
40,63.39,88.75,0.00097
20,53.58,90.43,0.00099
30,53.91,88.19,0.00099
20,36.87,78.22,0.00099
20,50.21,90.18,0.00099
20,50.37,80.26,0.00097
30,49.89,87.00,0.00099
10,48.46,81.48,0.00099
10,26.98,89.28,0.00099
20,33.12,88.93,0.00099
40,53.25,91.34,0.00099
50,70.14,90.21,0.00099
30,46.15,89.82,0.00099
30,53.78,90.91,0.00099
10,35.51,89.37,0.00099
10,23.97,73.59,0.00099
50,64.63,91.05,0.00099
50,58.12,89.39,0.00099
40,49.89,86.46,0.00099
40,58.24,87.25,0.00099
10,44.59,87.76,0.00099
50,56.28,91.27,0.00099
10,25.63,77.94,0.00099
30,45.55,89.02,0.00099
40,56.01,89.36,0.00099
20,50.07,86.35,0.00099
50,60.71,88.58,0.00099
20,49.37,84.28,0.00099
30,43.08,88.55,0.00099
40,57.73,91.11,0.00099
20,43.32,81.49,0.00099
50,65.85,89.74,0.00099
10,31.90,79.90,0.00099
20,39.92,86.93,0.00099
50,62.02,89.43,0.00099
20,40.94,89.04,0.00099
50,62.80,91.01,0.00099
30,43.58,90.26,0.00099
40,58.41,88.70,0.00099
30,54.38,89.99,0.00099
40,46.19,89.64,0.00099
30,48.36,88.62,0.00099
10,28.10,77.25,0.00099
10,13.93,81.44,0.00099
