Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,29.12,39.77,0.00097
10,16.22,39.52,0.00098
30,34.06,49.40,0.00097
20,41.87,51.73,0.00097
20,37.77,49.56,0.00095
30,38.12,53.54,0.00095
50,36.64,47.34,0.00097
50,43.67,56.41,0.00095
20,38.37,52.66,0.00098
50,35.11,49.32,0.00097
10,21.67,44.97,0.00098
50,35.90,49.76,0.00098
40,39.31,55.94,0.00098
40,37.98,50.53,0.00097
30,37.47,48.43,0.00098
30,45.30,54.59,0.00098
40,39.10,47.79,0.00098
40,36.01,52.29,0.00098
10,15.72,42.20,0.00098
20,33.83,52.53,0.00098
20,32.97,48.86,0.00098
10,25.41,46.25,0.00095
30,46.89,54.10,0.00095
50,40.78,49.89,0.00095
10,22.50,32.15,0.00095
10,18.36,44.60,0.00098
20,29.12,42.80,0.00093
10,23.96,33.88,0.00097
40,33.27,51.73,0.00097
30,38.30,49.46,0.00097
50,38.23,49.17,0.00098
20,34.33,52.48,0.00098
40,46.76,54.54,0.00098
30,36.81,47.53,0.00098
40,34.65,50.09,0.00095
30,32.36,50.68,0.00097
40,48.29,54.78,0.00098
50,39.55,46.88,0.00097
20,33.54,47.57,0.00098
50,37.80,53.42,0.00098
20,31.28,37.63,0.00095
10,34.85,33.73,0.00092
30,32.43,48.79,0.00098
50,48.93,57.01,0.00098
30,30.98,48.22,0.00097
40,45.95,56.01,0.00098
20,35.68,46.45,0.00097
10,28.10,26.42,0.00097
40,40.91,52.12,0.00097
20,30.78,48.58,0.00097
10,35.77,48.39,0.00098
40,33.33,55.19,0.00095
50,37.11,45.94,0.00098
30,47.53,53.51,0.00095
20,28.73,45.67,0.00093
40,29.74,42.88,0.00097
10,17.55,37.98,0.00095
30,30.36,49.76,0.00098
50,44.18,52.63,0.00098
50,31.60,48.91,0.00097
10,19.71,45.89,0.00097
20,34.49,52.55,0.00098
30,33.99,49.49,0.00097
10,30.56,37.83,0.00095
20,23.02,45.73,0.00087
30,41.00,52.51,0.00097
50,34.30,47.68,0.00098
40,42.69,56.50,0.00097
40,38.34,47.44,0.00098
50,33.34,54.47,0.00093
20,32.99,44.65,0.00098
30,38.53,49.44,0.00097
10,38.43,43.34,0.00095
50,42.42,51.97,0.00098
10,34.43,49.60,0.00097
50,42.60,50.86,0.00098
20,32.11,52.00,0.00098
40,39.26,49.80,0.00097
40,34.82,49.69,0.00097
30,22.99,46.59,0.00098
20,37.69,51.59,0.00092
30,34.58,49.23,0.00098
40,31.63,49.56,0.00098
20,39.43,52.43,0.00093
50,50.95,58.46,0.00098
10,27.84,45.09,0.00098
30,43.38,51.72,0.00097
40,37.81,49.41,0.00097
50,40.70,55.30,0.00097
10,28.70,40.63,0.00097
50,38.75,49.57,0.00098
40,38.61,55.23,0.00097
20,32.86,39.20,0.00097
20,32.13,43.11,0.00097
30,37.07,43.76,0.00098
10,22.80,49.25,0.00095
40,32.33,46.12,0.00097
30,34.58,53.84,0.00098
50,39.30,50.33,0.00095
30,43.99,54.74,0.00098
10,24.07,39.19,0.00098
40,43.38,54.07,0.00097
20,33.80,45.65,0.00098
30,35.53,46.03,0.00098
50,39.49,53.37,0.00098
20,29.75,44.26,0.00095
10,22.30,44.69,0.00093
40,35.73,50.03,0.00098
20,22.69,45.32,0.00088
30,32.56,51.76,0.00097
30,32.01,45.44,0.00097
10,27.81,36.90,0.00097
20,32.59,55.24,0.00097
50,48.64,53.51,0.00095
10,24.74,46.31,0.00098
50,29.26,48.75,0.00097
40,43.82,52.18,0.00098
40,37.76,52.22,0.00097
50,48.09,58.91,0.00095
10,22.77,35.22,0.00098
20,35.18,40.20,0.00098
30,29.86,48.56,0.00098
50,40.38,50.65,0.00097
20,27.63,44.08,0.00093
10,30.03,42.16,0.00098
40,41.43,52.32,0.00098
10,32.82,40.22,0.00098
40,30.36,41.97,0.00095
50,35.89,50.69,0.00093
20,39.81,49.74,0.00098
30,39.65,52.06,0.00097
20,24.15,35.81,0.00092
10,18.08,31.64,0.00095
30,31.03,53.02,0.00097
30,27.68,47.64,0.00092
50,37.32,52.99,0.00098
40,45.52,50.11,0.00097
40,46.19,57.83,0.00098
10,22.21,35.11,0.00093
50,39.32,52.74,0.00098
40,37.72,49.21,0.00097
20,28.11,40.70,0.00095
30,34.80,43.09,0.00097
10,23.41,36.00,0.00097
50,43.20,51.97,0.00097
20,28.11,38.00,0.00093
30,28.31,46.68,0.00097
40,41.49,53.23,0.00092
20,33.62,43.78,0.00097
10,32.74,34.83,0.00098
50,43.59,49.19,0.00095
40,46.14,56.26,0.00095
30,16.83,41.00,0.00098
50,33.69,49.97,0.00098
10,27.02,44.02,0.00095
20,33.38,46.46,0.00097
40,33.83,38.30,0.00093
30,38.49,47.36,0.00097
10,33.07,39.35,0.00093
50,37.80,53.94,0.00097
30,32.59,47.96,0.00098
20,27.48,34.88,0.00097
40,33.24,44.85,0.00097
50,40.87,49.36,0.00093
50,43.59,52.30,0.00098
30,34.55,43.94,0.00092
20,22.08,38.32,0.00098
40,27.81,49.98,0.00095
20,20.69,46.17,0.00098
10,25.08,39.28,0.00098
40,44.11,52.19,0.00097
30,31.15,49.35,0.00098
10,16.45,30.13,0.00088
50,33.03,54.46,0.00098
10,19.16,41.77,0.00097
10,12.65,37.09,0.06450
20,19.31,36.88,0.00098
30,27.43,46.77,0.00098
50,48.30,51.35,0.00098
40,36.49,51.63,0.00097
10,39.75,49.41,0.00098
20,37.38,48.61,0.00097
30,50.38,54.25,0.00095
10,29.20,42.44,0.00095
20,31.00,43.29,0.00098
40,33.10,49.36,0.00098
30,28.87,40.25,0.00098
50,42.87,52.60,0.00097
50,42.25,55.97,0.00093
40,36.43,52.11,0.00098
10,28.17,36.68,0.00098
20,47.00,53.46,0.00098
30,37.38,46.68,0.00098
50,39.47,55.68,0.00097
10,31.86,41.80,0.00097
40,40.51,49.82,0.00095
20,34.65,44.90,0.00098
30,38.51,53.53,0.00098
40,36.52,53.72,0.00093
50,40.55,44.59,0.00098
10,17.02,38.36,0.00097
20,40.90,48.11,0.00098
30,36.63,49.75,0.00098
40,32.82,51.87,0.00098
50,44.49,49.70,0.00097
10,23.26,41.24,0.00095
20,19.72,31.04,0.00098
30,36.93,54.01,0.00095
10,31.49,39.04,0.00095
20,34.04,45.10,0.00098
40,45.04,52.62,0.00098
50,48.05,55.06,0.00097
30,30.70,50.91,0.00097
40,42.08,51.19,0.00098
10,24.08,35.58,0.00093
50,43.05,54.47,0.00098
40,49.98,49.10,0.00095
30,37.05,52.36,0.00097
50,42.20,46.57,0.00098
10,26.50,45.47,0.00098
20,22.47,49.33,0.00098
30,47.38,53.92,0.00097
10,23.08,31.26,0.00090
40,47.96,55.85,0.00098
50,42.28,53.73,0.00097
20,37.62,45.44,0.00095
30,40.60,49.22,0.00097
40,39.24,53.21,0.00098
10,23.13,39.32,0.00092
20,34.08,45.42,0.00095
30,53.66,55.66,0.00097
50,41.40,53.68,0.00095
50,40.03,46.94,0.00097
40,40.87,56.19,0.00097
10,16.88,35.73,0.00098
40,38.60,53.29,0.00093
20,32.98,50.16,0.00095
50,41.73,48.86,0.00093
30,34.09,47.34,0.00095
10,32.77,43.10,0.00095
30,32.52,46.51,0.00098
40,40.61,52.51,0.00098
20,33.23,38.03,0.00097
50,39.85,50.30,0.00095
20,32.34,41.11,0.00098
10,26.53,38.45,0.00098
30,22.59,48.39,0.00095
40,44.43,53.71,0.00098
20,34.41,52.68,0.00093
50,46.45,55.07,0.00097
10,38.00,46.54,0.00098
40,49.25,55.02,0.00098
30,40.90,52.20,0.00093
50,41.15,48.49,0.00097
20,26.14,38.29,0.00098
10,22.41,43.67,0.00098
30,31.97,53.02,0.00098
50,39.34,52.08,0.00098
20,45.35,55.25,0.00097
10,25.83,41.26,0.00093
10,21.06,32.52,0.00098
50,37.06,49.92,0.00095
40,44.78,46.42,0.00097
30,31.25,49.22,0.00098
20,41.95,50.14,0.00095
40,41.06,52.96,0.00098
30,34.02,46.87,0.00098
40,25.09,46.91,0.00095
10,29.86,43.43,0.00097
50,46.78,56.62,0.00098
20,29.99,49.63,0.00095
30,44.83,52.38,0.00097
40,41.04,49.47,0.00098
10,14.64,37.62,0.00093
50,46.29,52.97,0.00098
20,20.38,44.64,0.00097
