Number of labels,Accuracy,Accuracy with class priors,Class priors error
30,61.87,61.23,0.00099
50,62.10,63.11,0.00097
40,58.82,60.75,0.00097
50,61.80,62.61,0.00099
10,45.52,47.54,0.00097
20,53.83,53.40,0.00097
30,55.92,56.41,0.00099
50,62.75,63.69,0.00097
10,54.00,57.39,0.00094
40,58.98,60.68,0.00099
20,50.35,50.89,0.00097
30,55.44,58.13,0.00099
10,44.86,48.73,0.00097
40,61.30,62.31,0.00099
20,52.69,52.16,0.00099
50,64.69,65.97,0.00099
10,49.65,49.85,0.00099
20,56.17,58.02,0.00097
40,58.68,58.56,0.00097
30,55.05,57.47,0.00097
30,65.26,66.56,0.00099
50,56.37,58.88,0.00099
40,53.60,54.03,0.00099
50,63.26,63.81,0.00099
10,40.05,41.86,0.00099
20,54.48,55.87,0.00097
30,58.01,60.81,0.00099
10,49.48,54.59,0.00099
30,61.68,61.75,0.00099
50,62.32,64.24,0.00097
20,57.04,57.38,0.00099
40,60.92,61.42,0.00096
10,50.10,52.42,0.00094
50,63.34,64.16,0.00099
40,63.87,63.54,0.00099
30,59.29,61.33,0.00099
20,53.94,56.77,0.00097
40,63.28,64.42,0.00099
50,62.86,63.48,0.00099
20,56.91,57.89,0.00099
10,45.25,49.62,0.00097
30,56.39,59.68,0.00099
40,59.91,62.92,0.00099
50,63.90,64.76,0.00097
10,45.98,49.17,0.00096
20,56.99,57.49,0.00099
30,61.14,62.13,0.00097
10,56.74,57.10,0.00096
50,61.40,62.21,0.00099
20,51.89,53.62,0.00097
40,62.10,63.32,0.00099
10,55.19,54.71,0.00094
50,65.47,66.72,0.00094
30,56.88,58.24,0.00097
20,55.06,56.51,0.00099
40,58.88,60.98,0.00097
10,48.70,54.12,0.00099
40,56.77,59.16,0.00099
20,57.96,60.07,0.00099
30,57.46,58.24,0.00099
50,59.25,60.28,0.00099
30,59.46,61.03,0.00099
40,60.78,63.48,0.00094
50,59.97,61.22,0.00099
10,55.19,58.24,0.00097
20,58.63,60.69,0.00099
30,61.44,63.60,0.00096
20,56.70,56.55,0.00099
50,61.64,62.91,0.00099
40,58.14,58.63,0.00099
10,56.96,55.91,0.00096
10,50.61,53.76,0.00097
30,56.09,58.66,0.00096
40,61.13,62.15,0.00099
30,57.43,58.47,0.00097
20,57.26,59.98,0.00096
50,62.21,62.54,0.00099
10,50.21,56.16,0.00097
50,66.26,66.33,0.00099
40,57.62,59.41,0.00094
20,53.86,58.00,0.00097
30,57.01,60.27,0.00097
40,60.50,63.41,0.00099
50,65.87,66.52,0.00099
10,42.74,45.16,0.00097
20,48.19,49.48,0.00097
10,40.71,43.75,0.00099
30,53.99,56.16,0.00099
40,63.04,63.50,0.00099
20,47.14,47.42,0.00099
50,60.18,61.43,0.00099
10,45.57,50.84,0.00099
20,53.18,55.10,0.00099
30,59.93,63.17,0.00099
50,64.27,64.70,0.00097
40,62.19,63.02,0.00094
30,53.69,54.27,0.00097
40,63.68,65.66,0.00099
20,58.02,57.35,0.00096
10,40.75,42.34,0.00097
30,59.68,60.43,0.00099
50,59.26,59.10,0.00099
40,62.66,62.80,0.00096
50,62.38,63.99,0.00097
10,45.03,45.46,0.00099
20,48.93,52.17,0.00097
30,61.65,63.29,0.00096
10,49.01,52.78,0.00099
40,59.95,62.08,0.00099
20,60.95,60.22,0.00096
50,63.70,65.54,0.00097
40,56.26,56.71,0.00097
30,55.85,57.26,0.00099
10,54.19,52.94,0.00099
20,58.26,62.33,0.00099
30,56.67,58.72,0.00099
10,49.43,50.00,0.00099
50,65.68,66.94,0.00099
20,52.69,55.48,0.00096
50,60.22,61.78,0.00099
30,58.89,59.72,0.00099
40,63.90,64.56,0.00099
40,56.49,57.83,0.00099
50,60.97,61.10,0.00099
10,49.55,52.63,0.00099
20,51.30,53.80,0.00094
30,60.05,60.23,0.00099
10,42.68,42.82,0.00099
50,62.34,62.61,0.00097
30,59.21,62.57,0.00096
40,61.90,61.69,0.00099
10,46.89,52.61,0.00099
40,58.10,59.77,0.00094
20,56.32,56.68,0.00096
50,58.23,59.58,0.00099
20,59.72,61.23,0.00097
30,61.88,62.34,0.00099
10,43.50,47.89,0.00097
20,51.46,55.37,0.00099
40,61.63,64.07,0.00099
30,56.99,58.92,0.00096
50,59.62,60.85,0.00099
40,60.25,60.39,0.00099
50,66.20,66.47,0.00097
10,43.77,47.90,0.00099
20,48.62,50.43,0.00094
30,56.25,59.24,0.00099
10,51.82,59.93,0.00096
40,58.26,59.44,0.00099
10,48.18,49.32,0.00096
20,55.01,55.59,0.00099
30,60.63,61.90,0.00097
50,65.15,65.83,0.00099
40,57.43,59.01,0.00099
10,46.89,46.97,0.00097
20,51.52,52.26,0.00099
50,61.08,62.32,0.00099
50,60.66,61.65,0.00099
30,54.35,53.27,0.00099
40,58.86,60.08,0.00099
20,50.41,51.08,0.00097
30,63.71,66.02,0.00096
40,61.45,62.35,0.00091
50,58.10,57.82,0.00099
10,58.08,60.10,0.00097
20,48.61,47.50,0.00099
30,65.39,64.13,0.00099
40,60.29,61.66,0.00094
10,48.85,50.19,0.00099
50,62.59,63.82,0.00099
40,67.88,66.84,0.00099
30,59.19,61.35,0.00097
10,46.46,47.89,0.00093
20,57.19,59.20,0.00096
50,63.77,63.97,0.00099
10,53.44,55.74,0.00097
30,62.35,61.63,0.00099
20,56.77,56.74,0.00099
40,61.58,62.32,0.00099
50,64.20,64.07,0.00097
20,60.38,61.15,0.00099
30,60.36,62.33,0.00099
40,62.57,64.12,0.00097
50,61.36,63.25,0.00099
10,44.96,51.51,0.00099
20,54.04,55.68,0.00096
30,57.02,58.90,0.00099
40,64.64,64.44,0.00099
10,40.80,46.32,0.00094
20,55.45,57.20,0.00099
50,58.75,59.19,0.00099
30,59.22,60.66,0.00099
40,56.26,58.19,0.00097
10,51.31,55.43,0.00096
50,66.00,66.92,0.00099
30,57.81,59.98,0.00099
20,53.79,53.94,0.00097
40,59.43,59.77,0.00097
10,44.79,50.05,0.00097
50,66.53,67.69,0.00099
20,58.72,60.59,0.00097
30,63.99,64.54,0.00097
40,58.51,59.23,0.00097
50,62.87,62.78,0.00097
10,42.79,47.34,0.00097
20,46.98,47.27,0.00099
30,58.14,59.47,0.00099
10,47.29,49.26,0.00099
20,57.03,60.10,0.00099
40,58.61,59.05,0.00099
50,60.93,62.28,0.00099
30,57.34,58.11,0.00099
20,54.78,55.72,0.00097
50,66.92,67.07,0.00097
10,38.92,45.08,0.00097
40,61.92,62.34,0.00099
40,60.47,60.13,0.00099
30,59.49,60.00,0.00097
50,62.12,63.51,0.00099
10,49.87,54.13,0.00099
20,59.90,61.69,0.00097
30,52.25,54.68,0.00099
40,60.28,61.56,0.00099
50,67.02,67.10,0.00099
10,46.60,49.00,0.00094
20,52.86,53.09,0.00099
30,58.94,61.87,0.00097
50,64.54,65.58,0.00099
40,60.26,61.12,0.00099
10,44.24,44.32,0.00099
30,59.07,59.69,0.00099
20,52.71,57.71,0.00093
10,39.45,40.78,0.00090
20,54.49,55.21,0.00099
50,66.01,66.99,0.00099
40,61.13,62.06,0.00099
30,55.78,59.66,0.00096
50,58.55,59.81,0.00099
10,43.23,43.20,0.00097
40,60.45,62.97,0.00099
20,49.85,50.40,0.00099
30,63.37,62.75,0.00097
40,57.93,57.96,0.00099
50,65.44,66.17,0.00099
10,49.83,50.52,0.00099
20,56.40,58.42,0.00097
30,56.72,59.06,0.00099
50,60.89,61.93,0.00099
10,43.06,43.01,0.00094
40,62.67,63.20,0.00097
40,63.41,64.02,0.00096
20,55.47,57.71,0.00097
10,46.44,45.53,0.00097
30,59.46,60.07,0.00099
50,59.16,59.52,0.00097
20,56.14,58.72,0.00099
30,64.19,63.90,0.00099
10,45.70,44.82,0.00094
50,68.57,68.39,0.00099
40,57.17,58.23,0.00099
20,59.48,62.84,0.00099
30,60.39,62.00,0.00099
40,58.19,59.15,0.00096
50,64.33,64.53,0.00099
10,48.95,50.22,0.00097
20,58.07,60.05,0.00097
30,49.91,51.71,0.00099
40,55.43,56.28,0.00097
50,65.42,65.17,0.00099
10,51.51,51.14,0.00099
20,50.23,50.68,0.00099
40,60.74,61.83,0.00097
10,42.16,42.72,0.00099
30,61.32,62.35,0.00097
50,60.64,62.08,0.00099
20,53.49,55.74,0.00099
30,58.93,58.72,0.00097
10,42.86,50.71,0.00099
50,61.28,62.06,0.00099
40,64.01,64.66,0.00097
20,61.72,64.36,0.00099
30,51.43,54.46,0.00099
40,58.00,59.57,0.00097
50,66.70,67.49,0.00099
10,51.19,53.28,0.00099
20,52.99,52.96,0.00094
30,62.88,65.16,0.00099
40,66.96,67.79,0.00097
20,53.23,54.07,0.00099
50,58.29,59.00,0.00096
10,51.03,51.07,0.00096
30,59.74,60.37,0.00097
10,44.52,47.67,0.00094
40,58.13,58.38,0.00099
50,65.95,66.44,0.00094
20,50.96,52.50,0.00097
30,56.66,58.81,0.00097
40,57.03,57.18,0.00097
10,47.34,46.47,0.00099
50,64.53,64.84,0.00094
20,51.23,53.92,0.00096
30,57.52,58.55,0.00099
40,61.52,61.36,0.00099
50,62.86,64.59,0.00099
10,46.97,52.02,0.00097
20,55.22,58.45,0.00099
30,56.06,59.72,0.00099
10,50.43,52.46,0.00097
20,56.25,59.53,0.00097
30,60.52,60.99,0.00097
50,59.27,59.69,0.00099
40,61.72,63.80,0.00097
10,51.38,57.96,0.00097
40,59.42,59.53,0.00099
20,50.46,54.39,0.00094
50,57.27,58.76,0.00097
30,57.37,56.75,0.00091
50,62.34,62.44,0.00096
40,60.73,61.95,0.00099
10,44.34,49.78,0.00097
20,53.32,55.21,0.00097
30,54.82,57.01,0.00099
40,55.51,58.78,0.00099
50,61.90,62.80,0.00099
10,41.35,43.79,0.00096
20,52.65,55.10,0.00099
30,58.36,60.39,0.00097
40,61.31,63.85,0.00097
20,59.62,58.94,0.00099
10,49.55,49.48,0.00097
30,56.68,57.61,0.00094
50,64.07,64.97,0.00099
10,52.26,53.50,0.00099
50,61.94,63.82,0.00099
30,53.95,54.92,0.00099
20,60.94,61.37,0.00099
40,62.63,65.12,0.00099
10,50.50,50.67,0.00097
40,61.30,62.69,0.00096
50,65.62,66.35,0.00099
20,47.67,47.48,0.00097
40,64.26,64.75,0.00099
30,57.95,58.71,0.00097
50,62.06,63.48,0.00097
