Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,54.84,59.82,0.00097
20,74.89,76.03,0.00094
30,82.82,82.63,0.00099
10,76.58,78.76,0.00094
20,81.77,82.58,0.00097
10,71.36,72.71,0.00099
40,83.12,83.92,0.00097
10,76.47,79.39,0.00099
20,74.68,76.04,0.00096
40,82.56,84.11,0.00099
40,84.43,85.56,0.00099
40,84.74,85.96,0.00099
50,85.50,85.85,0.00096
20,83.91,85.16,0.00099
30,82.11,82.74,0.00096
30,80.20,81.29,0.00099
50,87.94,88.46,0.00097
50,86.97,87.75,0.00096
30,83.85,84.78,0.00097
50,84.41,86.28,0.00099
10,74.77,76.71,0.00099
30,76.98,78.05,0.00099
40,84.39,85.29,0.00099
10,61.64,62.74,0.00097
10,70.58,71.57,0.00094
20,73.27,75.24,0.00097
20,85.42,86.31,0.00099
20,80.97,81.77,0.00096
10,66.66,67.16,0.00099
30,85.02,85.18,0.00094
50,83.49,84.22,0.00099
20,77.19,78.09,0.00099
50,86.56,87.35,0.00099
30,85.79,86.66,0.00097
40,81.24,81.51,0.00093
30,83.10,84.56,0.00099
40,85.44,86.25,0.00097
40,83.90,85.36,0.00099
50,85.17,86.29,0.00099
50,86.31,87.09,0.00097
10,72.11,75.08,0.00099
20,73.77,75.80,0.00099
10,66.21,68.52,0.00099
30,76.87,78.43,0.00099
20,74.28,74.82,0.00097
40,76.86,78.53,0.00099
40,85.35,85.87,0.00099
30,83.94,84.72,0.00097
50,85.64,86.38,0.00099
50,83.26,85.15,0.00099
10,63.14,63.33,0.00097
10,60.61,60.81,0.00099
30,80.53,81.25,0.00097
20,73.03,73.74,0.00099
50,85.89,86.18,0.00099
40,83.36,84.13,0.00097
20,79.60,82.15,0.00099
50,86.06,86.63,0.00099
30,82.43,83.21,0.00099
40,80.34,82.22,0.00099
10,66.79,67.50,0.00094
20,72.32,73.88,0.00096
10,53.42,50.25,0.00099
40,81.17,81.78,0.00097
30,80.89,79.84,0.00097
50,81.61,81.48,0.00099
30,77.05,78.53,0.00099
10,72.35,73.46,0.00097
40,80.98,81.24,0.00099
20,78.05,80.09,0.00096
20,71.54,75.19,0.00099
30,81.29,82.25,0.00097
20,75.32,75.37,0.00099
10,73.44,76.12,0.00099
50,84.00,84.74,0.00099
50,89.37,89.88,0.00099
30,74.59,75.92,0.00099
40,88.08,88.82,0.00099
40,87.70,88.36,0.00099
50,88.52,89.66,0.00097
10,71.42,73.80,0.00097
20,74.82,75.87,0.00099
30,77.18,79.20,0.00099
40,85.76,86.40,0.00096
10,76.44,78.29,0.00097
50,87.62,87.77,0.00099
10,70.36,72.63,0.00099
40,85.28,86.44,0.00097
50,85.04,85.80,0.00096
30,81.00,81.58,0.00099
20,79.42,81.41,0.00099
20,76.43,76.54,0.00099
30,78.75,79.44,0.00096
50,83.58,84.40,0.00097
10,71.61,74.48,0.00099
20,80.17,80.59,0.00099
30,77.15,77.47,0.00099
50,84.23,84.66,0.00099
40,85.93,86.51,0.00097
40,84.28,85.28,0.00099
10,72.24,72.42,0.00099
20,78.00,79.89,0.00097
50,81.62,82.12,0.00099
10,64.43,67.55,0.00099
30,82.88,84.53,0.00099
40,83.67,84.83,0.00099
10,67.50,68.34,0.00097
40,84.14,85.66,0.00099
20,75.62,77.94,0.00099
20,75.23,76.52,0.00099
30,80.69,81.53,0.00097
50,87.02,87.91,0.00099
40,81.18,81.94,0.00096
10,66.82,70.63,0.00099
30,82.39,83.26,0.00097
50,85.50,85.92,0.00099
20,73.49,75.78,0.00099
30,85.44,85.87,0.00097
40,81.04,81.64,0.00099
50,83.66,83.92,0.00099
10,65.69,65.59,0.00096
20,79.98,81.24,0.00096
