Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,34.88,40.57,0.00095
40,50.99,49.38,0.00098
20,37.19,39.12,0.00098
40,48.46,50.10,0.00097
30,38.75,38.84,0.00097
50,46.12,48.28,0.00097
30,44.32,45.59,0.00098
10,39.83,41.46,0.00095
20,44.60,48.46,0.00097
40,48.03,48.81,0.00098
50,54.74,55.63,0.00097
30,40.72,43.05,0.00095
20,42.06,43.03,0.00098
50,47.97,47.02,0.00097
50,49.58,49.81,0.00098
10,31.12,30.44,0.00098
40,48.65,48.43,0.00098
10,31.39,31.50,0.00097
50,42.81,45.07,0.00098
20,34.29,32.88,0.00097
40,48.47,49.29,0.00098
10,36.03,37.60,0.00098
30,44.47,47.84,0.00097
20,35.39,41.64,0.00095
30,44.25,48.23,0.00098
50,48.18,51.09,0.00098
10,36.51,37.36,0.00098
40,43.39,42.96,0.00097
20,41.84,45.98,0.00095
50,49.27,48.95,0.00098
40,45.53,45.51,0.00098
30,43.78,43.65,0.00097
30,44.74,43.95,0.00098
20,39.89,41.84,0.00098
10,31.77,30.55,0.00098
40,50.09,51.38,0.00095
50,49.69,51.70,0.00097
20,37.59,40.41,0.00098
10,29.12,32.97,0.00097
10,29.99,27.98,0.00098
30,44.13,45.38,0.00097
50,50.00,50.13,0.00098
30,43.23,44.89,0.00095
20,39.70,39.53,0.00098
40,49.28,50.50,0.00098
50,51.27,49.83,0.00097
10,35.85,32.12,0.00098
20,42.83,44.38,0.00097
40,48.72,52.80,0.00097
30,41.93,42.10,0.00098
50,47.69,49.05,0.00097
10,42.72,44.44,0.00097
30,45.12,44.44,0.00098
40,49.33,50.57,0.00098
20,46.16,47.23,0.00093
40,42.06,42.69,0.00097
50,53.03,53.42,0.00095
20,36.35,36.98,0.00098
30,43.60,46.17,0.00097
10,40.46,37.04,0.00097
50,48.22,49.78,0.00098
50,47.52,49.52,0.00098
20,32.21,32.45,0.00095
10,29.32,36.30,0.00098
40,40.30,41.10,0.00093
40,47.44,48.23,0.00098
10,28.29,28.60,0.00098
40,49.04,49.41,0.00098
20,42.46,42.76,0.00098
30,44.45,44.24,0.00090
30,43.95,47.51,0.00098
50,49.69,52.45,0.00092
30,45.16,47.36,0.00097
20,35.43,37.79,0.00095
10,32.82,31.20,0.00097
40,48.48,48.07,0.00098
50,49.19,47.34,0.00097
20,45.78,45.17,0.00098
30,48.67,50.76,0.00098
50,44.91,48.66,0.00097
30,38.40,40.36,0.00098
10,45.24,46.27,0.00095
10,39.78,37.82,0.00098
40,46.94,48.95,0.00098
50,50.81,50.66,0.00098
40,44.84,47.10,0.00098
10,35.26,32.54,0.00097
20,49.73,49.78,0.00092
20,35.93,38.44,0.00098
40,47.50,48.34,0.00098
50,52.87,54.09,0.00097
30,44.23,43.97,0.00098
10,36.99,37.79,0.00095
20,42.26,43.22,0.00097
30,46.52,50.23,0.00097
40,47.56,50.10,0.00095
50,45.33,44.79,0.00095
10,31.70,34.16,0.00098
30,43.51,45.48,0.00095
40,46.07,47.70,0.00097
20,45.85,46.45,0.00098
20,30.42,32.02,0.00097
50,48.36,46.96,0.00097
40,49.35,51.10,0.00097
50,52.24,51.99,0.00095
30,46.66,50.49,0.00098
10,34.64,36.52,0.00098
30,50.34,50.95,0.00098
40,49.12,49.22,0.00098
10,35.98,35.05,0.00093
20,44.54,44.27,0.00098
50,47.87,50.31,0.00097
20,42.53,43.92,0.00097
10,30.92,33.68,0.00098
30,46.61,50.82,0.00098
40,47.47,46.77,0.00095
50,48.23,48.00,0.00093
10,40.15,43.40,0.00097
20,39.03,43.24,0.00095
30,48.70,48.76,0.00098
50,50.51,52.79,0.00097
40,48.85,50.64,0.00098
30,45.60,45.98,0.00097
40,49.83,50.72,0.00098
10,30.95,33.22,0.00097
50,50.37,50.64,0.00098
20,41.78,42.98,0.00097
20,40.53,40.74,0.00097
10,37.71,38.23,0.00098
30,52.49,52.53,0.00097
40,51.78,50.95,0.00098
50,46.37,46.82,0.00098
20,44.29,45.17,0.00095
10,26.71,29.07,0.00098
30,41.36,44.74,0.00098
40,47.54,48.29,0.00095
50,43.44,44.71,0.00098
20,33.83,34.97,0.00098
10,38.52,40.39,0.00098
30,41.95,44.72,0.00097
50,49.78,50.07,0.00097
40,48.52,48.96,0.00098
20,35.95,37.87,0.00095
30,46.25,47.37,0.00097
10,36.28,35.93,0.00098
40,46.97,46.99,0.00093
50,49.89,49.77,0.00097
10,45.96,44.70,0.00098
20,46.54,48.11,0.00098
40,51.45,52.28,0.00093
30,50.03,50.96,0.00098
50,44.10,45.61,0.00095
10,42.96,41.78,0.00097
20,34.96,35.41,0.00092
30,50.25,52.13,0.00098
50,46.12,47.42,0.00098
40,49.67,51.12,0.00097
20,47.03,47.21,0.00098
10,31.29,30.15,0.00098
30,42.37,41.21,0.00095
40,45.70,44.39,0.00098
50,47.04,46.54,0.00097
10,33.06,37.08,0.00097
20,44.10,45.59,0.00097
40,49.06,49.82,0.00098
30,43.25,44.27,0.00097
50,51.46,52.50,0.00097
10,34.85,36.75,0.00095
20,45.58,47.22,0.00098
30,48.63,50.50,0.00097
40,48.24,48.77,0.00098
50,51.01,52.36,0.00098
20,39.02,40.29,0.00095
10,33.28,34.81,0.00093
40,45.44,46.62,0.00098
30,51.53,52.83,0.00097
50,48.49,49.44,0.00097
20,43.01,45.23,0.00097
10,42.80,42.95,0.00098
30,42.96,44.85,0.00098
40,51.69,53.98,0.00098
50,52.65,53.14,0.00098
30,43.28,43.03,0.00098
20,44.20,42.89,0.00097
10,33.59,34.45,0.00097
40,44.11,42.22,0.00095
50,51.15,50.74,0.00098
20,40.31,42.69,0.00095
30,42.15,47.88,0.00098
10,44.57,44.15,0.00098
40,43.23,42.97,0.00097
50,45.38,45.13,0.00098
20,45.84,45.54,0.00097
10,42.42,45.08,0.00097
40,50.72,50.46,0.00097
30,44.34,47.32,0.00097
50,47.62,48.10,0.00098
10,41.05,44.26,0.00098
30,36.91,39.30,0.00097
20,46.44,48.49,0.00098
40,48.11,50.35,0.00098
50,49.43,48.95,0.00098
20,46.35,48.54,0.00093
30,38.99,36.68,0.00095
40,49.29,49.88,0.00098
50,47.81,47.59,0.00097
10,34.86,36.14,0.00098
20,42.06,38.88,0.00090
30,45.30,43.90,0.00098
10,34.40,37.61,0.00098
40,51.87,54.14,0.00098
50,50.44,51.29,0.00093
20,45.72,48.87,0.00098
10,34.51,39.19,0.00097
30,44.66,47.36,0.00097
50,47.38,49.02,0.00093
40,46.36,46.66,0.00098
10,38.47,36.35,0.00097
20,44.86,47.06,0.00098
30,42.86,45.33,0.00097
50,52.37,54.03,0.00097
40,50.50,52.70,0.00098
40,49.43,50.27,0.00098
10,31.10,28.37,0.00095
30,44.74,45.91,0.00098
50,48.30,49.61,0.00095
20,49.95,51.65,0.00098
10,33.32,32.45,0.00098
30,46.49,47.93,0.00095
20,48.54,49.21,0.00095
40,53.89,55.68,0.00097
50,43.39,44.04,0.00098
10,35.42,39.72,0.00097
20,40.75,42.58,0.00098
30,44.65,45.24,0.00098
40,44.31,45.81,0.00098
50,49.00,49.52,0.00098
10,31.81,34.93,0.00095
30,40.46,44.20,0.00098
20,41.38,36.90,0.00098
50,49.05,50.81,0.00098
40,51.97,51.17,0.00098
30,44.46,46.09,0.00093
50,49.76,48.95,0.00098
10,41.00,38.70,0.00097
40,44.92,48.26,0.00095
20,35.75,36.12,0.00095
10,39.78,37.65,0.00095
30,42.84,45.87,0.00098
20,41.22,46.12,0.00095
40,48.44,50.05,0.00098
50,47.51,48.31,0.00095
10,42.80,42.62,0.00095
20,39.16,37.15,0.00097
30,45.16,48.91,0.00098
40,45.35,48.79,0.00098
50,44.83,45.54,0.00098
10,29.13,31.57,0.00097
40,44.18,47.68,0.00098
20,39.64,41.55,0.00098
30,50.12,48.85,0.00098
50,48.00,49.23,0.00097
50,51.33,51.69,0.00097
20,40.36,40.31,0.00097
40,47.26,50.42,0.00097
30,47.20,46.85,0.00093
10,31.86,30.00,0.00098
10,39.51,40.94,0.00097
40,44.73,49.53,0.00098
30,44.84,44.80,0.00098
20,45.63,47.32,0.00095
50,48.11,47.56,0.00095
10,28.61,33.87,0.00098
40,40.14,42.62,0.00098
20,41.96,45.57,0.00098
30,47.17,50.98,0.00098
50,47.06,47.93,0.00098
10,34.60,37.60,0.00098
40,45.38,47.18,0.00097
30,50.02,50.47,0.00097
20,47.46,49.84,0.00098
50,50.35,53.33,0.00097
20,39.59,39.78,0.00095
30,43.61,44.78,0.00098
40,54.32,53.68,0.00095
10,32.33,39.06,0.00093
50,46.58,46.25,0.00098
30,44.23,42.10,0.00093
10,35.53,33.30,0.00097
20,44.31,45.12,0.00098
40,47.38,50.27,0.00098
50,44.25,46.95,0.00097
40,40.73,46.66,0.00097
20,41.88,44.01,0.00098
10,33.15,37.75,0.00098
30,42.35,45.40,0.00095
50,45.34,46.17,0.00097
10,46.13,47.17,0.00098
30,43.55,44.05,0.00098
20,49.25,49.49,0.00097
40,48.63,52.08,0.00098
50,48.53,48.86,0.00095
10,44.62,47.54,0.00098
40,47.27,46.10,0.00095
30,37.99,41.73,0.00097
20,34.41,36.43,0.00098
50,50.55,50.26,0.00098
20,42.45,44.57,0.00097
10,35.16,38.66,0.00098
30,49.14,51.73,0.00093
50,49.03,49.86,0.00098
40,44.29,41.87,0.00097
10,38.56,43.57,0.00095
20,45.46,46.29,0.00098
40,48.05,49.31,0.00097
50,47.97,48.96,0.00097
30,47.45,48.80,0.00098
50,50.06,51.73,0.00097
20,44.67,47.59,0.00098
10,31.86,33.55,0.00098
30,46.08,47.92,0.00095
40,40.63,43.31,0.00098
30,42.87,48.31,0.00093
40,46.83,48.70,0.00098
20,46.37,48.90,0.00098
50,45.88,48.63,0.00095
10,43.50,43.67,0.00097
20,44.36,46.86,0.00098
10,37.78,39.97,0.00098
30,47.05,46.54,0.00097
50,54.95,55.67,0.00098
40,50.78,51.24,0.00097
20,43.87,44.21,0.00098
30,33.76,36.55,0.00095
10,38.03,35.47,0.00098
50,46.28,47.16,0.00092
40,48.73,47.55,0.00098
20,39.44,39.04,0.00098
40,41.54,43.58,0.00098
30,38.61,39.86,0.00098
50,48.47,50.23,0.00098
10,33.52,38.29,0.00095
30,45.40,45.23,0.00095
10,34.60,37.95,0.00098
40,49.57,49.03,0.00092
50,49.25,50.11,0.00098
20,43.33,43.73,0.00097
20,38.02,39.74,0.00097
50,50.81,52.78,0.00093
10,35.07,34.75,0.00098
40,46.87,45.84,0.00098
30,46.39,47.48,0.00098
20,34.80,36.85,0.00097
40,46.99,48.40,0.00093
30,41.05,46.33,0.00098
10,36.69,37.93,0.00098
50,45.78,47.72,0.00098
40,44.46,45.00,0.00098
20,36.93,39.06,0.00097
30,48.01,48.81,0.00098
50,48.89,51.31,0.00095
10,37.81,45.39,0.00097
50,51.68,52.69,0.00097
10,36.55,41.14,0.00098
30,49.47,51.23,0.00097
20,40.54,42.80,0.00098
40,42.17,43.08,0.00098
40,42.40,43.50,0.00098
30,43.11,47.63,0.00098
10,30.28,28.40,0.00097
50,53.08,53.89,0.00095
20,46.98,49.84,0.00097
10,44.66,49.02,0.00093
40,45.19,46.14,0.00098
20,43.16,45.17,0.00098
30,44.89,46.48,0.00095
50,50.34,52.26,0.00097
40,45.97,48.62,0.00098
30,45.05,45.56,0.00092
10,34.22,38.31,0.00098
20,41.11,44.03,0.00097
50,48.20,49.54,0.00098
30,44.29,43.62,0.00095
10,39.85,40.40,0.00098
50,53.18,52.71,0.00097
20,42.34,44.69,0.00097
40,50.72,51.49,0.00097
20,44.46,44.73,0.00097
10,38.61,37.45,0.00097
30,49.70,51.61,0.00098
40,47.73,48.87,0.00093
50,50.94,50.56,0.00097
30,40.23,39.27,0.00095
20,27.65,29.44,0.00098
10,40.54,42.70,0.00095
50,50.14,51.09,0.00098
40,45.58,46.65,0.00097
