Number of labels,Accuracy,Accuracy with class priors,Class priors error
30,57.38,64.71,0.00099
50,62.41,64.36,0.00097
20,52.30,58.33,0.00097
10,61.50,64.19,0.00099
50,63.01,68.67,0.00099
40,61.36,65.59,0.00099
40,64.12,70.49,0.00099
50,56.99,68.22,0.00099
30,55.48,62.30,0.00099
30,61.13,64.27,0.00097
20,47.87,60.21,0.00099
40,67.01,70.06,0.00099
30,54.92,62.50,0.00099
40,65.01,65.54,0.00099
50,63.24,69.11,0.00099
20,55.98,61.08,0.00099
10,29.95,51.82,0.00099
10,51.64,67.62,0.00099
20,50.87,59.28,0.00097
10,49.21,51.41,0.00097
40,59.73,69.16,0.00099
30,63.63,69.71,0.00099
20,52.65,61.41,0.00099
20,58.79,63.74,0.00099
10,50.40,54.81,0.00096
10,55.37,61.63,0.00099
30,59.48,67.08,0.00099
30,55.44,60.15,0.00099
50,61.76,66.48,0.00096
40,57.78,68.68,0.00099
10,54.97,61.24,0.00097
30,55.55,65.91,0.00099
20,56.31,61.74,0.00097
40,61.71,69.34,0.00099
40,56.40,66.96,0.00099
50,52.86,64.21,0.00099
10,44.09,53.59,0.00099
10,46.80,56.66,0.00099
50,61.03,67.94,0.00096
20,48.34,55.84,0.00096
20,49.71,57.86,0.00097
10,50.12,61.29,0.00096
30,60.84,67.76,0.00096
40,54.15,64.04,0.00099
40,64.37,67.38,0.00099
50,62.70,68.48,0.00099
50,60.88,66.93,0.00097
30,58.15,67.13,0.00099
10,47.40,59.12,0.00099
50,65.74,67.14,0.00097
20,63.03,69.11,0.00097
10,45.53,47.61,0.00099
50,68.44,69.49,0.00099
20,58.67,64.89,0.00099
40,61.72,67.37,0.00099
20,53.75,62.25,0.00099
40,58.90,67.78,0.00099
50,60.54,68.23,0.00099
20,48.82,61.66,0.00099
30,52.20,61.11,0.00099
30,57.59,66.26,0.00099
30,62.15,66.59,0.00099
40,59.77,65.73,0.00096
30,61.17,64.82,0.00097
10,35.54,57.33,0.00097
10,42.76,62.32,0.00099
20,50.39,63.78,0.00099
50,63.72,66.57,0.00097
10,48.33,55.55,0.00099
40,63.32,66.75,0.00099
40,57.73,64.29,0.00099
20,50.97,58.42,0.00099
10,52.62,56.34,0.00097
30,52.05,56.11,0.00099
50,59.10,64.94,0.00099
50,61.30,69.50,0.00099
30,58.82,67.05,0.00099
40,63.49,71.49,0.00099
30,53.06,55.75,0.00099
20,60.22,66.67,0.00099
50,63.46,68.23,0.00099
20,58.14,58.87,0.00097
10,42.88,52.49,0.00099
50,58.78,69.07,0.00099
30,64.06,71.52,0.00094
10,43.08,63.33,0.00099
20,50.27,60.43,0.00099
40,51.26,58.71,0.00099
10,50.62,64.03,0.00099
20,51.38,59.45,0.00099
50,64.82,70.03,0.00099
30,58.86,67.47,0.00099
40,64.08,71.15,0.00099
10,46.91,58.84,0.00097
50,57.92,62.58,0.00097
40,65.07,62.75,0.00099
50,66.10,69.93,0.00099
20,53.54,62.09,0.00099
20,48.41,59.85,0.00093
40,63.47,68.85,0.00099
30,54.85,60.38,0.00099
30,58.51,66.17,0.00099
10,47.56,58.68,0.00099
50,49.79,53.41,0.00099
30,57.97,64.66,0.00097
10,47.68,59.44,0.00099
20,55.16,61.13,0.00099
50,62.20,68.66,0.00099
10,39.95,49.97,0.00097
40,62.19,71.46,0.00099
50,59.64,64.59,0.00097
40,54.38,63.61,0.00099
40,66.02,71.64,0.00096
30,56.64,60.35,0.00099
40,60.43,67.75,0.00099
20,47.70,61.58,0.00099
30,59.88,66.75,0.00096
30,65.66,69.60,0.00096
20,49.79,58.14,0.00097
50,64.95,70.33,0.00099
10,50.43,59.32,0.00096
20,57.11,63.71,0.00099
10,42.27,48.76,0.00099
40,51.26,64.19,0.00099
30,58.29,62.62,0.00099
50,54.90,64.70,0.00099
20,53.01,54.58,0.00099
50,58.64,64.66,0.00099
10,37.08,48.98,0.00099
40,63.63,71.09,0.00099
30,52.46,61.18,0.00097
20,58.46,64.18,0.00094
10,44.05,59.00,0.00097
50,64.06,71.39,0.00099
40,56.86,63.40,0.00097
20,50.36,64.35,0.00097
30,54.17,61.46,0.00099
10,47.82,57.23,0.00099
50,63.81,69.18,0.00099
20,60.13,62.58,0.00099
40,57.90,63.43,0.00099
50,67.79,69.58,0.00099
40,57.94,60.77,0.00099
10,50.90,52.99,0.00099
10,39.39,56.60,0.00099
20,55.42,64.98,0.00097
40,63.36,68.21,0.00099
30,60.64,65.81,0.00099
20,64.94,67.98,0.00099
30,65.24,68.88,0.00097
10,48.45,58.90,0.00099
50,63.14,67.32,0.00097
40,59.93,67.24,0.00097
30,52.46,64.86,0.00099
10,36.27,55.22,0.00099
30,64.04,64.69,0.00097
20,55.37,64.84,0.00099
40,55.46,61.65,0.00099
50,61.18,68.83,0.00099
30,57.05,61.67,0.00097
50,60.51,64.65,0.00099
20,54.02,65.29,0.00099
10,47.94,59.91,0.00097
10,49.07,63.24,0.00099
20,55.11,58.10,0.00097
30,55.47,64.36,0.00097
20,55.63,61.93,0.00099
50,56.64,62.31,0.00099
40,64.88,68.20,0.00096
10,52.00,55.25,0.00097
30,62.19,66.17,0.00099
40,58.77,65.04,0.00097
40,57.40,62.99,0.00099
20,56.19,60.17,0.00099
10,42.14,63.55,0.00099
50,63.50,69.30,0.00099
50,63.49,69.85,0.00099
30,60.65,69.34,0.00097
50,65.43,70.01,0.00099
30,53.72,65.77,0.00099
40,58.53,61.42,0.00099
10,52.88,58.28,0.00099
10,45.49,52.11,0.00099
20,60.98,65.35,0.00099
30,58.45,69.35,0.00094
50,57.03,64.78,0.00097
10,50.84,57.34,0.00099
20,52.36,69.15,0.00099
40,66.13,71.48,0.00097
50,63.54,67.07,0.00099
40,59.85,69.84,0.00097
40,61.92,64.92,0.00099
30,61.89,68.40,0.00099
20,56.44,62.47,0.00099
50,65.06,69.45,0.00099
50,65.64,66.89,0.00099
