Number of labels,Accuracy,Accuracy with class priors,Class priors error
30,41.59,40.89,0.00098
20,38.51,38.91,0.00097
10,25.36,30.07,0.00097
50,43.96,43.46,0.00093
40,41.82,40.45,0.00095
20,35.85,34.49,0.00097
30,43.55,44.12,0.00097
30,40.28,40.63,0.00095
40,42.60,42.73,0.00097
50,42.18,41.57,0.00095
10,35.51,33.20,0.00098
10,32.55,34.03,0.00098
40,39.44,39.35,0.00098
30,38.62,40.26,0.00097
20,36.18,36.54,0.00095
50,47.56,47.61,0.00097
20,38.64,37.94,0.00098
10,40.82,41.94,0.00098
50,39.63,39.68,0.00095
40,44.58,46.40,0.00097
10,34.46,36.48,0.00092
20,38.91,39.69,0.00095
20,29.30,30.24,0.00097
30,43.94,43.54,0.00093
50,41.32,40.79,0.00092
10,35.15,36.32,0.00090
10,25.20,28.79,0.00098
50,42.75,42.98,0.00098
40,41.35,40.86,0.00095
40,40.24,42.01,0.00092
20,35.82,34.70,0.00097
30,41.11,40.32,0.00098
20,42.58,45.91,0.00095
40,44.60,44.35,0.00095
10,22.10,23.78,0.00098
20,29.81,32.84,0.00098
50,44.14,43.60,0.00097
30,39.10,39.11,0.00095
40,43.53,44.76,0.00095
30,39.73,40.87,0.00097
30,35.62,36.69,0.00095
10,25.92,25.29,0.00095
50,41.26,42.15,0.00092
40,44.59,44.69,0.00098
30,39.30,39.94,0.00097
50,45.25,45.68,0.00097
20,40.32,41.36,0.00097
20,36.73,36.37,0.00092
10,27.38,24.66,0.00093
30,38.21,38.18,0.00098
20,34.20,39.07,0.00095
50,39.44,39.21,0.00098
10,30.85,31.63,0.00098
40,37.16,36.83,0.00097
40,37.91,37.73,0.00095
40,43.41,42.70,0.00098
50,41.20,41.60,0.00095
10,32.45,32.18,0.00098
10,39.26,39.32,0.00098
30,38.91,38.17,0.00098
20,41.63,41.59,0.00097
30,35.76,37.59,0.00097
40,40.14,38.13,0.00098
50,45.21,44.53,0.00098
40,42.88,43.29,0.00097
30,40.21,40.24,0.00097
20,32.44,31.24,0.00097
50,39.66,39.36,0.00097
40,40.61,40.30,0.00095
50,42.88,43.80,0.00097
30,34.97,34.85,0.00095
30,41.40,40.57,0.00095
20,38.73,39.06,0.00098
10,36.08,33.29,0.00093
20,33.88,34.38,0.00095
40,41.63,43.26,0.00098
10,34.69,32.82,0.00098
50,41.53,40.61,0.00095
20,39.36,41.34,0.00093
50,36.54,37.49,0.00098
30,36.23,34.80,0.00092
50,42.74,42.73,0.00095
30,40.22,42.16,0.00097
10,36.75,39.55,0.00098
40,37.83,38.57,0.00097
40,39.00,38.54,0.00093
50,46.70,46.57,0.00097
10,34.95,37.26,0.00097
40,39.66,39.96,0.00095
20,27.56,27.30,0.00098
10,32.68,32.54,0.00097
10,30.39,31.29,0.00097
30,37.28,37.06,0.00098
30,41.05,42.76,0.00097
40,42.45,41.17,0.00092
50,43.22,44.05,0.00095
20,40.75,44.32,0.00098
40,40.60,41.63,0.00097
20,38.75,38.15,0.00098
10,37.67,40.10,0.00098
20,36.06,34.83,0.00095
30,42.08,42.84,0.00097
20,33.36,34.18,0.00095
50,42.03,41.75,0.00097
50,40.23,41.31,0.00098
10,34.30,34.69,0.00093
30,37.13,37.52,0.00097
50,41.34,40.74,0.00093
30,34.33,33.46,0.00093
50,42.21,42.63,0.00098
40,40.72,40.79,0.00097
40,41.48,42.91,0.00097
20,38.95,41.27,0.00095
40,41.78,41.46,0.00098
10,28.23,27.37,0.00097
20,36.82,35.06,0.00098
10,35.30,34.98,0.00098
50,36.48,36.08,0.00093
30,36.26,37.19,0.00095
20,33.10,34.21,0.00095
50,45.95,45.69,0.00097
20,31.31,28.46,0.00095
40,36.89,36.63,0.00097
30,38.70,40.72,0.00098
10,28.31,28.35,0.00097
50,43.59,43.31,0.00093
