Number of labels,Accuracy,Accuracy with class priors,Class priors error
30,31.35,32.26,0.00098
20,34.25,34.24,0.00093
50,40.35,40.04,0.00098
20,40.78,42.37,0.00098
10,30.17,31.21,0.00093
40,41.63,42.11,0.00098
30,36.40,36.82,0.00095
10,29.52,32.82,0.00098
30,35.77,36.45,0.00098
30,37.07,37.89,0.00097
40,38.88,39.63,0.00095
50,38.11,39.03,0.00098
40,44.19,44.36,0.00098
20,40.82,41.86,0.00093
10,25.97,27.15,0.00098
10,33.37,31.67,0.00097
50,40.75,40.51,0.00097
40,43.12,45.68,0.00097
40,38.84,39.41,0.00098
20,36.61,38.71,0.00097
50,39.36,40.00,0.00093
10,27.90,29.12,0.00097
30,37.36,37.60,0.00098
30,37.04,38.72,0.00097
50,40.33,42.78,0.00097
50,36.70,36.22,0.00095
30,38.75,38.08,0.00097
20,38.45,37.93,0.00098
20,35.16,31.28,0.00093
10,33.11,33.47,0.00097
20,33.70,35.50,0.00097
50,39.13,39.41,0.00098
20,39.27,40.29,0.00098
40,42.22,41.99,0.00098
40,37.51,38.89,0.00097
40,42.52,41.69,0.00093
30,38.03,37.54,0.00095
30,34.47,35.01,0.00098
10,27.95,30.55,0.00095
10,30.58,31.63,0.00097
20,29.92,28.48,0.00098
50,40.17,40.72,0.00097
50,39.99,38.90,0.00098
30,36.33,37.41,0.00097
30,38.96,39.63,0.00095
10,32.50,30.70,0.00098
50,36.25,36.68,0.00097
40,34.20,37.70,0.00097
10,32.78,37.73,0.00097
50,36.91,38.56,0.00095
20,32.91,32.44,0.00092
10,23.49,25.78,0.00098
40,32.35,32.28,0.00095
30,41.39,40.31,0.00098
40,39.97,41.47,0.00098
50,42.31,41.29,0.00097
20,36.20,39.18,0.00098
30,39.31,38.81,0.00098
20,32.44,33.52,0.00093
50,39.39,38.97,0.00098
10,27.02,26.49,0.00098
40,41.05,40.63,0.00097
30,37.67,40.00,0.00098
20,32.48,33.09,0.00098
10,32.30,34.93,0.00098
50,38.81,39.31,0.00097
40,34.97,36.67,0.00093
20,37.66,38.75,0.00098
40,35.80,37.16,0.00095
10,23.68,27.74,0.00095
40,34.40,34.28,0.00098
10,31.02,33.92,0.00098
20,33.81,36.14,0.00093
50,38.01,38.14,0.00097
20,41.47,42.18,0.00097
10,30.72,29.04,0.00098
20,34.27,33.57,0.00098
30,39.70,40.69,0.00097
40,37.43,38.96,0.00095
50,37.81,38.31,0.00097
50,42.71,44.00,0.00098
30,37.22,35.94,0.00095
20,38.44,38.82,0.00098
30,36.49,36.33,0.00098
30,37.70,40.24,0.00097
40,43.42,42.97,0.00098
20,36.11,36.07,0.00098
50,38.24,38.41,0.00098
40,34.56,36.40,0.00097
10,26.43,30.17,0.00098
30,32.95,34.43,0.00098
10,25.95,30.24,0.00095
50,36.68,36.20,0.00098
30,37.17,37.25,0.00093
10,38.37,38.39,0.00098
20,38.79,40.40,0.00097
40,39.79,40.36,0.00098
40,39.77,41.37,0.00097
10,29.23,30.22,0.00098
40,40.68,39.10,0.00095
50,40.99,40.45,0.00095
10,37.32,40.50,0.00097
30,32.40,33.07,0.00093
50,40.54,39.85,0.00097
40,36.68,35.04,0.00097
20,35.57,35.16,0.00097
10,36.01,37.41,0.00098
20,28.08,30.20,0.00097
10,25.59,27.89,0.00092
20,37.46,37.91,0.00098
50,41.29,40.43,0.00095
30,36.61,38.39,0.00097
20,36.42,36.55,0.00097
40,38.57,38.62,0.00097
50,39.76,39.49,0.00092
30,39.45,40.52,0.00098
50,38.25,37.72,0.00093
30,37.27,37.09,0.00097
30,40.09,40.79,0.00097
40,33.69,34.83,0.00095
20,37.77,40.85,0.00098
20,34.57,37.62,0.00097
50,37.62,38.38,0.00095
40,37.02,38.45,0.00097
10,30.66,31.51,0.00095
30,40.47,39.22,0.00098
10,31.44,31.29,0.00095
50,45.78,44.63,0.00097
30,27.29,28.89,0.00098
20,32.94,30.86,0.00095
40,39.88,39.24,0.00098
50,39.96,40.25,0.00097
10,30.89,33.26,0.00098
10,37.44,37.60,0.00095
50,37.36,38.46,0.00093
40,43.90,43.46,0.00098
30,33.38,33.88,0.00098
50,40.75,40.22,0.00098
30,37.86,37.10,0.00098
20,36.87,38.98,0.00097
20,36.26,37.14,0.00098
40,40.42,40.47,0.00098
10,26.64,27.55,0.00097
40,30.93,33.61,0.00098
20,31.95,33.88,0.00098
40,37.11,36.68,0.00098
10,31.69,35.09,0.00093
50,40.41,40.94,0.00092
10,27.69,32.17,0.00098
30,39.14,39.05,0.00098
50,38.47,39.97,0.00098
30,40.79,39.55,0.00097
40,39.48,37.97,0.00097
40,35.83,35.48,0.00097
20,31.00,33.19,0.00098
20,30.45,29.64,0.00097
30,43.28,42.77,0.00095
20,36.42,36.91,0.00097
10,29.41,30.43,0.00095
30,33.59,34.71,0.00098
10,25.51,24.84,0.00097
50,40.89,42.50,0.00098
10,30.95,34.19,0.00095
20,36.81,37.75,0.00092
50,42.39,42.07,0.00093
40,36.03,36.05,0.00098
40,35.53,35.09,0.00098
40,36.51,36.91,0.00098
30,37.66,38.91,0.00097
10,37.37,39.81,0.00095
10,28.80,31.75,0.00098
40,38.98,39.99,0.00093
50,42.69,43.46,0.00097
30,37.81,39.04,0.00098
20,38.59,41.06,0.00098
30,32.49,32.21,0.00093
20,35.67,36.25,0.00097
40,40.49,42.14,0.00098
30,35.76,37.39,0.00098
20,34.17,36.78,0.00098
50,39.05,39.94,0.00098
50,41.42,42.96,0.00098
10,33.66,36.24,0.00092
50,43.54,42.88,0.00098
30,39.77,39.37,0.00098
20,37.79,39.10,0.00097
40,39.86,39.22,0.00090
30,33.34,33.45,0.00095
10,32.82,31.76,0.00098
20,22.12,24.22,0.00097
50,41.27,40.65,0.00097
40,37.30,35.60,0.00097
50,39.88,40.28,0.00098
10,35.36,38.49,0.00097
20,28.97,32.78,0.00153
