Number of labels,Accuracy,Accuracy with class priors,Class priors error
30,31.24,30.72,0.00098
10,29.02,28.07,0.00098
20,31.55,30.81,0.00098
30,34.33,34.36,0.00098
30,39.31,39.75,0.00095
10,33.87,33.89,0.00093
40,39.42,39.45,0.00095
50,41.26,40.64,0.00098
20,34.97,34.36,0.00098
20,34.64,32.66,0.00095
50,38.92,38.55,0.00098
40,38.56,39.07,0.00098
30,36.36,36.22,0.00095
20,35.16,36.63,0.00098
10,26.59,26.21,0.00093
10,34.49,34.50,0.00098
40,39.72,39.95,0.00098
40,39.74,40.06,0.00097
20,30.62,30.72,0.00092
40,41.48,39.91,0.00098
50,41.93,41.97,0.00095
50,32.78,31.63,0.00098
20,35.45,33.82,0.00098
10,25.68,27.14,0.00093
30,37.42,38.76,0.00097
10,32.46,30.77,0.00095
40,36.17,35.85,0.00098
20,27.83,26.39,0.00098
30,38.25,39.91,0.00098
10,31.31,32.87,0.00098
50,40.09,39.20,0.00093
40,34.60,34.05,0.00093
40,39.35,38.70,0.00092
30,34.97,34.67,0.00097
30,34.83,34.97,0.00097
30,33.51,32.94,0.00097
50,40.42,39.28,0.00097
50,42.29,41.91,0.00098
30,39.47,38.38,0.00098
20,34.16,36.18,0.00098
20,36.88,38.04,0.00097
40,42.24,41.79,0.00098
50,40.76,41.00,0.00098
10,25.42,26.81,0.00098
10,23.01,26.75,0.00098
30,33.72,33.66,0.00092
20,32.80,32.31,0.00098
20,31.84,31.08,0.00092
50,41.25,39.56,0.00095
20,35.56,34.39,0.00095
10,36.29,35.95,0.00098
30,35.60,34.95,0.00097
10,24.51,23.79,0.00098
40,41.31,40.57,0.00095
20,39.22,39.30,0.00090
40,41.07,40.77,0.00093
30,33.22,33.31,0.00097
10,30.96,27.86,0.00098
40,34.43,33.92,0.00097
50,40.31,40.29,0.00098
20,30.78,29.65,0.00098
50,44.48,44.08,0.00097
40,37.71,37.40,0.00095
50,39.34,39.50,0.00098
40,34.35,34.50,0.00093
20,26.35,26.28,0.00093
50,39.01,37.45,0.00097
40,40.18,40.17,0.00090
50,41.34,41.41,0.00098
30,35.67,36.42,0.00095
10,32.64,32.51,0.00098
30,34.95,35.09,0.00098
30,35.69,34.99,0.00098
20,28.12,29.52,0.00093
20,36.42,35.63,0.00098
30,37.21,37.87,0.00098
10,26.14,29.34,0.00097
50,38.08,38.06,0.00097
10,24.78,23.25,0.00098
40,39.17,38.04,0.00097
10,25.71,26.76,0.00098
10,37.97,38.11,0.00097
40,36.42,36.20,0.00098
20,28.67,29.62,0.00093
50,38.28,38.45,0.00095
30,34.82,34.43,0.00098
20,37.55,37.95,0.00098
50,38.76,39.26,0.00097
20,39.42,39.23,0.00097
10,33.56,30.95,0.00095
50,44.31,43.44,0.00098
40,37.04,37.09,0.00095
30,39.77,39.81,0.00097
10,27.04,27.58,0.00098
30,41.48,41.05,0.00095
30,33.65,33.98,0.00098
40,39.08,38.43,0.00097
40,39.90,39.40,0.00097
40,36.97,36.79,0.00093
20,36.70,37.75,0.00095
50,38.97,39.19,0.00098
10,31.24,31.29,0.00097
50,39.97,39.23,0.00098
30,35.20,35.90,0.00098
20,27.01,26.86,0.00097
10,30.25,30.98,0.00095
20,37.57,35.51,0.00095
30,35.27,37.82,0.00098
40,38.89,39.20,0.00097
50,39.05,38.35,0.00098
30,44.08,43.33,0.00095
20,35.76,34.81,0.00098
10,26.25,26.95,0.00098
50,37.81,39.01,0.00092
40,39.53,39.84,0.00098
10,26.16,28.54,0.00098
50,40.17,40.37,0.00098
40,37.87,37.65,0.00098
10,29.43,28.38,0.00098
10,36.27,35.60,0.00097
20,35.90,35.25,0.00090
30,38.46,39.15,0.00090
50,39.93,40.40,0.00098
20,36.08,35.99,0.00097
40,40.62,39.72,0.00095
30,35.53,36.44,0.00087
40,40.37,40.92,0.00098
40,39.34,39.01,0.00097
20,37.29,38.07,0.00097
30,40.75,40.36,0.00095
10,27.93,27.46,0.00095
20,31.26,29.47,0.00095
50,36.84,35.92,0.00092
20,34.18,34.34,0.00093
30,33.93,35.47,0.00093
10,32.68,33.33,0.00097
50,40.26,39.79,0.00098
20,27.68,27.47,0.00098
10,27.35,26.44,0.00098
10,32.53,34.39,0.00097
40,36.79,35.88,0.00095
50,41.43,40.01,0.00097
30,39.04,38.15,0.00095
30,42.93,43.61,0.00095
50,35.19,35.04,0.00095
20,27.45,28.84,0.00098
40,38.70,38.52,0.00097
40,39.18,38.34,0.00098
10,33.23,33.96,0.00095
50,41.27,40.69,0.00098
50,35.75,35.26,0.00098
30,36.49,35.64,0.00098
40,42.22,42.19,0.00095
20,42.35,41.24,0.00097
10,28.83,28.26,0.00095
30,43.10,42.67,0.00095
40,40.00,40.09,0.00093
20,28.50,28.36,0.00097
40,37.10,35.54,0.00098
50,37.61,36.87,0.00098
30,33.19,32.36,0.00098
30,40.63,41.62,0.00098
20,32.05,32.87,0.00098
50,36.51,35.31,0.00097
10,34.93,36.14,0.00097
20,37.10,36.15,0.00097
10,29.07,29.18,0.00098
10,39.96,39.47,0.00098
40,38.13,38.89,0.00090
20,36.08,36.17,0.00098
50,38.80,38.30,0.00080
30,34.97,35.77,0.00098
20,31.07,31.86,0.00097
40,40.73,40.09,0.00097
10,30.02,30.44,0.00098
50,38.17,38.58,0.00098
30,38.05,39.14,0.00098
20,34.42,34.19,0.00097
30,40.90,41.67,0.00097
40,41.80,42.63,0.00095
30,35.07,36.12,0.00097
50,41.34,41.30,0.00093
10,28.97,30.40,0.00098
40,36.24,35.11,0.00098
30,33.51,32.92,0.00095
40,36.33,36.87,0.00095
50,39.00,38.57,0.00098
10,26.90,26.12,0.00097
10,37.29,36.22,0.00092
40,33.82,33.53,0.00088
10,36.12,35.23,0.00097
20,38.21,38.00,0.00098
50,40.78,40.20,0.00097
20,34.69,34.54,0.00098
20,37.62,37.25,0.00098
30,35.11,35.41,0.00097
50,36.97,35.25,0.00093
30,36.53,39.37,0.00098
20,39.01,38.92,0.00098
50,39.84,39.35,0.00098
30,28.78,28.39,0.00093
40,40.32,39.92,0.00095
40,39.72,38.76,0.00095
20,33.07,33.84,0.00095
10,36.39,37.82,0.00093
50,39.78,39.88,0.00097
30,31.52,31.57,0.00098
40,40.83,40.25,0.00098
20,40.90,41.21,0.00098
10,30.99,32.55,0.00095
10,35.72,37.90,0.00098
50,39.23,38.92,0.00095
50,40.50,40.29,0.00098
10,30.79,31.38,0.00098
40,43.71,43.55,0.00093
30,34.82,35.02,0.00097
30,36.52,36.57,0.00098
10,30.51,32.86,0.00097
20,40.40,40.55,0.00097
30,36.84,36.80,0.00097
50,37.41,37.24,0.00097
10,32.48,31.34,0.00095
40,38.51,38.21,0.00098
20,37.75,37.18,0.00097
10,24.85,26.50,0.00092
50,40.29,40.29,0.00093
50,40.41,41.24,0.00097
30,38.19,37.73,0.00093
40,39.28,39.29,0.00098
30,36.09,36.75,0.00098
40,42.39,44.02,0.00097
50,36.39,35.62,0.00097
20,34.15,35.35,0.00097
40,41.65,41.22,0.00098
20,38.74,38.32,0.00097
10,27.72,28.97,0.00097
20,39.75,39.05,0.00097
50,38.58,37.81,0.00097
30,36.03,36.01,0.00098
20,33.07,30.79,0.00097
50,40.12,40.11,0.00093
30,37.21,36.07,0.00097
40,38.81,38.76,0.00098
20,28.99,27.30,0.00097
10,32.66,33.31,0.00090
50,38.81,37.95,0.00090
30,33.43,34.08,0.00098
30,36.91,36.13,0.00097
10,30.88,31.07,0.00095
50,35.57,35.72,0.00093
40,34.98,36.40,0.00098
10,33.07,37.01,0.00093
10,30.68,30.35,0.00097
10,28.09,30.33,0.00097
30,39.48,38.01,0.00097
20,36.81,37.97,0.00098
20,31.75,31.43,0.00092
40,33.08,32.55,0.00098
50,39.06,38.84,0.00097
40,41.38,41.02,0.00098
40,39.66,40.26,0.00093
30,38.11,38.42,0.00093
10,23.63,25.40,0.00098
30,38.19,37.96,0.00098
50,36.76,38.21,0.00098
10,33.81,33.60,0.00092
20,31.80,31.93,0.00095
40,41.22,39.85,0.00095
50,40.41,39.85,0.00097
20,32.37,33.63,0.00093
40,33.11,32.96,0.00098
40,36.60,36.55,0.00098
50,39.04,38.93,0.00095
10,25.95,25.56,0.00098
10,25.83,27.03,0.00097
40,35.61,35.59,0.00098
50,38.21,37.20,0.00098
30,37.22,39.26,0.00098
20,36.51,36.74,0.00093
40,37.38,37.93,0.00095
50,42.29,42.39,0.00095
30,38.36,39.01,0.00098
30,39.85,39.90,0.00098
20,40.48,39.85,0.00098
20,32.82,32.32,0.00097
10,31.73,33.39,0.00098
30,35.67,35.16,0.00098
40,42.37,41.26,0.00095
50,37.15,37.82,0.00098
20,37.59,37.36,0.00098
30,36.79,35.23,0.00098
50,38.30,38.99,0.00097
10,26.76,29.96,0.00097
40,34.61,35.11,0.00098
50,36.74,36.08,0.00098
20,37.57,38.06,0.00097
30,33.51,34.67,0.00093
10,30.58,28.29,0.00098
20,36.04,35.59,0.00097
10,25.55,28.98,0.00098
40,39.02,40.20,0.00093
40,39.25,39.07,0.00092
30,36.94,36.44,0.00097
30,32.94,31.83,0.00095
40,38.83,37.95,0.00092
20,39.80,39.74,0.00097
50,40.42,39.29,0.00098
50,40.41,39.88,0.00097
10,37.97,37.38,0.00097
20,28.27,29.42,0.00097
10,38.13,39.13,0.00097
40,34.99,33.80,0.00097
10,28.93,29.72,0.00090
50,40.47,39.28,0.00095
40,33.33,34.16,0.00095
30,38.87,38.67,0.00098
10,36.01,35.42,0.00098
40,37.66,37.36,0.00098
30,36.50,37.05,0.00097
50,39.31,39.12,0.00098
10,25.65,27.58,0.00097
20,35.03,34.90,0.00097
20,37.26,37.43,0.00098
30,39.57,39.69,0.00098
50,37.01,37.10,0.00098
30,36.11,35.43,0.00093
50,37.09,36.99,0.00098
40,37.33,38.17,0.00095
20,36.02,35.31,0.00093
20,37.55,39.60,0.00098
10,30.62,31.21,0.00097
20,34.99,37.02,0.00097
30,38.57,37.50,0.00092
40,43.62,42.19,0.00098
10,37.26,37.94,0.00098
50,44.14,43.53,0.00097
30,27.65,28.92,0.00098
10,30.58,30.84,0.00097
40,38.88,37.94,0.00098
30,32.16,32.92,0.00097
50,36.42,37.11,0.00093
50,39.86,40.27,0.00095
20,36.54,38.16,0.00097
20,31.57,30.27,0.00097
30,36.11,35.77,0.00098
40,32.11,33.16,0.00098
50,40.64,40.19,0.00098
10,30.92,32.24,0.00095
20,32.48,32.79,0.00095
40,40.35,39.97,0.00097
40,38.52,36.92,0.00097
20,36.06,36.43,0.00098
50,39.85,39.45,0.00097
10,30.29,31.73,0.00095
40,35.89,35.64,0.00098
30,38.65,37.93,0.00093
50,38.35,38.46,0.00095
30,41.61,41.04,0.00085
30,34.73,34.55,0.00097
10,26.33,26.52,0.00098
30,39.33,38.39,0.00098
10,29.15,29.62,0.00093
50,41.44,40.38,0.00097
10,33.61,35.03,0.00098
20,30.63,29.62,0.00098
40,34.39,34.10,0.00090
20,36.36,35.93,0.00098
50,40.68,40.69,0.00098
20,32.09,33.33,0.00095
10,26.74,25.14,0.00098
40,35.79,36.32,0.00092
10,31.12,33.53,0.00098
40,35.97,34.77,0.00095
30,38.06,38.46,0.00095
40,36.16,36.61,0.00098
30,37.95,37.74,0.00098
30,36.26,37.02,0.00097
50,39.22,40.51,0.00097
50,42.25,42.00,0.00093
20,38.95,40.41,0.00098
10,38.20,39.02,0.00097
20,36.04,36.88,0.00095
20,37.17,37.74,0.00095
40,38.55,38.74,0.00098
30,32.73,31.97,0.00098
10,28.43,31.02,0.00098
10,33.09,34.72,0.00098
50,42.80,41.47,0.00097
40,40.27,40.73,0.00097
40,39.54,38.83,0.00098
50,42.07,42.33,0.00098
20,34.80,35.55,0.00095
50,40.41,39.60,0.00090
50,38.71,38.54,0.00095
20,34.15,35.09,0.00093
40,36.55,34.75,0.00098
30,32.08,32.63,0.00097
20,23.24,24.42,0.00092
30,38.34,37.60,0.00095
10,32.39,31.94,0.00098
10,35.68,37.04,0.00098
50,36.01,36.49,0.00210
20,28.23,31.67,0.00548
