Number of labels,Accuracy,Accuracy with class priors,Class priors error
20,47.59,50.69,0.00099
10,30.47,45.48,0.00096
50,52.98,60.50,0.00096
30,48.59,59.30,0.00099
30,50.57,56.25,0.00099
20,41.66,57.21,0.00099
30,56.72,60.86,0.00099
20,45.54,54.49,0.00099
40,56.27,62.86,0.00099
40,54.19,59.08,0.00099
50,52.86,61.78,0.00099
10,47.22,62.78,0.00099
30,48.25,58.34,0.00099
10,44.59,49.85,0.00097
50,53.37,58.02,0.00099
20,41.31,50.00,0.00099
40,51.83,59.43,0.00097
40,57.05,63.58,0.00099
10,43.80,55.28,0.00099
10,45.81,54.51,0.00099
50,59.32,61.34,0.00099
20,49.03,57.70,0.00097
40,50.53,59.69,0.00099
30,53.09,56.98,0.00099
20,52.34,57.44,0.00099
10,46.03,49.14,0.00091
50,49.93,56.72,0.00099
10,41.89,47.31,0.00097
30,55.03,62.20,0.00097
30,49.07,56.05,0.00099
40,52.68,55.33,0.00099
50,56.79,61.84,0.00099
40,48.86,63.15,0.00099
10,38.43,53.42,0.00097
50,56.75,61.28,0.00096
30,48.81,56.65,0.00099
20,50.17,57.95,0.00099
10,44.79,49.91,0.00094
40,55.49,64.38,0.00097
20,42.47,43.93,0.00099
50,51.36,60.05,0.00099
30,53.93,61.49,0.00099
10,44.23,50.03,0.00094
40,55.07,57.43,0.00099
10,41.03,42.39,0.00096
40,49.49,55.71,0.00099
50,58.09,63.01,0.00097
30,49.69,57.39,0.00099
20,45.59,50.27,0.00099
50,57.03,63.24,0.00099
20,51.32,58.73,0.00099
20,50.69,58.49,0.00099
10,48.07,55.50,0.00099
50,58.50,62.63,0.00097
20,56.95,60.83,0.00099
50,62.00,63.69,0.00097
20,38.02,53.76,0.00099
30,48.07,53.64,0.00091
30,55.09,59.72,0.00099
30,49.44,53.15,0.00099
50,52.83,57.88,0.00099
40,48.82,60.27,0.00099
20,43.29,49.43,0.00099
10,40.62,53.92,0.00099
40,53.50,61.35,0.00099
10,45.82,46.99,0.00099
50,55.65,59.60,0.00096
40,53.17,58.21,0.00099
20,44.89,57.62,0.00099
30,46.33,52.39,0.00099
40,51.68,55.98,0.00097
30,48.25,60.06,0.00097
30,47.25,49.46,0.00096
30,53.19,57.36,0.00099
40,58.66,64.10,0.00099
10,26.59,43.43,0.00097
10,38.76,53.07,0.00094
20,54.19,59.96,0.00099
20,52.55,55.71,0.00097
50,55.97,63.00,0.00099
10,40.17,54.40,0.00099
10,39.24,50.46,0.00099
40,51.57,55.66,0.00099
20,38.59,44.43,0.00099
10,46.34,57.81,0.00099
50,54.47,61.09,0.00099
40,55.78,58.72,0.00099
50,57.33,63.78,0.00099
40,45.94,51.84,0.00099
20,45.94,53.30,0.00099
30,47.93,57.25,0.00099
50,51.34,59.05,0.00099
20,48.41,60.69,0.00099
30,55.80,62.98,0.00099
30,43.71,52.79,0.00097
40,57.30,62.53,0.00097
50,48.87,54.43,0.00099
10,40.56,52.77,0.00099
40,55.93,62.76,0.00097
20,46.91,52.16,0.00099
10,42.69,54.75,0.00096
30,49.52,56.09,0.00099
10,34.32,43.06,0.00099
10,42.09,51.45,0.00096
30,47.92,58.73,0.00097
50,50.34,57.90,0.00099
50,51.85,57.91,0.00099
40,53.71,63.09,0.00097
50,57.95,64.50,0.00099
40,53.84,60.53,0.00096
50,43.58,46.63,0.00099
20,49.86,52.53,0.00099
20,43.63,54.82,0.00097
30,51.62,60.86,0.00099
20,44.59,52.43,0.00099
50,54.22,60.29,0.00097
30,53.36,59.47,0.00099
30,50.67,55.02,0.00099
10,39.34,48.53,0.00099
10,35.61,45.26,0.00099
40,47.81,56.13,0.00099
40,44.65,58.85,0.00099
30,51.93,53.90,0.00099
40,48.83,60.44,0.00099
50,51.05,57.64,0.00099
20,45.23,46.40,0.00099
50,51.80,56.19,0.00099
10,31.67,42.00,0.00099
20,42.20,52.17,0.00099
40,50.66,57.42,0.00099
20,42.66,53.46,0.00099
10,29.62,49.80,0.00097
30,43.69,54.55,0.00099
20,51.79,60.35,0.00097
10,47.49,45.52,0.00099
40,52.36,57.39,0.00097
20,53.79,55.92,0.00099
10,35.52,50.56,0.00099
10,41.49,52.76,0.00096
30,46.68,54.97,0.00099
40,50.23,55.05,0.00099
20,49.15,58.25,0.00099
40,51.84,55.72,0.00097
50,55.81,61.86,0.00099
30,47.19,59.86,0.00099
30,52.05,60.70,0.00099
10,49.14,54.38,0.00094
50,56.66,61.76,0.00097
10,28.97,49.49,0.00096
50,54.18,57.57,0.00099
20,54.22,60.77,0.00096
50,57.18,60.17,0.00099
40,51.23,58.74,0.00099
30,57.25,62.04,0.00099
10,45.33,56.12,0.00099
30,55.79,58.39,0.00099
30,48.91,55.46,0.00099
40,56.53,62.59,0.00099
40,51.14,56.03,0.00099
20,54.35,56.40,0.00099
20,43.20,51.34,0.00097
20,43.63,52.51,0.00099
20,45.32,53.43,0.00099
50,56.42,57.71,0.00099
50,51.75,58.93,0.00099
50,57.17,63.19,0.00099
10,37.77,52.33,0.00099
40,49.25,56.51,0.00099
20,44.33,49.34,0.00093
30,52.38,56.36,0.00097
10,42.19,53.57,0.00094
50,51.22,57.94,0.00096
40,49.26,57.10,0.00099
50,56.16,63.23,0.00097
10,39.52,53.77,0.00096
30,55.16,65.24,0.00097
40,49.93,57.86,0.00096
10,41.27,49.15,0.00099
50,52.23,61.30,0.00099
40,52.90,56.80,0.00097
10,38.17,54.40,0.00099
20,45.96,55.53,0.00099
20,50.32,57.74,0.00099
30,44.58,58.01,0.00099
40,51.89,56.65,0.00099
50,52.57,59.21,0.00099
50,52.70,62.42,0.00099
