Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,50.78,54.35,0.00093
40,63.49,64.06,0.00099
20,57.35,57.00,0.00096
40,72.04,72.10,0.00094
10,59.27,58.20,0.00099
50,62.68,63.49,0.00097
40,65.98,68.17,0.00099
20,56.31,58.86,0.00097
10,61.41,64.23,0.00097
50,65.73,66.83,0.00093
20,52.84,56.02,0.00099
30,64.37,65.74,0.00099
10,55.57,55.92,0.00099
30,62.86,63.94,0.00099
30,60.20,61.84,0.00099
30,62.22,63.18,0.00099
50,67.55,68.02,0.00099
50,66.10,66.02,0.00099
40,64.53,63.52,0.00099
20,56.81,59.53,0.00096
20,54.14,56.40,0.00099
10,56.65,59.65,0.00096
10,57.20,56.02,0.00099
40,64.93,67.59,0.00099
30,65.47,67.08,0.00097
30,65.95,67.87,0.00099
20,55.08,59.03,0.00094
50,65.19,67.29,0.00097
40,67.23,66.48,0.00099
40,63.02,65.50,0.00097
10,53.17,56.11,0.00099
50,64.82,64.82,0.00097
10,46.88,49.86,0.00097
20,58.12,60.07,0.00099
50,64.53,65.64,0.00094
30,60.96,63.32,0.00099
50,64.19,65.05,0.00097
30,57.80,58.95,0.00099
40,66.81,67.61,0.00099
10,56.31,56.02,0.00097
20,61.74,62.58,0.00099
20,47.95,50.90,0.00099
30,62.99,63.44,0.00099
50,63.71,64.05,0.00099
40,63.90,67.46,0.00099
30,67.27,66.16,0.00099
50,65.76,65.93,0.00099
40,60.53,61.69,0.00099
10,54.47,57.24,0.00099
10,58.09,60.88,0.00099
20,53.69,59.61,0.00099
40,68.70,67.74,0.00099
10,45.06,46.43,0.00099
30,59.83,61.87,0.00099
20,60.86,63.12,0.00099
20,55.02,55.81,0.00097
40,64.17,65.91,0.00097
10,51.79,54.51,0.00097
50,67.29,68.95,0.00099
30,62.81,65.08,0.00097
50,65.43,65.53,0.00099
30,63.26,62.97,0.00099
10,53.09,58.92,0.00099
20,65.41,66.86,0.00099
50,64.99,65.92,0.00097
20,60.40,61.13,0.00099
40,63.22,63.38,0.00099
30,57.03,58.04,0.00099
10,48.45,54.90,0.00099
50,64.20,63.92,0.00099
20,58.76,59.82,0.00099
40,61.45,61.92,0.00099
10,49.04,52.65,0.00099
40,68.86,69.52,0.00099
50,68.76,69.42,0.00099
20,64.93,65.67,0.00097
30,63.06,63.16,0.00099
30,58.63,58.98,0.00099
10,52.65,51.55,0.00099
30,59.67,60.21,0.00097
20,56.30,57.98,0.00097
40,63.57,63.67,0.00099
50,64.26,65.62,0.00099
10,55.72,58.25,0.00097
50,67.49,67.70,0.00099
10,58.52,64.30,0.00099
20,57.12,60.90,0.00099
20,60.94,60.75,0.00099
40,60.60,59.84,0.00096
30,69.81,70.94,0.00099
40,60.99,63.95,0.00099
50,64.40,64.11,0.00099
50,68.10,69.31,0.00097
30,65.32,66.41,0.00097
40,65.57,66.99,0.00099
20,58.88,60.82,0.00099
10,54.84,57.27,0.00097
40,66.09,67.29,0.00099
30,62.36,64.23,0.00099
50,57.26,57.02,0.00099
30,57.57,59.31,0.00097
50,70.20,70.42,0.00097
40,65.30,66.19,0.00099
10,44.41,47.47,0.00094
20,54.43,59.75,0.00097
10,56.17,58.88,0.00099
20,53.69,55.61,0.00099
40,69.32,70.04,0.00097
30,61.22,61.18,0.00099
10,57.05,59.39,0.00099
30,60.26,61.32,0.00099
40,66.50,67.34,0.00097
10,51.42,56.80,0.00097
30,64.69,64.57,0.00099
30,62.94,64.24,0.00099
20,60.37,63.41,0.00099
50,68.25,69.90,0.00099
40,60.28,62.10,0.00099
10,51.83,54.45,0.00097
50,64.51,65.75,0.00099
40,61.80,62.50,0.00099
50,64.70,66.02,0.00099
20,62.25,64.44,0.00097
10,55.26,54.73,0.00097
50,68.80,69.52,0.00099
20,54.51,55.57,0.00099
30,60.74,61.27,0.00099
20,55.93,56.90,0.00099
10,43.66,49.23,0.00099
30,63.45,65.02,0.00099
40,68.07,68.54,0.00099
50,65.91,67.15,0.00099
20,54.69,57.91,0.00097
10,50.84,54.31,0.00099
10,53.26,57.44,0.00099
40,63.66,65.57,0.00099
50,67.40,67.27,0.00099
50,62.01,63.80,0.00099
40,62.35,62.17,0.00099
40,61.44,62.40,0.00099
20,56.97,58.07,0.00099
20,61.33,61.77,0.00099
10,49.64,49.16,0.00099
30,58.07,60.07,0.00097
20,63.24,65.10,0.00099
30,63.38,64.90,0.00097
10,47.88,55.57,0.00096
30,58.39,61.57,0.00099
20,63.54,62.49,0.00099
50,68.78,69.74,0.00099
30,65.28,65.56,0.00096
40,65.14,65.53,0.00099
10,51.27,54.70,0.00096
50,62.21,63.50,0.00097
30,65.73,65.57,0.00099
50,67.47,68.10,0.00096
40,67.40,68.40,0.00099
10,52.78,55.11,0.00097
40,63.14,65.21,0.00099
20,62.34,63.29,0.00099
30,56.74,58.11,0.00099
40,61.56,62.34,0.00099
50,66.43,68.39,0.00099
20,59.03,59.67,0.00097
20,57.52,55.13,0.00099
40,65.88,66.63,0.00099
50,66.95,68.75,0.00099
10,53.17,60.83,0.00099
10,58.33,62.98,0.00099
30,59.69,61.70,0.00099
40,63.80,64.04,0.00099
30,67.86,68.38,0.00097
30,58.71,60.90,0.00099
50,67.32,66.84,0.00097
50,68.14,70.13,0.00099
20,59.90,62.55,0.00099
40,59.11,59.79,0.00097
20,56.69,60.79,0.00099
10,54.24,54.10,0.00099
10,50.56,53.75,0.00099
30,65.27,65.53,0.00099
50,60.34,63.27,0.00099
20,63.42,63.16,0.00097
10,55.31,59.51,0.00097
30,64.37,65.03,0.00099
20,62.55,62.78,0.00099
40,68.33,69.16,0.00099
50,66.51,68.21,0.00099
40,67.41,67.98,0.00097
10,52.55,52.09,0.00096
50,67.55,68.22,0.00099
20,62.55,65.50,0.00099
20,62.88,64.77,0.00099
40,68.20,68.48,0.00099
50,66.64,67.42,0.00099
10,57.08,57.61,0.00099
10,51.27,55.83,0.00096
30,63.14,68.10,0.00099
30,62.47,63.66,0.00097
40,63.58,65.21,0.00099
50,66.70,67.37,0.00099
20,56.86,58.96,0.00097
20,59.45,60.99,0.00097
10,61.42,61.69,0.00099
30,64.64,67.24,0.00099
50,64.92,67.34,0.00099
10,61.57,61.04,0.00099
40,60.17,61.55,0.00099
20,59.37,61.25,0.00099
40,61.65,63.79,0.00099
10,51.97,59.10,0.00097
50,65.63,66.62,0.00099
20,61.84,65.38,0.00097
30,59.11,64.21,0.00099
30,61.10,62.94,0.00099
40,64.56,66.41,0.00097
30,64.96,65.89,0.00097
40,61.82,66.28,0.00099
10,64.31,65.07,0.00097
20,59.82,60.32,0.00097
20,63.67,64.46,0.00099
50,62.60,64.82,0.00097
50,61.52,63.15,0.00099
30,62.63,63.13,0.00099
10,62.38,61.82,0.00097
10,56.66,58.68,0.00099
40,62.95,62.91,0.00099
50,67.51,67.43,0.00096
30,66.02,68.62,0.00096
40,67.54,67.66,0.00099
20,60.76,61.93,0.00099
20,60.81,63.22,0.00097
50,65.60,64.88,0.00099
30,61.66,63.23,0.00099
10,48.94,58.95,0.00094
30,58.83,61.21,0.00099
40,65.07,68.76,0.00099
20,51.85,52.20,0.00099
50,69.79,69.42,0.00097
10,48.53,51.25,0.00096
20,52.61,53.56,0.00099
50,67.61,67.76,0.00099
40,61.79,64.16,0.00099
10,47.13,47.64,0.00099
30,61.11,64.35,0.00099
50,68.68,70.11,0.00096
20,59.52,58.78,0.00099
40,65.55,67.19,0.00099
10,53.06,55.38,0.00099
40,66.66,67.05,0.00099
40,68.02,68.96,0.00099
50,64.41,66.04,0.00097
10,46.25,46.29,0.00099
30,66.91,68.23,0.00097
30,57.80,59.21,0.00097
10,50.76,56.17,0.00097
50,62.43,62.53,0.00099
20,61.32,61.42,0.00099
40,60.36,60.94,0.00099
30,67.61,69.31,0.00099
40,65.49,66.16,0.00099
30,65.62,67.19,0.00099
40,62.93,64.99,0.00099
10,56.29,57.46,0.00099
10,57.02,57.50,0.00097
10,55.34,52.90,0.00099
50,66.38,67.53,0.00099
20,62.31,62.85,0.00099
30,62.87,65.36,0.00099
50,70.02,70.40,0.00099
20,51.37,57.19,0.00099
40,68.27,68.66,0.00099
30,60.24,61.60,0.00099
20,55.43,57.65,0.00096
10,56.68,56.81,0.00096
20,66.99,66.75,0.00097
50,69.94,70.70,0.00099
40,59.91,61.09,0.00096
50,62.14,63.65,0.00099
50,64.89,64.62,0.00099
30,64.73,64.05,0.00097
20,56.60,60.45,0.00099
10,45.08,43.17,0.00099
20,61.25,62.13,0.00099
50,66.65,67.01,0.00099
30,63.72,66.04,0.00099
40,65.01,64.56,0.00099
50,62.19,62.23,0.00099
10,55.27,58.62,0.00099
30,65.95,68.10,0.00096
30,62.64,60.99,0.00097
20,64.90,62.62,0.00096
40,68.66,69.48,0.00099
10,48.09,52.80,0.00099
40,66.94,66.42,0.00097
20,59.19,60.71,0.00097
30,65.77,65.82,0.00099
20,54.94,56.98,0.00099
10,51.99,55.86,0.00091
50,69.04,70.52,0.00097
50,62.78,64.42,0.00099
50,70.02,69.93,0.00099
40,67.12,66.68,0.00099
40,64.09,64.01,0.00099
50,65.95,66.25,0.00099
10,62.31,65.39,0.00097
20,57.35,58.37,0.00097
10,52.40,56.07,0.00099
30,62.45,64.52,0.00099
40,61.97,62.61,0.00099
50,63.47,65.94,0.00097
10,53.31,55.98,0.00099
20,59.38,60.79,0.00099
50,61.08,60.35,0.00099
30,63.26,64.58,0.00099
40,62.89,63.91,0.00099
30,59.60,58.31,0.00099
40,65.19,65.06,0.00099
10,64.35,67.12,0.00099
30,69.49,69.84,0.00099
20,53.28,54.00,0.00099
10,53.01,55.30,0.00097
30,64.50,64.97,0.00099
30,66.65,65.78,0.00099
20,52.54,51.84,0.00099
40,69.43,69.32,0.00097
40,65.39,67.67,0.00099
10,54.90,54.38,0.00099
50,69.02,69.36,0.00099
20,62.37,62.97,0.00099
50,66.50,67.89,0.00097
30,65.98,65.72,0.00099
40,67.06,66.91,0.00099
10,56.22,62.09,0.00097
20,61.24,64.68,0.00099
30,65.20,68.04,0.00096
10,52.93,59.42,0.00097
50,65.92,67.43,0.00099
10,41.70,50.46,0.00099
40,68.52,69.80,0.00099
20,57.90,60.04,0.00099
50,66.92,68.04,0.00099
20,62.51,64.58,0.00099
30,65.21,65.96,0.00099
20,61.46,61.95,0.00099
30,59.37,60.33,0.00099
10,57.73,62.27,0.00097
50,61.91,63.00,0.00097
40,67.97,68.30,0.00099
50,68.54,69.40,0.00099
40,63.41,65.45,0.00099
20,58.44,58.07,0.00099
40,64.21,63.85,0.00099
10,52.03,57.80,0.00099
30,61.28,63.89,0.00094
30,67.01,67.48,0.00097
50,70.21,70.81,0.00099
40,68.22,67.09,0.00099
30,63.65,64.80,0.00099
20,63.74,65.73,0.00097
40,63.03,63.48,0.00099
10,49.88,53.04,0.00097
10,51.69,57.71,0.00099
50,66.54,66.82,0.00099
20,46.25,48.83,0.00099
20,61.78,62.60,0.00099
30,61.59,61.79,0.00097
30,63.96,65.50,0.00099
50,71.12,71.08,0.00099
50,64.86,65.29,0.00099
40,64.67,64.41,0.00099
40,64.93,63.84,0.00096
10,44.42,47.53,0.00094
20,59.10,60.51,0.00099
10,54.27,58.45,0.00099
50,65.49,66.69,0.00096
40,64.58,65.18,0.00097
30,58.08,60.97,0.00099
20,65.62,67.17,0.00099
50,71.00,71.05,0.00099
40,66.95,66.60,0.00099
20,57.22,58.74,0.00097
30,64.89,67.65,0.00097
50,69.85,70.85,0.00097
10,48.28,46.09,0.00099
10,51.07,55.68,0.00099
20,56.45,62.59,0.00097
10,42.77,44.12,0.00097
10,45.53,47.01,0.00099
40,65.06,65.65,0.00099
30,61.58,62.62,0.00099
30,68.31,66.92,0.00099
20,58.77,61.25,0.00099
20,55.69,56.52,0.00099
40,64.43,65.51,0.00099
30,65.39,64.81,0.00097
20,61.79,65.14,0.00097
50,70.44,70.75,0.00099
40,62.08,61.18,0.00099
50,64.54,65.94,0.00099
10,53.24,54.45,0.00099
30,63.34,65.15,0.00099
40,67.32,66.61,0.00099
50,68.01,68.59,0.00097
50,70.23,71.31,0.00094
10,49.89,51.54,0.00099
10,54.13,53.87,0.00097
40,66.49,66.79,0.00099
30,62.62,64.11,0.00097
30,68.10,68.39,0.00099
10,52.55,50.01,0.00099
20,57.90,59.95,0.00099
50,62.43,63.99,0.00099
40,61.26,62.57,0.00099
20,61.09,62.25,0.00099
20,62.12,63.76,0.00097
40,59.30,63.55,0.00099
50,67.60,68.05,0.00099
50,68.10,68.05,0.00099
50,74.10,73.37,0.00099
20,66.31,68.92,0.00099
40,60.63,60.43,0.00099
10,54.00,55.35,0.00096
30,56.64,59.05,0.00099
30,66.05,66.63,0.00099
30,67.47,67.69,0.00099
10,52.53,51.88,0.00099
20,55.75,56.53,0.00099
50,67.05,66.28,0.00097
30,64.23,63.38,0.00099
20,61.49,61.45,0.00096
10,45.60,45.89,0.00097
10,51.83,57.90,0.00099
40,63.99,64.15,0.00099
50,65.72,66.23,0.00099
10,53.57,56.51,0.00099
40,64.66,64.34,0.00099
50,72.50,72.40,0.00097
20,61.46,61.20,0.00097
40,65.39,66.75,0.00099
10,56.92,56.90,0.00099
50,64.16,64.65,0.00099
30,63.30,63.74,0.00097
20,60.98,61.05,0.00099
40,60.65,63.45,0.00096
40,71.41,71.11,0.00099
30,67.13,69.85,0.00099
20,67.51,68.63,0.00099
30,56.32,58.81,0.00099
10,50.50,53.94,0.00099
20,53.92,56.37,0.00097
20,57.43,56.92,0.00099
40,60.25,60.33,0.00099
50,70.36,70.68,0.00097
40,66.37,65.50,0.00099
30,60.33,63.98,0.00099
10,48.82,51.94,0.00099
10,54.72,54.37,0.00099
50,67.33,67.54,0.00099
10,50.88,58.26,0.00099
20,59.89,62.06,0.00099
50,61.55,61.65,0.00099
30,63.21,65.47,0.00097
50,67.75,68.77,0.00099
40,62.39,62.49,0.00099
30,63.15,63.90,0.00099
30,62.00,63.51,0.00097
20,62.72,67.05,0.00099
50,62.20,62.70,0.00097
10,58.05,63.08,0.00099
30,63.97,65.62,0.00097
40,64.74,66.30,0.00097
50,66.52,66.52,0.00099
40,66.24,67.07,0.00099
20,57.41,60.56,0.00099
30,60.94,63.14,0.00094
20,61.33,61.78,0.00099
50,66.91,67.47,0.00097
10,52.20,56.75,0.00096
20,57.86,58.13,0.00099
10,56.75,59.15,0.00097
40,64.16,66.52,0.00099
10,47.10,47.49,0.00097
20,61.89,61.48,0.00099
40,66.95,67.97,0.00099
30,60.07,61.60,0.00099
50,67.30,68.63,0.00099
50,67.02,67.36,0.00099
10,55.51,58.30,0.00097
30,61.90,63.56,0.00099
40,61.27,63.29,0.00097
10,53.59,54.76,0.00099
30,62.36,63.70,0.00097
50,70.39,69.63,0.00097
20,63.24,65.10,0.00097
20,54.81,54.49,0.00099
40,66.55,67.13,0.00099
40,67.81,68.85,0.00099
30,61.60,63.09,0.00099
50,66.87,68.62,0.00099
