Number of labels,Accuracy,Accuracy with class priors,Class priors error
50,32.15,47.24,0.00097
30,33.10,49.10,0.00098
30,32.51,52.41,0.00098
10,12.66,39.37,0.00098
20,39.92,51.50,0.00098
50,42.05,55.80,0.00098
40,37.02,55.48,0.00098
10,26.74,39.63,0.00085
20,31.62,49.40,0.00098
20,36.63,51.45,0.00098
30,43.15,53.30,0.00098
50,36.89,47.28,0.00098
10,18.43,45.45,0.00098
40,37.34,46.15,0.00097
40,35.72,49.83,0.00095
30,33.14,48.43,0.00097
40,32.20,52.53,0.00098
10,12.80,41.75,0.00097
50,31.58,49.35,0.00098
20,30.76,51.78,0.00098
10,23.51,45.16,0.00098
20,33.85,49.61,0.00095
20,27.25,43.30,0.00098
30,43.92,52.82,0.00097
40,29.30,50.82,0.00098
40,47.23,54.93,0.00092
10,18.95,44.55,0.00098
10,21.53,31.37,0.00098
50,38.28,49.00,0.00095
30,35.86,48.95,0.00093
40,34.33,49.61,0.00098
50,35.69,48.80,0.00098
30,35.75,47.51,0.00098
10,22.96,33.81,0.00098
20,34.19,51.98,0.00097
50,40.59,46.66,0.00093
20,31.24,46.67,0.00095
30,29.72,49.66,0.00095
50,37.62,53.37,0.00097
40,46.70,54.08,0.00098
10,35.23,33.65,0.00098
20,30.73,37.03,0.00098
30,32.13,49.19,0.00098
10,27.08,26.13,0.00097
20,36.41,46.25,0.00097
30,30.75,47.75,0.00095
50,46.40,56.57,0.00097
10,36.14,47.78,0.00095
40,44.13,55.70,0.00098
40,30.46,54.47,0.00097
30,45.93,52.32,0.00098
50,34.60,45.64,0.00097
20,30.99,48.57,0.00098
40,25.18,42.87,0.00097
40,40.29,51.20,0.00095
20,26.88,45.47,0.00092
50,40.00,52.25,0.00098
10,19.13,37.58,0.00092
50,29.43,48.05,0.00095
30,26.01,49.46,0.00097
20,32.90,51.52,0.00093
30,30.23,49.07,0.00098
10,19.37,43.88,0.00097
30,38.40,51.66,0.00098
50,30.37,47.01,0.00097
10,28.13,38.16,0.00095
40,36.75,46.60,0.00095
20,16.68,44.15,0.00090
20,32.90,43.71,0.00098
50,30.39,54.03,0.00097
10,31.93,50.50,0.00098
40,39.99,54.89,0.00098
10,38.68,43.00,0.00098
50,40.81,51.19,0.00098
40,37.38,48.87,0.00093
30,36.35,49.10,0.00098
40,34.40,49.67,0.00097
20,24.67,51.61,0.00093
50,40.94,50.83,0.00095
30,22.55,45.29,0.00097
20,36.37,51.44,0.00098
30,34.24,47.75,0.00098
20,41.13,50.81,0.00097
50,47.37,58.42,0.00097
40,36.85,49.37,0.00095
40,29.39,46.16,0.00097
10,29.36,45.24,0.00093
30,39.70,51.18,0.00098
50,37.44,54.69,0.00097
10,27.14,40.22,0.00092
50,36.20,47.73,0.00098
20,29.75,42.28,0.00098
40,32.13,45.72,0.00098
20,28.88,38.32,0.00098
30,34.55,43.87,0.00097
40,37.34,54.20,0.00098
30,30.41,52.78,0.00098
10,23.04,48.12,0.00098
50,36.47,50.26,0.00098
10,25.36,40.18,0.00097
20,35.39,44.88,0.00095
10,21.00,44.03,0.00098
30,43.56,54.82,0.00095
40,38.62,53.34,0.00098
30,33.52,44.94,0.00097
20,28.02,43.22,0.00095
40,32.68,51.53,0.00097
20,30.46,54.77,0.00097
50,28.45,46.22,0.00098
20,20.24,43.85,0.00097
50,39.40,53.45,0.00093
10,27.29,45.59,0.00098
30,30.00,45.28,0.00097
30,29.93,49.35,0.00097
50,46.61,53.01,0.00097
40,34.11,48.73,0.00098
10,29.97,36.11,0.00097
40,42.61,50.69,0.00095
50,43.88,57.35,0.00098
10,19.93,34.96,0.00097
20,34.35,40.29,0.00095
30,29.76,48.09,0.00095
40,40.14,50.92,0.00098
50,39.20,49.72,0.00098
20,26.57,43.68,0.00098
10,31.75,40.47,0.00092
30,37.48,51.70,0.00095
40,28.96,40.61,0.00095
50,34.35,50.66,0.00098
20,37.41,49.61,0.00097
