Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,35.47,44.09,0.00098
30,47.93,53.53,0.00090
10,38.91,47.63,0.00098
40,51.40,57.09,0.00097
50,43.44,47.97,0.00093
50,54.97,58.73,0.00098
40,46.80,50.96,0.00098
10,36.33,39.64,0.00098
30,43.74,50.53,0.00095
20,48.29,49.94,0.00097
10,29.85,37.02,0.00098
50,49.02,53.28,0.00092
20,47.93,51.27,0.00095
30,46.47,50.93,0.00098
50,50.85,52.01,0.00097
20,45.69,50.77,0.00095
20,47.94,53.69,0.00098
40,45.47,53.21,0.00098
30,51.94,54.75,0.00098
40,47.13,51.46,0.00097
10,36.04,44.43,0.00098
10,28.35,32.20,0.00093
20,32.86,38.76,0.00098
40,45.75,52.39,0.00097
30,44.59,49.39,0.00097
50,45.57,50.34,0.00098
20,41.80,50.75,0.00098
50,49.77,53.21,0.00097
10,31.09,41.84,0.00092
10,29.74,35.75,0.00097
40,43.37,53.07,0.00097
40,51.94,54.66,0.00098
30,52.88,54.09,0.00098
50,44.08,48.72,0.00097
30,39.49,48.03,0.00098
20,43.41,55.30,0.00097
30,41.42,50.86,0.00097
50,47.21,53.96,0.00097
40,53.12,56.73,0.00097
20,42.37,47.53,0.00098
20,36.81,37.54,0.00093
10,35.33,32.78,0.00098
30,37.41,49.10,0.00093
20,39.57,46.43,0.00093
10,30.93,28.83,0.00097
50,54.77,58.15,0.00093
40,53.59,57.77,0.00098
10,46.12,49.83,0.00098
30,38.51,50.93,0.00097
40,45.95,51.55,0.00097
50,44.25,48.52,0.00098
10,26.25,37.11,0.00095
20,39.51,49.76,0.00098
30,50.11,51.99,0.00098
40,46.43,55.53,0.00098
50,50.93,54.12,0.00098
40,40.93,45.44,0.00098
30,40.63,47.39,0.00092
20,37.94,46.71,0.00097
50,47.16,52.66,0.00098
20,42.17,53.64,0.00097
10,26.14,48.78,0.00098
30,47.70,53.51,0.00095
20,45.02,46.64,0.00098
10,38.57,38.56,0.00095
30,43.50,49.51,0.00097
40,43.02,48.43,0.00098
50,45.89,55.15,0.00097
20,40.67,46.19,0.00097
50,49.47,50.83,0.00098
40,55.43,57.30,0.00098
50,50.04,51.56,0.00093
10,39.42,50.60,0.00098
10,41.38,40.40,0.00098
30,32.86,47.71,0.00098
40,47.02,51.42,0.00098
30,50.68,51.34,0.00098
50,43.35,51.06,0.00098
40,43.55,50.91,0.00098
20,45.22,52.55,0.00097
10,28.53,38.57,0.00098
20,44.65,52.55,0.00098
30,40.88,47.32,0.00095
40,46.81,54.61,0.00098
20,47.19,52.00,0.00098
30,47.79,53.26,0.00097
10,37.06,45.62,0.00098
50,58.63,61.05,0.00098
40,47.52,51.06,0.00095
50,51.01,56.40,0.00097
10,38.46,41.44,0.00098
20,36.60,41.38,0.00097
10,31.95,50.56,0.00095
30,45.55,44.95,0.00097
40,41.45,48.59,0.00097
20,39.69,43.36,0.00092
50,49.61,54.35,0.00098
40,47.64,56.61,0.00098
50,45.45,51.98,0.00098
30,49.99,55.56,0.00098
20,40.24,48.32,0.00098
40,51.56,54.56,0.00098
30,50.12,54.76,0.00098
10,30.70,37.49,0.00097
10,28.90,46.28,0.00098
20,36.12,42.22,0.00095
30,40.25,44.61,0.00097
50,47.16,51.81,0.00098
40,46.94,53.74,0.00098
50,52.86,53.65,0.00098
20,41.11,54.46,0.00098
10,28.68,36.44,0.00095
10,33.44,47.41,0.00098
30,42.72,47.79,0.00098
50,47.07,50.15,0.00097
20,38.81,48.30,0.00097
40,48.54,53.93,0.00097
30,42.67,49.59,0.00095
40,53.14,54.49,0.00092
50,56.68,59.76,0.00098
10,29.76,33.48,0.00097
20,37.60,40.65,0.00097
30,47.95,51.98,0.00097
20,31.07,45.46,0.00093
10,33.47,40.13,0.00098
50,42.72,52.04,0.00098
40,45.61,53.42,0.00098
50,44.00,50.34,0.00095
10,37.26,40.66,0.00092
30,49.00,51.38,0.00095
40,39.73,47.15,0.00097
30,41.85,53.15,0.00097
20,42.23,50.04,0.00098
50,49.87,55.73,0.00097
40,52.78,56.77,0.00093
10,27.86,33.10,0.00098
20,35.44,44.89,0.00097
40,48.27,49.83,0.00098
30,44.58,50.16,0.00098
10,26.28,35.71,0.00093
50,49.24,55.45,0.00098
20,39.38,42.04,0.00093
30,42.00,45.56,0.00095
40,47.49,53.34,0.00097
50,48.52,53.32,0.00098
20,36.48,38.88,0.00095
40,48.57,56.57,0.00098
10,27.20,33.19,0.00098
30,43.15,48.37,0.00098
10,36.41,35.93,0.00095
50,49.62,53.53,0.00097
20,41.84,49.80,0.00098
40,53.06,57.19,0.00098
30,40.57,43.47,0.00098
40,38.90,44.42,0.00098
10,38.12,45.71,0.00098
50,47.34,52.63,0.00097
20,41.02,47.65,0.00098
30,44.97,46.91,0.00097
20,30.93,36.35,0.00098
10,36.77,39.69,0.00095
50,51.27,55.83,0.00098
50,48.91,52.72,0.00098
40,39.10,45.77,0.00098
30,42.44,50.02,0.00098
10,27.34,39.28,0.00098
30,41.41,45.90,0.00097
20,32.35,40.11,0.00097
50,49.30,54.74,0.00097
40,44.00,53.15,0.00098
20,32.31,36.77,0.00098
10,25.57,30.13,0.00093
20,39.77,45.63,0.00098
30,40.62,49.47,0.00098
10,31.40,43.03,0.00098
50,46.92,55.30,0.00098
40,48.04,51.09,0.00098
30,43.80,49.36,0.00097
40,50.97,52.77,0.00097
50,52.86,52.96,0.00098
10,45.07,50.05,0.00098
20,46.49,47.64,0.00098
30,52.16,53.66,0.00098
10,37.16,42.51,0.00097
30,36.41,42.26,0.00095
40,48.60,52.97,0.00097
20,38.38,42.04,0.00097
40,45.11,52.75,0.00098
10,33.02,34.36,0.00098
50,47.29,53.80,0.00097
20,50.02,54.26,0.00097
30,44.59,48.66,0.00097
50,50.77,55.44,0.00098
10,37.25,39.06,0.00098
50,51.01,58.97,0.00098
40,46.53,51.53,0.00098
20,42.50,45.73,0.00098
30,44.48,56.86,0.00098
40,46.48,56.67,0.00098
50,46.95,47.71,0.00097
10,26.82,38.15,0.00098
20,43.50,49.13,0.00097
30,47.09,51.89,0.00093
40,49.12,52.72,0.00095
50,51.37,51.20,0.00098
10,31.32,39.89,0.00098
30,46.27,53.84,0.00098
20,26.95,33.37,0.00097
20,41.79,49.46,0.00097
50,56.22,57.31,0.00097
10,38.14,38.15,0.00097
40,49.26,53.42,0.00098
30,49.42,53.78,0.00098
10,28.45,36.22,0.00097
20,40.29,49.65,0.00098
50,47.51,56.68,0.00093
40,53.03,52.59,0.00095
30,44.32,54.20,0.00098
50,49.39,49.12,0.00098
40,49.87,52.44,0.00098
10,38.10,46.16,0.00098
20,38.24,48.41,0.00097
40,51.84,56.82,0.00097
30,50.39,54.39,0.00097
40,50.63,54.33,0.00098
10,26.94,31.56,0.00098
50,49.09,56.46,0.00098
20,44.80,45.46,0.00097
10,28.86,36.89,0.00098
20,40.46,45.67,0.00098
30,45.06,49.73,0.00095
50,51.91,55.36,0.00098
30,54.14,55.67,0.00098
50,44.94,49.51,0.00098
40,47.76,53.34,0.00093
40,52.64,56.59,0.00098
50,45.34,49.35,0.00097
10,29.05,36.46,0.00098
30,47.65,48.72,0.00098
20,43.03,49.15,0.00098
10,36.91,41.17,0.00098
20,32.75,38.34,0.00098
30,39.71,47.78,0.00098
40,50.63,54.14,0.00098
20,38.66,44.39,0.00092
10,34.72,40.30,0.00095
50,49.13,53.73,0.00097
30,44.56,51.02,0.00097
20,41.89,51.46,0.00097
40,47.24,51.13,0.00098
40,52.24,56.32,0.00098
10,43.99,46.91,0.00095
10,39.03,44.38,0.00095
50,50.62,55.17,0.00098
20,36.33,38.77,0.00098
50,46.12,51.07,0.00097
30,53.29,55.69,0.00098
30,49.85,53.83,0.00098
40,52.78,56.54,0.00097
10,28.55,32.14,0.00098
50,45.98,52.16,0.00098
20,48.81,52.13,0.00098
30,43.63,46.93,0.00097
40,45.30,47.70,0.00098
10,30.47,42.43,0.00098
50,43.77,50.65,0.00097
20,43.07,49.75,0.00098
30,38.27,47.72,0.00097
10,39.11,43.83,0.00095
40,47.61,54.09,0.00097
20,43.17,48.91,0.00098
50,53.40,57.42,0.00095
30,49.10,53.94,0.00098
20,33.57,42.90,0.00097
40,47.22,49.72,0.00097
50,51.48,53.56,0.00098
10,25.14,37.97,0.00097
30,46.58,56.26,0.00097
40,50.17,52.98,0.00098
50,45.47,51.90,0.00098
20,42.84,50.66,0.00098
10,43.43,45.50,0.00098
30,39.71,44.90,0.00093
40,50.02,56.85,0.00093
20,45.21,47.49,0.00097
10,32.69,43.04,0.00087
30,42.66,45.08,0.00098
50,56.23,58.29,0.00098
40,48.05,48.93,0.00095
10,40.01,45.01,0.00098
20,36.22,45.90,0.00095
50,49.86,54.25,0.00098
30,44.19,52.26,0.00098
20,38.14,48.48,0.00097
40,42.73,46.92,0.00097
10,33.22,47.44,0.00095
50,45.04,47.02,0.00097
30,44.28,53.55,0.00098
10,43.44,50.96,0.00098
50,47.40,53.48,0.00097
40,54.36,54.95,0.00098
20,41.60,50.13,0.00098
30,39.47,48.06,0.00098
10,31.05,36.18,0.00098
40,44.49,52.39,0.00098
20,43.62,51.12,0.00095
50,45.83,52.27,0.00097
30,46.33,47.72,0.00095
40,48.16,52.24,0.00097
50,44.42,50.43,0.00098
20,41.55,41.17,0.00098
10,27.55,38.18,0.00098
30,45.29,50.15,0.00098
20,42.32,51.66,0.00093
10,30.88,43.38,0.00098
40,52.75,58.87,0.00098
50,48.51,53.73,0.00098
30,44.65,51.30,0.00098
50,46.92,52.75,0.00097
40,43.74,48.52,0.00098
10,37.98,40.69,0.00095
20,47.21,52.35,0.00098
30,39.15,50.19,0.00098
40,50.82,53.49,0.00097
10,30.87,28.15,0.00097
50,54.74,58.24,0.00098
40,51.74,56.01,0.00093
50,51.22,53.84,0.00097
20,41.67,53.95,0.00098
30,40.69,45.11,0.00097
10,35.39,35.94,0.00098
20,48.00,53.04,0.00098
20,40.83,45.86,0.00095
30,48.98,52.89,0.00095
50,42.38,48.54,0.00098
10,29.48,44.09,0.00097
40,53.80,60.34,0.00097
30,45.60,51.86,0.00098
50,46.99,53.24,0.00095
40,43.49,50.26,0.00097
20,41.43,43.15,0.00097
10,29.70,35.12,0.00097
40,51.08,54.38,0.00097
20,30.42,41.54,0.00097
10,42.29,41.41,0.00097
30,33.99,44.23,0.00095
30,48.11,50.27,0.00098
50,50.02,54.69,0.00098
50,50.59,53.52,0.00098
10,36.44,39.63,0.00097
40,47.83,53.93,0.00098
30,45.35,49.37,0.00097
10,39.54,44.14,0.00092
20,40.61,48.02,0.00092
50,51.19,53.50,0.00098
20,38.83,41.10,0.00098
30,41.55,49.93,0.00098
50,45.31,48.30,0.00098
40,49.34,52.83,0.00098
10,30.24,36.13,0.00097
40,41.87,51.20,0.00095
20,38.74,44.49,0.00092
40,45.41,55.48,0.00093
30,47.94,54.14,0.00095
