Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,54.99,73.59,0.00097
30,89.33,91.75,0.00097
20,78.90,84.81,0.00096
50,89.69,92.61,0.00097
10,72.91,88.75,0.00099
10,77.96,91.29,0.00099
40,89.94,93.33,0.00097
10,74.73,89.60,0.00099
40,87.30,92.43,0.00099
20,81.42,87.72,0.00099
20,87.78,92.37,0.00099
50,90.39,93.02,0.00099
20,83.45,93.76,0.00097
30,86.73,92.61,0.00099
30,82.61,90.22,0.00099
40,87.26,92.64,0.00097
30,83.43,91.35,0.00099
50,90.40,94.38,0.00099
50,89.32,93.03,0.00099
40,87.01,92.97,0.00099
10,63.73,76.48,0.00099
10,70.65,88.69,0.00097
20,83.49,90.33,0.00099
20,85.83,93.34,0.00099
20,76.71,88.35,0.00099
30,80.52,88.59,0.00099
50,88.70,93.44,0.00099
10,72.68,85.24,0.00099
40,90.77,93.67,0.00099
50,87.51,92.71,0.00099
40,86.43,91.48,0.00099
30,84.08,91.53,0.00099
40,87.00,92.71,0.00099
30,88.71,93.26,0.00099
50,89.63,94.13,0.00099
50,88.54,93.95,0.00099
10,64.37,82.50,0.00099
30,86.69,93.23,0.00099
40,88.82,93.12,0.00099
20,82.50,88.50,0.00099
30,81.39,89.24,0.00099
10,78.49,90.35,0.00099
40,80.58,83.58,0.00099
20,80.21,87.03,0.00099
20,76.43,86.60,0.00099
10,67.42,83.46,0.00099
20,77.92,83.38,0.00099
50,85.71,92.64,0.00099
40,86.86,91.18,0.00099
30,84.42,90.52,0.00099
40,88.64,93.15,0.00099
10,66.11,81.36,0.00097
20,81.18,91.78,0.00099
50,89.31,93.50,0.00099
10,62.88,77.73,0.00099
30,87.52,93.41,0.00099
50,89.34,93.37,0.00097
30,84.82,92.32,0.00096
50,89.40,92.75,0.00099
40,84.68,91.47,0.00099
10,77.73,85.26,0.00099
30,83.24,84.81,0.00099
10,63.67,62.25,0.00099
40,86.05,91.10,0.00099
20,76.08,88.58,0.00099
20,79.11,87.98,0.00099
30,81.44,87.74,0.00099
10,74.13,87.85,0.00099
40,88.58,91.08,0.00099
50,84.96,88.34,0.00099
20,83.79,92.26,0.00099
30,84.02,88.50,0.00099
20,85.04,89.54,0.00099
10,77.79,88.91,0.00097
50,91.08,92.52,0.00099
30,81.20,84.60,0.00099
50,92.03,94.30,0.00099
40,89.38,94.12,0.00099
40,89.19,94.61,0.00099
50,91.49,94.35,0.00099
10,76.71,89.17,0.00099
20,79.99,86.32,0.00099
10,76.38,90.01,0.00099
30,83.12,89.28,0.00097
50,91.78,93.78,0.00099
40,89.79,93.29,0.00099
10,79.05,88.78,0.00099
30,84.75,91.03,0.00099
20,77.94,90.95,0.00097
50,89.27,91.50,0.00099
40,87.51,92.83,0.00099
10,76.68,88.28,0.00099
50,90.10,93.86,0.00099
30,84.33,91.01,0.00099
