Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,37.43,86.38,0.00099
50,59.75,87.54,0.00099
40,54.12,88.52,0.00099
30,55.84,89.71,0.00099
30,52.42,90.48,0.00099
50,60.51,90.09,0.00099
20,49.40,90.24,0.00099
50,61.62,90.79,0.00099
30,51.60,88.99,0.00099
40,51.01,90.57,0.00099
10,32.03,57.34,0.00099
50,56.99,88.34,0.00099
20,51.12,90.23,0.00099
40,48.92,90.08,0.00099
10,38.34,88.23,0.00099
30,51.95,87.53,0.00099
40,60.10,88.78,0.00099
40,49.68,89.59,0.00097
10,31.07,88.64,0.00207
20,31.96,78.25,0.00111
20,40.21,87.41,0.00099
30,47.71,88.08,0.00099
10,46.84,81.80,0.00099
20,45.17,90.07,0.00099
40,50.13,91.04,0.00099
10,24.02,89.14,0.00109
20,48.20,78.74,0.00099
50,70.06,90.28,0.00099
50,62.84,91.11,0.00099
20,27.40,89.74,0.00099
30,35.17,89.76,0.00099
10,42.39,88.65,0.00099
50,51.06,91.03,0.00099
40,44.56,87.40,0.00099
30,48.41,90.83,0.00099
50,54.53,89.58,0.00099
10,17.32,73.80,0.00099
30,41.02,89.38,0.00099
40,52.97,89.88,0.00099
40,54.14,87.48,0.00099
10,23.27,74.50,0.00099
20,45.84,85.94,0.00099
20,34.23,89.15,0.00173
30,41.09,89.99,0.00099
50,59.37,87.85,0.00099
20,48.02,86.92,0.00099
50,65.69,89.88,0.00099
40,52.65,91.11,0.00099
50,59.98,90.72,0.00099
20,39.19,85.03,0.00099
10,26.65,80.57,0.00137
50,60.47,89.90,0.00099
30,52.88,89.86,0.00099
20,35.75,89.44,0.00099
30,35.81,89.97,0.00109
40,55.18,88.59,0.00099
40,42.41,89.81,0.00099
10,24.60,79.83,0.00117
30,43.63,89.40,0.00110
10,12.47,78.65,0.00246
