Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,41.26,48.01,0.00093
10,54.51,60.01,0.00097
40,58.06,59.55,0.00097
30,54.22,57.44,0.00097
30,58.97,60.79,0.00094
40,60.33,62.61,0.00099
20,49.29,53.00,0.00099
20,46.47,49.69,0.00099
20,52.65,54.40,0.00099
50,58.99,59.66,0.00099
20,46.40,47.98,0.00096
40,64.88,65.59,0.00097
30,54.34,57.77,0.00096
10,44.86,51.15,0.00097
30,56.93,58.68,0.00099
10,49.68,48.80,0.00099
50,59.34,61.18,0.00094
50,61.74,64.11,0.00099
40,59.84,60.37,0.00099
10,49.23,50.61,0.00099
20,52.90,54.32,0.00094
50,60.00,60.61,0.00099
20,52.53,53.68,0.00099
40,60.35,62.04,0.00099
30,56.23,58.01,0.00094
10,47.37,47.84,0.00096
30,59.54,61.27,0.00096
10,50.86,54.28,0.00099
50,57.77,60.29,0.00099
30,58.56,59.32,0.00097
10,45.65,44.69,0.00096
50,59.18,61.03,0.00094
10,47.50,48.69,0.00093
50,60.84,63.18,0.00099
40,57.33,59.63,0.00097
40,56.64,60.34,0.00097
40,60.78,63.58,0.00096
30,52.28,54.71,0.00096
20,41.80,44.72,0.00099
10,48.16,49.49,0.00099
20,51.30,54.89,0.00099
20,56.24,58.01,0.00099
50,59.58,61.57,0.00097
20,51.86,53.75,0.00099
30,56.74,58.44,0.00097
50,61.18,61.96,0.00096
10,42.67,47.23,0.00094
30,58.78,59.68,0.00099
30,52.60,55.71,0.00097
20,59.96,59.58,0.00097
10,39.37,39.75,0.00099
40,58.51,61.55,0.00099
50,61.30,63.01,0.00099
40,56.83,57.50,0.00099
40,56.14,60.55,0.00097
20,48.38,50.27,0.00099
50,63.21,63.39,0.00099
40,58.29,58.94,0.00097
20,53.32,58.32,0.00096
30,57.27,58.85,0.00099
30,50.51,52.74,0.00093
10,43.99,48.11,0.00099
10,49.27,53.11,0.00093
20,50.30,52.48,0.00097
40,54.63,54.81,0.00099
50,58.44,61.17,0.00099
40,62.84,62.34,0.00097
30,54.77,58.78,0.00099
50,59.61,60.87,0.00099
10,37.85,47.31,0.00097
30,53.81,54.60,0.00099
30,56.90,57.58,0.00097
40,61.55,62.84,0.00096
20,56.24,57.99,0.00099
10,45.86,46.48,0.00099
50,59.22,60.43,0.00097
40,57.04,58.48,0.00099
20,58.14,60.10,0.00099
30,52.97,52.10,0.00094
50,59.15,60.64,0.00099
50,58.49,59.06,0.00097
10,45.82,50.82,0.00097
20,47.40,50.79,0.00099
10,42.12,45.71,0.00096
20,54.94,55.08,0.00099
30,62.36,64.98,0.00097
50,63.55,65.39,0.00099
10,50.86,56.86,0.00099
20,53.70,56.86,0.00097
50,64.91,66.17,0.00097
40,56.04,58.38,0.00097
50,61.40,63.23,0.00097
30,57.47,58.90,0.00097
20,54.48,58.90,0.00099
40,56.94,57.23,0.00097
10,46.40,49.98,0.00099
50,56.30,56.88,0.00097
10,49.85,51.78,0.00097
30,52.46,54.42,0.00097
40,57.09,59.09,0.00099
50,50.32,50.59,0.00099
10,38.69,43.45,0.00097
30,55.31,57.23,0.00099
40,59.83,61.43,0.00099
20,50.67,51.59,0.00097
10,43.61,48.32,0.00094
40,62.43,64.29,0.00099
20,52.05,56.28,0.00099
30,53.51,55.81,0.00099
30,56.34,57.46,0.00096
20,46.78,49.38,0.00097
10,49.68,49.34,0.00099
40,55.85,58.12,0.00097
20,49.11,50.81,0.00096
50,58.95,60.83,0.00099
40,60.29,60.95,0.00099
30,56.38,59.13,0.00099
50,61.44,63.21,0.00099
10,42.71,45.72,0.00099
30,57.34,57.73,0.00099
20,53.01,54.39,0.00096
40,57.69,58.79,0.00099
40,54.64,59.44,0.00099
50,62.32,63.86,0.00096
30,56.59,57.53,0.00099
50,55.83,57.99,0.00094
40,58.01,60.66,0.00099
20,47.72,47.09,0.00097
10,40.04,46.52,0.00097
10,44.31,47.49,0.00097
50,59.10,60.10,0.00099
20,48.96,50.21,0.00097
30,54.36,58.55,0.00097
30,51.09,54.92,0.00099
10,33.75,41.61,0.00099
40,57.52,59.34,0.00099
50,60.51,61.63,0.00099
10,44.89,50.26,0.00094
50,58.32,60.07,0.00099
20,55.67,55.46,0.00099
10,44.74,41.96,0.00097
50,62.31,63.77,0.00097
40,56.31,57.39,0.00096
20,53.30,53.80,0.00099
30,54.35,57.34,0.00099
20,55.13,56.73,0.00097
30,58.27,57.55,0.00097
10,43.48,49.41,0.00097
20,56.37,57.09,0.00093
40,56.03,57.46,0.00099
10,40.41,47.81,0.00094
30,58.82,59.91,0.00097
10,44.46,47.31,0.00097
30,59.85,59.38,0.00097
20,53.15,52.75,0.00099
30,54.73,55.57,0.00099
20,56.63,58.30,0.00099
50,56.27,57.67,0.00099
40,61.39,63.31,0.00097
40,57.78,60.14,0.00096
50,61.10,62.37,0.00097
50,60.49,61.75,0.00099
20,48.43,49.67,0.00097
50,59.77,60.48,0.00099
10,51.38,56.26,0.00096
50,62.58,64.35,0.00099
40,56.92,59.49,0.00096
40,56.99,59.01,0.00097
30,53.13,56.45,0.00096
10,42.98,47.61,0.00097
40,57.89,59.69,0.00096
20,54.53,56.72,0.00099
30,53.78,57.19,0.00094
40,56.91,58.09,0.00097
20,51.39,51.18,0.00097
10,38.09,40.66,0.00099
10,48.48,49.07,0.00094
50,61.11,62.64,0.00096
40,52.03,52.76,0.00097
30,62.82,65.52,0.00099
20,54.14,54.95,0.00099
20,52.81,55.43,0.00099
10,46.69,54.05,0.00097
40,61.75,61.95,0.00097
30,60.47,60.88,0.00099
50,60.60,62.69,0.00097
50,61.79,62.71,0.00096
30,56.63,59.65,0.00094
50,55.12,57.82,0.00099
30,54.32,58.85,0.00097
10,48.50,52.12,0.00099
20,51.44,55.15,0.00099
40,61.27,63.10,0.00099
50,61.14,62.29,0.00094
40,59.16,60.46,0.00099
10,43.13,48.94,0.00097
30,54.09,58.09,0.00096
10,42.93,48.40,0.00099
30,59.60,61.22,0.00099
20,53.62,55.04,0.00099
