Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,28.77,40.94,0.00098
50,43.93,55.65,0.00095
20,34.02,43.40,0.00098
10,22.62,49.72,0.00093
30,40.22,55.02,0.00097
50,40.92,50.62,0.00097
40,32.89,46.57,0.00097
20,34.77,40.32,0.00088
40,39.49,55.64,0.00097
30,37.93,43.93,0.00098
50,41.81,50.21,0.00098
10,23.35,38.06,0.00095
20,33.03,46.40,0.00098
30,43.87,54.62,0.00097
10,22.69,45.20,0.00098
40,46.77,54.72,0.00095
30,36.42,46.62,0.00097
50,38.30,53.14,0.00098
20,31.25,44.66,0.00097
40,41.68,52.30,0.00098
50,49.43,53.76,0.00098
10,26.41,37.38,0.00098
20,27.03,46.98,0.00098
30,33.94,45.68,0.00097
10,23.88,46.60,0.00098
40,37.22,50.79,0.00097
20,34.73,55.56,0.00098
30,36.06,52.44,0.00097
40,44.46,53.30,0.00098
50,30.79,49.11,0.00098
50,51.72,60.12,0.00098
10,25.80,35.31,0.00097
20,35.92,40.41,0.00092
30,30.84,48.71,0.00098
20,27.98,44.35,0.00095
40,42.74,53.87,0.00098
10,28.13,42.34,0.00093
50,40.87,51.38,0.00097
50,37.99,50.85,0.00098
30,31.49,53.56,0.00098
40,31.10,43.29,0.00098
10,33.62,39.95,0.00098
20,40.97,49.65,0.00097
20,26.32,39.03,0.00098
50,39.04,53.07,0.00095
30,39.11,52.13,0.00098
10,19.62,32.26,0.00090
30,29.39,47.83,0.00097
40,45.24,57.35,0.00097
40,44.97,50.37,0.00098
50,41.67,53.73,0.00098
20,28.79,42.32,0.00095
10,21.73,35.34,0.00098
30,36.17,43.85,0.00098
40,40.89,49.49,0.00098
10,22.58,35.65,0.00097
50,44.26,53.22,0.00098
20,29.65,39.14,0.00095
40,43.71,53.53,0.00098
30,30.42,47.75,0.00097
50,44.49,50.42,0.00098
10,32.94,35.56,0.00093
40,47.40,56.27,0.00095
20,35.89,44.73,0.00097
30,22.38,41.67,0.00098
50,34.14,50.32,0.00098
40,35.28,41.32,0.00098
10,30.39,43.89,0.00098
20,36.11,46.05,0.00097
30,41.96,46.74,0.00098
50,39.05,54.81,0.00098
10,33.72,39.68,0.00093
20,26.86,34.93,0.00098
40,35.96,45.49,0.00098
30,33.90,48.40,0.00098
50,42.55,49.93,0.00097
20,23.61,39.51,0.00098
10,25.16,39.37,0.00098
40,31.72,51.23,0.00095
30,34.88,44.95,0.00095
50,45.49,52.07,0.00097
10,19.33,30.70,0.00095
30,34.47,49.70,0.00093
20,25.29,47.05,0.00098
40,45.30,52.41,0.00098
20,20.74,36.47,0.00097
10,19.50,42.52,0.00095
50,35.68,54.74,0.00097
40,41.24,51.96,0.00098
30,33.08,47.26,0.00097
50,48.57,51.83,0.00097
30,51.80,54.62,0.00098
10,36.68,49.26,0.00092
20,40.10,48.99,0.00097
40,35.71,50.24,0.00095
10,31.93,42.34,0.00095
50,44.59,53.75,0.00098
20,33.30,43.07,0.00098
30,29.34,40.02,0.00097
40,39.54,52.68,0.00098
50,42.81,56.51,0.00097
10,30.27,37.40,0.00095
30,38.40,47.69,0.00097
20,47.26,53.42,0.00098
50,43.61,56.46,0.00095
40,40.65,50.34,0.00097
10,31.79,41.95,0.00098
20,35.17,45.12,0.00098
40,40.03,54.72,0.00097
30,37.61,53.43,0.00098
50,41.15,45.42,0.00097
10,17.42,38.64,0.00098
40,35.50,52.37,0.00097
20,41.99,48.35,0.00097
30,39.19,49.99,0.00093
50,47.29,51.11,0.00097
10,25.20,41.17,0.00097
20,23.76,32.14,0.00097
30,37.05,54.29,0.00098
40,47.60,53.48,0.00095
50,49.95,55.13,0.00098
20,37.79,47.14,0.00098
10,33.37,39.26,0.00097
30,32.85,50.83,0.00095
40,43.27,51.86,0.00095
50,45.76,55.32,0.00098
10,24.65,35.73,0.00098
20,37.24,50.38,0.00093
30,40.03,52.66,0.00098
40,50.22,49.23,0.00093
50,45.25,47.52,0.00098
10,30.18,45.71,0.00095
20,25.20,50.41,0.00098
40,50.53,56.14,0.00098
30,47.42,53.85,0.00097
10,26.06,31.43,0.00098
50,43.44,53.93,0.00098
20,36.93,45.83,0.00097
30,40.60,50.12,0.00098
40,42.80,53.94,0.00093
10,22.70,38.88,0.00097
50,42.76,55.23,0.00097
20,33.88,46.30,0.00098
30,52.02,55.75,0.00098
50,40.80,48.06,0.00097
10,17.17,35.99,0.00098
40,42.30,57.21,0.00095
20,33.12,50.51,0.00095
40,39.85,53.56,0.00097
30,37.08,47.53,0.00095
50,42.33,49.97,0.00097
10,37.34,43.31,0.00095
20,32.67,39.52,0.00098
30,35.53,47.57,0.00098
40,42.86,53.47,0.00097
50,40.80,50.70,0.00098
20,33.30,42.75,0.00098
10,27.67,38.66,0.00098
20,37.57,53.09,0.00098
30,27.33,48.77,0.00093
40,44.20,53.70,0.00098
40,49.44,55.31,0.00095
50,47.50,55.53,0.00093
30,42.63,52.13,0.00097
10,39.93,46.78,0.00097
10,28.61,43.84,0.00098
20,27.22,39.28,0.00098
50,41.51,49.04,0.00095
40,43.17,53.13,0.00093
30,33.20,53.66,0.00098
50,39.25,52.29,0.00097
10,23.49,33.23,0.00097
20,43.20,55.76,0.00095
30,32.75,49.65,0.00098
40,45.52,47.37,0.00097
10,27.14,42.20,0.00097
50,37.08,50.97,0.00097
20,41.20,51.24,0.00097
30,34.40,47.74,0.00095
20,28.58,50.27,0.00097
40,30.46,48.09,0.00095
30,46.63,53.14,0.00097
50,49.50,57.04,0.00097
10,34.29,43.71,0.00093
10,14.09,36.90,0.00098
50,48.30,52.96,0.00098
20,22.87,45.10,0.00095
40,42.73,49.35,0.00095
30,41.32,55.84,0.00097
40,47.51,52.40,0.00098
50,40.15,50.26,0.00098
10,41.65,45.43,0.00098
20,40.32,52.91,0.00098
30,31.60,45.27,0.00095
10,27.75,40.15,0.00093
40,35.92,54.25,0.00098
50,50.14,58.05,0.00098
20,39.51,46.62,0.00097
30,35.23,44.91,0.00097
20,31.07,43.32,0.00098
40,42.41,48.52,0.00098
50,39.23,53.87,0.00098
50,38.54,46.49,0.00098
30,35.13,49.24,0.00098
10,26.66,47.17,0.00098
20,27.45,47.88,0.00098
40,38.35,45.63,0.00098
10,23.28,48.14,0.00098
30,42.18,52.47,0.00097
40,45.37,54.12,0.00098
50,40.20,49.77,0.00098
10,35.61,49.06,0.00097
20,36.70,48.71,0.00090
30,31.01,47.89,0.00095
10,30.88,37.18,0.00095
50,40.15,51.22,0.00098
40,32.07,52.81,0.00097
20,36.32,52.17,0.00095
30,35.00,48.79,0.00097
10,22.68,39.19,0.00097
40,44.16,55.54,0.00098
20,37.33,41.48,0.00095
50,37.76,48.54,0.00093
30,42.11,49.94,0.00098
50,38.52,52.90,0.00098
20,38.34,51.46,0.00093
10,27.92,38.79,0.00097
40,48.52,57.67,0.00097
30,38.39,54.12,0.00093
40,41.72,49.79,0.00097
50,43.79,51.87,0.00097
10,30.76,43.34,0.00098
20,43.24,50.48,0.00095
30,28.83,49.65,0.00098
40,46.71,50.97,0.00098
50,48.68,57.60,0.00097
10,29.46,30.77,0.00097
40,40.10,55.65,0.00093
20,26.11,53.27,0.00097
50,44.80,55.79,0.00097
30,41.61,45.94,0.00097
10,32.22,34.79,0.00097
20,45.31,52.99,0.00098
50,33.84,44.03,0.00097
40,38.04,58.57,0.00097
20,26.93,43.28,0.00097
30,40.51,54.44,0.00098
10,21.82,43.23,0.00098
40,36.53,49.08,0.00098
50,34.37,53.92,0.00095
30,32.80,48.61,0.00098
10,28.68,34.36,0.00098
20,33.90,40.93,0.00097
30,28.05,44.56,0.00098
40,43.68,53.90,0.00098
10,40.49,42.45,0.00092
50,44.65,53.72,0.00098
20,25.75,40.09,0.00098
30,49.58,51.23,0.00097
50,47.92,55.05,0.00097
10,24.08,42.43,0.00097
40,39.49,52.72,0.00098
20,38.29,49.42,0.00095
30,37.44,49.36,0.00097
10,33.70,44.05,0.00097
40,46.40,55.11,0.00098
50,40.02,54.40,0.00095
20,36.26,41.20,0.00093
30,39.33,45.76,0.00098
40,35.31,48.92,0.00097
50,37.97,45.36,0.00093
10,24.57,32.90,0.00097
20,28.24,43.59,0.00090
30,39.82,53.97,0.00095
40,39.43,56.87,0.00095
10,38.00,33.56,0.00097
20,25.50,43.82,0.00095
50,34.07,50.44,0.00098
50,49.97,53.92,0.00095
40,46.16,57.64,0.00098
30,34.58,51.61,0.00097
10,35.65,46.56,0.00098
20,47.61,55.22,0.00098
30,30.31,44.40,0.00097
40,36.97,57.05,0.00098
20,29.46,51.33,0.00097
10,25.46,34.80,0.00098
50,44.76,48.45,0.00093
30,37.04,54.31,0.00098
50,42.32,52.96,0.00097
40,35.98,43.23,0.00095
10,33.23,39.95,0.00098
20,30.83,54.61,0.00098
10,27.12,45.13,0.00098
30,44.15,57.17,0.00098
40,46.33,52.15,0.00098
50,46.11,54.03,0.00098
20,15.51,43.04,0.00097
30,34.90,48.28,0.00098
40,51.49,60.15,0.00098
10,30.17,38.31,0.00097
50,42.69,49.76,0.00098
30,38.92,47.56,0.00098
20,39.95,47.55,0.00098
50,29.79,35.56,0.00097
20,34.76,45.47,0.00098
10,28.38,41.52,0.00097
40,33.80,52.53,0.00098
30,36.09,50.82,0.00097
40,36.80,49.78,0.00098
50,44.97,49.27,0.00098
10,34.92,50.96,0.00095
30,35.70,46.76,0.00098
20,25.61,52.09,0.00098
40,45.44,57.08,0.00098
10,28.94,50.31,0.00093
50,41.79,50.31,0.00095
20,31.92,36.98,0.00095
40,34.33,49.18,0.00098
30,36.56,43.33,0.00098
50,43.20,53.71,0.00098
20,28.94,45.81,0.00098
10,26.47,43.34,0.00095
30,44.48,53.23,0.00097
50,40.99,49.49,0.00098
10,18.64,48.25,0.00098
40,42.86,47.78,0.00097
20,32.94,47.76,0.00098
30,38.93,48.25,0.00098
40,36.03,51.65,0.00097
50,39.44,51.33,0.00098
10,25.48,38.17,0.00098
20,38.55,50.32,0.00097
30,32.49,50.25,0.00098
40,32.71,44.79,0.00097
50,44.49,55.85,0.00098
10,35.06,44.94,0.00098
20,40.72,52.06,0.00095
40,34.96,52.51,0.00095
50,45.46,54.55,0.00098
30,29.10,51.05,0.00098
10,32.47,44.94,0.00095
20,29.19,48.91,0.00093
30,39.63,50.25,0.00097
40,45.43,53.40,0.00098
20,37.15,47.00,0.00098
10,35.18,38.51,0.00097
50,48.26,57.77,0.00098
30,29.61,38.86,0.00095
40,43.74,49.89,0.00097
50,34.56,49.79,0.00097
10,27.79,41.24,0.00098
30,30.93,41.46,0.00098
20,31.62,38.95,0.00098
10,26.10,37.13,0.00098
50,43.52,52.87,0.00095
40,35.14,47.12,0.00097
20,35.41,46.44,0.00097
30,35.00,49.14,0.00095
50,42.12,54.97,0.00093
40,40.83,50.65,0.00098
10,25.64,38.23,0.00098
20,23.34,43.89,0.00093
30,41.46,51.35,0.00098
50,48.10,58.98,0.00095
20,28.53,36.04,0.00095
40,41.05,47.39,0.00098
10,34.51,41.16,0.00098
30,37.38,51.92,0.00097
40,26.46,51.47,0.00098
50,35.17,50.38,0.00095
10,25.66,49.87,0.00097
30,36.98,50.14,0.00098
20,25.89,42.41,0.00095
50,40.29,57.47,0.00098
10,25.94,46.28,0.00098
40,33.31,43.68,0.00097
20,35.72,45.32,0.00098
50,44.78,55.53,0.00093
30,35.17,52.46,0.00098
40,32.72,45.60,0.00098
10,22.25,31.75,0.00098
20,36.68,53.51,0.00095
30,34.60,47.80,0.00098
20,33.59,49.15,0.00095
50,53.57,56.31,0.00098
40,34.64,45.06,0.00097
10,30.68,51.65,0.00097
30,36.66,52.95,0.00098
40,25.26,48.79,0.00097
50,43.75,53.45,0.00097
10,29.14,45.08,0.00098
20,33.00,49.14,0.00095
30,34.83,47.52,0.00098
10,37.63,43.99,0.00093
50,40.13,52.72,0.00098
40,41.19,55.14,0.00098
20,24.77,46.87,0.00097
30,43.00,48.04,0.00098
40,44.53,51.13,0.00097
50,46.25,53.20,0.00098
10,31.64,37.05,0.00097
20,43.99,51.50,0.00098
30,45.46,56.99,0.00098
50,44.57,53.70,0.00098
40,35.41,55.03,0.00092
10,34.94,44.44,0.00095
20,32.95,39.18,0.00098
30,34.62,42.65,0.00093
40,36.76,51.73,0.00098
50,42.17,54.64,0.00098
