Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,56.47,58.14,0.00099
20,58.00,58.18,0.00097
40,67.84,69.37,0.00099
50,66.21,67.49,0.00099
10,53.25,56.78,0.00096
40,72.55,73.76,0.00099
40,63.83,65.47,0.00099
20,58.79,61.88,0.00099
10,62.68,67.15,0.00099
40,65.40,65.62,0.00097
30,60.52,62.58,0.00099
20,53.27,57.24,0.00099
50,66.17,68.23,0.00099
10,56.47,56.64,0.00099
30,63.38,66.24,0.00099
50,64.12,64.43,0.00099
50,68.78,69.20,0.00099
30,64.55,65.30,0.00099
30,63.58,64.15,0.00099
20,53.97,57.25,0.00099
20,55.12,61.21,0.00099
10,57.08,57.52,0.00099
10,54.65,60.88,0.00099
20,55.86,60.72,0.00099
10,52.87,54.92,0.00099
40,66.40,68.82,0.00096
40,68.58,67.80,0.00099
50,67.69,68.81,0.00099
50,65.58,66.10,0.00099
20,57.13,60.22,0.00099
40,63.59,66.58,0.00099
50,66.02,65.67,0.00099
10,47.26,51.82,0.00099
30,65.17,67.26,0.00099
30,68.15,69.69,0.00099
30,59.42,60.78,0.00099
30,61.15,64.53,0.00099
40,67.82,68.74,0.00099
50,66.16,68.05,0.00099
20,62.16,64.51,0.00099
10,56.58,57.40,0.00099
20,48.43,52.97,0.00097
30,64.34,65.40,0.00099
40,63.18,68.15,0.00099
30,67.50,66.22,0.00099
50,64.31,64.73,0.00099
50,65.78,66.49,0.00099
20,52.24,59.54,0.00099
30,60.16,63.50,0.00099
40,60.83,63.48,0.00099
10,56.88,57.80,0.00097
20,61.84,64.13,0.00099
40,68.51,67.73,0.00099
10,45.64,49.11,0.00099
10,57.11,61.32,0.00099
40,64.50,66.39,0.00097
30,64.19,64.06,0.00097
20,67.12,67.77,0.00099
50,66.54,66.65,0.00099
50,67.59,69.58,0.00099
10,52.14,55.34,0.00099
20,55.43,57.14,0.00097
30,63.99,66.04,0.00099
10,51.39,59.10,0.00099
20,61.98,62.73,0.00099
30,58.06,59.51,0.00099
20,61.29,61.94,0.00099
50,66.74,68.01,0.00099
40,63.53,63.67,0.00097
50,65.86,64.95,0.00099
10,49.32,56.52,0.00096
40,62.75,63.10,0.00099
10,47.95,52.57,0.00094
20,65.63,66.71,0.00096
30,64.36,64.59,0.00097
40,66.06,67.08,0.00099
50,69.64,71.63,0.00097
40,69.08,69.51,0.00099
30,60.28,60.90,0.00099
50,64.39,67.09,0.00099
10,54.02,55.44,0.00099
20,56.36,58.55,0.00099
30,57.99,59.35,0.00099
10,58.80,60.13,0.00096
10,60.51,65.54,0.00099
30,69.86,71.69,0.00099
40,61.65,61.42,0.00096
40,59.60,63.57,0.00096
20,61.02,60.96,0.00099
20,57.15,60.72,0.00099
50,65.34,64.87,0.00097
40,66.58,67.92,0.00099
50,68.81,69.13,0.00099
50,70.73,70.83,0.00099
10,53.64,57.75,0.00097
30,65.69,66.87,0.00099
20,60.30,62.15,0.00099
40,67.57,68.62,0.00099
50,69.15,70.29,0.00099
30,64.05,66.72,0.00099
10,55.55,59.53,0.00099
50,59.26,59.43,0.00097
30,60.42,61.37,0.00099
20,54.94,61.41,0.00099
40,66.08,66.94,0.00099
10,41.73,48.28,0.00099
40,69.29,70.14,0.00099
20,55.27,57.41,0.00099
30,62.89,63.25,0.00099
10,59.03,60.76,0.00099
40,69.55,70.04,0.00099
50,69.40,71.00,0.00097
10,54.97,57.68,0.00099
20,60.40,64.15,0.00097
20,55.93,57.35,0.00097
30,66.33,64.97,0.00099
30,59.71,61.14,0.00097
50,65.80,67.15,0.00099
50,70.04,71.28,0.00099
40,62.72,64.11,0.00099
30,64.46,65.98,0.00097
50,66.14,67.25,0.00099
40,60.52,62.93,0.00099
10,48.59,54.75,0.00099
20,63.82,66.56,0.00099
10,56.10,54.28,0.00099
40,68.11,69.06,0.00097
30,62.14,61.29,0.00099
10,44.86,50.35,0.00099
10,51.72,55.94,0.00099
30,63.37,66.08,0.00099
20,57.28,59.53,0.00099
50,66.67,67.91,0.00099
40,64.39,66.76,0.00099
50,62.26,64.61,0.00099
20,62.06,63.70,0.00097
20,54.94,57.88,0.00099
40,62.18,64.08,0.00099
30,58.66,62.02,0.00099
50,68.82,68.75,0.00099
10,57.39,59.82,0.00099
40,63.96,63.07,0.00096
20,57.31,59.09,0.00099
20,63.54,66.28,0.00099
10,49.03,49.58,0.00099
20,63.25,62.80,0.00099
30,64.38,66.01,0.00099
30,66.77,67.14,0.00099
10,50.13,56.81,0.00096
30,59.23,64.20,0.00099
50,68.67,70.29,0.00099
10,54.43,55.74,0.00099
