Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,78.69,93.25,0.00099
10,72.97,90.58,0.00099
40,88.72,95.36,0.00099
40,92.39,95.17,0.00099
40,91.70,95.99,0.00099
30,87.44,92.82,0.00097
10,78.23,94.22,0.00099
30,89.87,95.40,0.00099
20,81.49,95.91,0.00099
10,82.34,94.59,0.00099
30,88.95,94.61,0.00099
20,87.29,94.76,0.00099
50,91.84,95.78,0.00099
20,85.80,91.39,0.00099
40,87.50,95.44,0.00099
50,91.68,95.41,0.00097
50,91.68,96.03,0.00099
20,81.93,93.35,0.00099
30,85.49,94.33,0.00099
50,91.41,95.69,0.00099
30,82.19,90.75,0.00096
10,68.95,93.42,0.00099
10,69.20,83.50,0.00099
20,85.90,95.24,0.00099
40,91.65,95.55,0.00099
20,77.06,93.59,0.00099
50,90.55,95.44,0.00099
20,84.00,94.78,0.00099
40,87.54,94.25,0.00099
20,89.59,95.77,0.00099
30,87.12,94.74,0.00099
10,66.33,91.03,0.00099
10,76.96,91.54,0.00099
50,89.07,95.08,0.00099
30,85.50,94.54,0.00099
50,89.12,96.14,0.00099
30,85.69,94.64,0.00099
40,91.65,94.91,0.00099
40,85.51,94.57,0.00099
50,93.27,95.96,0.00099
10,80.77,93.90,0.00099
40,84.31,92.04,0.00099
20,81.77,93.40,0.00099
50,85.33,95.15,0.00099
40,91.23,95.74,0.00099
30,83.51,94.24,0.00099
20,80.81,92.44,0.00099
10,64.43,91.91,0.00099
20,80.76,94.07,0.00099
10,72.81,88.87,0.00099
10,63.22,89.21,0.00099
30,90.75,95.62,0.00099
30,87.39,94.17,0.00099
50,88.46,93.22,0.00099
50,90.56,95.60,0.00099
30,86.91,95.89,0.00099
40,85.02,94.25,0.00099
10,86.96,91.93,0.00099
20,82.77,94.81,0.00099
50,92.57,95.91,0.00099
40,87.54,94.12,0.00099
30,89.19,94.16,0.00099
20,73.28,92.59,0.00099
10,71.74,79.33,0.00099
40,89.03,94.42,0.00099
10,79.29,94.13,0.00099
40,91.72,95.52,0.00099
20,87.12,93.82,0.00099
10,78.33,93.54,0.00097
30,82.06,94.73,0.00099
20,85.90,94.88,0.00099
50,86.58,91.17,0.00099
30,87.35,94.02,0.00099
50,94.11,95.41,0.00099
30,85.39,94.50,0.00099
20,87.38,94.24,0.00099
40,91.52,95.67,0.00099
50,91.95,95.84,0.00099
50,92.88,95.50,0.00097
20,85.52,93.78,0.00099
10,77.25,94.56,0.00099
40,90.43,95.66,0.00099
30,81.62,91.80,0.00099
40,93.35,95.42,0.00099
50,93.95,95.99,0.00099
10,74.30,93.29,0.00099
30,88.39,94.70,0.00099
10,74.33,93.35,0.00099
20,77.42,92.96,0.00097
50,92.11,94.96,0.00097
40,88.99,95.26,0.00099
50,92.00,96.09,0.00099
30,86.25,94.60,0.00099
10,79.73,93.46,0.00099
20,89.28,93.94,0.00099
40,91.77,95.33,0.00099
20,84.69,93.86,0.00099
40,94.09,95.39,0.00099
10,82.24,92.21,0.00099
20,77.88,93.71,0.00099
30,78.45,90.40,0.00099
50,89.39,95.47,0.00099
10,67.33,92.29,0.00099
30,88.98,95.82,0.00099
40,91.31,94.54,0.00099
50,90.73,94.52,0.00099
10,80.36,93.03,0.00099
30,88.62,94.43,0.00099
20,80.40,94.56,0.00099
40,90.26,95.23,0.00099
40,86.04,95.75,0.00099
50,91.76,95.45,0.00099
20,86.55,92.91,0.00099
10,78.51,92.91,0.00099
30,94.43,96.19,0.00099
10,80.03,87.03,0.00097
30,88.16,94.28,0.00099
20,88.54,93.85,0.00099
50,89.15,95.20,0.00099
20,90.16,94.68,0.00099
40,89.04,93.85,0.00099
30,92.72,96.33,0.00099
50,89.79,93.67,0.00099
40,89.51,95.28,0.00097
10,78.36,90.21,0.00099
50,93.93,95.00,0.00099
30,89.54,94.90,0.00099
10,77.67,93.36,0.00099
20,79.99,92.76,0.00099
40,89.80,95.50,0.00099
50,86.17,93.99,0.00097
20,72.67,92.25,0.00097
20,84.88,93.39,0.00099
30,83.05,94.37,0.00099
50,93.19,94.89,0.00099
40,92.70,95.92,0.00099
10,71.98,91.98,0.00099
40,91.21,96.29,0.00099
10,77.80,90.62,0.00099
50,92.48,95.63,0.00099
30,78.09,92.55,0.00099
30,82.11,94.44,0.00099
50,89.25,92.91,0.00099
20,81.30,93.58,0.00099
40,89.58,95.91,0.00099
10,72.77,92.42,0.00099
40,91.61,95.05,0.00099
30,88.02,94.97,0.00099
20,91.53,95.61,0.00099
10,72.69,86.98,0.00097
40,91.20,95.24,0.00097
40,92.33,95.37,0.00097
50,89.13,94.13,0.00099
10,87.00,94.11,0.00099
20,90.44,94.89,0.00097
30,85.51,94.70,0.00099
20,77.22,93.18,0.00099
50,91.60,95.96,0.00099
20,86.01,93.27,0.00099
10,66.63,91.03,0.00099
30,86.92,94.91,0.00097
30,86.18,94.01,0.00099
40,91.73,95.37,0.00099
50,88.55,94.36,0.00099
50,92.66,94.79,0.00099
20,85.13,91.68,0.00099
10,79.66,79.88,0.00094
40,91.28,95.17,0.00099
30,88.38,95.00,0.00099
50,91.35,95.55,0.00099
10,69.87,92.19,0.00099
20,86.88,93.84,0.00099
30,86.88,94.62,0.00097
40,85.12,94.94,0.00099
20,82.49,94.61,0.00099
10,73.61,93.32,0.00099
50,93.55,95.83,0.00099
10,69.21,90.74,0.00099
30,88.70,95.39,0.00099
30,82.83,94.09,0.00099
40,90.23,96.09,0.00099
50,92.92,95.69,0.00099
50,90.12,95.24,0.00097
20,87.49,95.38,0.00099
20,83.18,90.94,0.00099
40,90.34,94.78,0.00099
30,80.66,91.85,0.00099
10,65.37,94.13,0.00099
40,89.98,94.67,0.00099
50,93.94,96.17,0.00097
10,81.36,93.73,0.00099
20,83.05,90.58,0.00099
20,84.78,94.69,0.00099
30,83.75,91.56,0.00099
30,88.89,95.07,0.00099
10,76.83,91.47,0.00099
40,89.06,96.20,0.00099
50,92.40,95.42,0.00099
50,92.87,95.05,0.00099
20,85.65,92.46,0.00099
10,68.01,91.91,0.00096
