Number of labels,Accuracy,Accuracy with class priors,Class priors error
20,55.34,62.77,0.00099
20,54.27,57.99,0.00099
40,62.84,66.34,0.00094
50,64.27,68.96,0.00099
10,45.25,56.76,0.00099
30,61.22,65.28,0.00099
30,60.90,66.02,0.00099
20,56.71,59.68,0.00099
30,63.01,66.11,0.00097
40,69.39,73.00,0.00099
10,55.84,68.45,0.00099
40,69.37,70.57,0.00099
10,59.78,60.06,0.00099
10,53.81,55.52,0.00099
50,64.75,65.42,0.00099
50,67.94,70.10,0.00099
40,66.31,66.22,0.00099
30,60.22,63.93,0.00099
50,65.86,69.42,0.00099
20,53.00,58.09,0.00099
10,58.63,59.98,0.00099
10,52.10,55.20,0.00099
10,52.59,61.83,0.00099
20,56.49,63.59,0.00099
10,47.53,53.48,0.00099
40,64.32,69.82,0.00099
40,68.63,69.90,0.00099
40,67.81,70.75,0.00097
30,57.58,61.00,0.00099
40,61.56,67.66,0.00097
50,61.72,65.43,0.00099
20,55.50,61.72,0.00099
30,65.37,68.61,0.00097
30,58.52,66.43,0.00099
50,66.03,70.21,0.00099
50,64.92,66.45,0.00099
20,55.17,60.64,0.00099
30,66.87,69.72,0.00099
20,60.07,64.25,0.00099
50,65.30,68.57,0.00099
10,51.63,58.45,0.00099
20,49.00,53.07,0.00097
50,63.72,66.24,0.00094
40,59.17,67.39,0.00097
50,66.77,67.68,0.00099
40,61.98,66.39,0.00099
10,57.03,62.77,0.00099
30,64.01,67.35,0.00099
10,57.25,59.13,0.00099
30,65.06,67.12,0.00099
40,66.33,67.50,0.00099
10,46.42,49.21,0.00099
30,56.28,64.61,0.00099
20,64.95,69.14,0.00097
20,59.72,64.73,0.00099
50,68.57,70.44,0.00099
20,52.88,61.83,0.00099
40,63.18,67.86,0.00099
30,64.93,67.02,0.00099
50,65.33,68.29,0.00099
30,62.90,66.35,0.00099
20,55.09,58.89,0.00097
10,51.58,56.66,0.00099
50,65.48,68.01,0.00099
10,49.18,60.69,0.00097
40,63.41,65.32,0.00097
10,46.36,59.51,0.00097
20,58.16,62.94,0.00099
50,65.95,66.66,0.00099
20,58.82,63.58,0.00099
30,60.63,63.02,0.00099
40,66.75,67.71,0.00097
30,57.19,58.68,0.00099
50,66.90,71.55,0.00099
40,61.41,63.92,0.00099
10,51.15,54.16,0.00099
30,63.61,67.05,0.00099
20,64.50,67.12,0.00099
50,63.08,68.49,0.00099
40,67.89,70.61,0.00099
30,56.60,59.22,0.00097
10,55.39,63.06,0.00099
10,50.02,54.96,0.00099
20,57.21,60.80,0.00097
50,68.86,70.16,0.00099
20,60.46,60.10,0.00099
50,69.38,71.37,0.00099
30,67.95,72.18,0.00096
20,54.75,61.51,0.00099
10,58.18,65.00,0.00097
50,63.91,65.29,0.00099
40,55.46,61.17,0.00099
40,63.31,62.84,0.00099
30,64.89,68.21,0.00099
40,66.98,69.46,0.00099
10,52.09,59.13,0.00099
20,60.57,63.02,0.00099
50,68.92,71.10,0.00099
30,64.00,68.06,0.00099
40,66.90,69.59,0.00099
30,57.90,62.44,0.00096
50,55.33,56.51,0.00099
10,53.00,61.22,0.00099
10,41.21,49.06,0.00099
20,51.89,61.55,0.00099
40,67.50,71.47,0.00099
50,68.12,71.38,0.00099
40,64.23,67.98,0.00099
30,63.25,65.42,0.00099
20,56.83,59.53,0.00099
10,54.92,58.60,0.00099
40,70.34,72.04,0.00099
20,59.84,64.38,0.00097
10,55.89,62.16,0.00099
30,66.33,66.09,0.00099
30,60.44,60.80,0.00099
50,63.89,66.20,0.00099
20,53.67,60.45,0.00099
40,60.10,64.64,0.00099
50,69.42,72.32,0.00099
30,66.20,68.26,0.00097
40,57.38,63.99,0.00097
20,62.14,66.48,0.00099
50,64.63,67.05,0.00099
10,43.28,51.26,0.00099
10,47.32,52.58,0.00097
30,61.92,61.39,0.00099
40,68.08,71.11,0.00099
50,59.54,65.75,0.00099
50,67.00,69.78,0.00099
20,54.57,57.36,0.00097
30,61.77,65.94,0.00099
40,63.00,66.56,0.00099
20,59.15,64.98,0.00099
10,52.32,57.08,0.00099
30,57.94,61.85,0.00099
10,50.44,56.98,0.00099
20,54.76,61.73,0.00099
40,61.24,65.02,0.00099
50,68.64,69.54,0.00099
10,54.61,60.54,0.00099
20,60.42,61.65,0.00099
40,62.53,63.13,0.00099
10,49.83,50.90,0.00099
20,60.80,66.38,0.00097
20,65.26,65.09,0.00099
30,63.68,66.65,0.00099
40,65.47,68.36,0.00097
30,68.73,69.63,0.00099
50,68.97,70.71,0.00099
10,50.23,58.05,0.00099
40,67.64,70.58,0.00099
30,56.18,65.04,0.00099
50,59.80,64.11,0.00099
10,50.26,56.68,0.00094
50,66.26,68.82,0.00097
30,67.16,67.94,0.00099
20,58.13,65.48,0.00097
40,60.05,66.00,0.00099
50,65.50,68.66,0.00099
10,54.18,59.62,0.00099
30,58.81,61.84,0.00099
20,58.85,58.16,0.00099
20,59.84,63.48,0.00096
30,59.24,62.02,0.00099
50,65.89,70.82,0.00099
40,61.52,64.94,0.00099
20,58.30,63.44,0.00094
10,56.87,64.45,0.00099
40,62.65,65.00,0.00099
10,48.32,62.54,0.00099
10,54.57,56.37,0.00097
40,66.24,68.31,0.00097
50,68.80,71.77,0.00099
30,61.68,65.63,0.00099
30,65.67,69.12,0.00099
20,57.54,61.37,0.00099
50,59.36,65.11,0.00099
40,60.29,61.58,0.00097
50,65.95,68.22,0.00099
10,54.47,57.73,0.00099
30,64.46,67.08,0.00099
20,64.21,65.93,0.00099
30,66.55,69.25,0.00099
10,55.67,60.30,0.00099
30,61.88,71.34,0.00097
10,50.51,54.91,0.00099
50,69.13,71.42,0.00099
40,65.17,68.07,0.00099
40,69.06,71.13,0.00099
40,68.89,70.96,0.00099
50,69.09,70.48,0.00099
20,63.38,64.47,0.00099
50,68.16,70.06,0.00099
20,59.03,68.16,0.00097
10,47.73,56.67,0.00099
20,63.90,66.07,0.00099
40,60.88,66.04,0.00097
30,62.70,66.61,0.00099
50,67.77,68.96,0.00099
10,54.68,60.35,0.00099
20,59.64,62.16,0.00099
30,65.41,70.68,0.00099
10,62.50,64.10,0.00099
40,60.12,63.49,0.00099
20,51.62,61.36,0.00099
50,65.52,70.45,0.00096
10,62.25,64.81,0.00099
20,62.20,64.48,0.00097
40,57.28,62.48,0.00097
30,60.13,63.02,0.00099
10,46.52,62.84,0.00099
50,63.98,66.62,0.00099
20,59.97,65.96,0.00097
30,58.43,65.72,0.00099
30,66.80,68.80,0.00099
50,59.59,64.32,0.00099
40,67.53,70.84,0.00099
40,58.99,67.86,0.00099
50,62.30,66.74,0.00097
10,65.11,68.32,0.00099
30,61.53,70.19,0.00099
20,61.30,64.27,0.00097
30,60.64,63.70,0.00099
20,59.71,63.79,0.00099
10,62.85,63.25,0.00099
40,63.80,65.19,0.00099
10,57.90,60.40,0.00099
50,65.47,67.19,0.00099
50,66.09,69.51,0.00099
20,57.96,63.50,0.00099
40,68.23,69.14,0.00097
30,62.93,64.75,0.00099
10,47.93,62.12,0.00097
30,59.98,63.83,0.00097
40,60.82,64.55,0.00099
50,68.17,70.18,0.00099
20,58.83,64.52,0.00099
40,64.63,69.80,0.00099
10,43.67,54.22,0.00099
50,67.10,70.58,0.00099
20,49.55,49.67,0.00099
30,58.76,64.86,0.00096
20,55.30,56.91,0.00097
40,67.67,70.48,0.00097
10,42.15,53.08,0.00099
50,68.46,71.78,0.00096
40,66.44,67.09,0.00099
20,56.91,60.62,0.00099
10,50.24,57.33,0.00099
30,60.86,67.09,0.00099
40,68.24,70.21,0.00099
30,62.63,62.35,0.00099
50,64.29,68.35,0.00099
20,61.00,63.88,0.00097
10,45.31,48.26,0.00096
30,62.37,68.82,0.00097
50,63.05,65.56,0.00099
40,65.82,67.86,0.00099
50,66.21,68.92,0.00099
10,43.99,60.08,0.00099
30,67.98,71.67,0.00097
20,51.40,58.35,0.00099
20,63.19,65.77,0.00099
40,60.15,68.67,0.00099
10,55.55,59.99,0.00096
40,58.32,60.05,0.00099
50,70.10,72.73,0.00099
30,61.06,61.04,0.00099
50,69.41,72.15,0.00099
10,56.29,59.63,0.00099
40,70.32,71.66,0.00094
20,62.23,68.78,0.00097
20,54.03,58.16,0.00097
50,61.73,65.43,0.00097
30,59.59,65.83,0.00099
10,55.22,55.96,0.00099
30,65.52,65.61,0.00097
40,60.43,65.05,0.00099
50,66.57,67.08,0.00099
30,64.54,65.34,0.00099
10,55.55,59.15,0.00099
50,66.63,68.58,0.00099
20,58.79,63.72,0.00097
10,45.17,46.72,0.00099
40,68.57,68.68,0.00096
20,60.87,61.50,0.00097
40,66.38,67.39,0.00099
30,64.51,68.50,0.00099
50,61.30,65.37,0.00099
10,54.38,59.45,0.00097
20,63.78,63.66,0.00099
30,65.21,69.72,0.00099
40,68.11,71.30,0.00097
10,43.19,57.34,0.00099
20,56.78,62.57,0.00097
50,60.18,66.91,0.00099
30,63.14,66.63,0.00099
50,70.77,72.94,0.00099
10,52.87,60.96,0.00099
40,64.01,65.78,0.00099
20,54.77,60.23,0.00099
40,62.60,64.65,0.00099
20,58.48,58.53,0.00099
10,58.84,67.74,0.00099
30,60.05,65.44,0.00096
50,71.97,73.39,0.00099
30,62.64,67.16,0.00099
10,55.22,60.88,0.00099
40,61.39,63.59,0.00099
50,63.06,65.86,0.00099
20,59.01,61.26,0.00099
40,61.43,64.84,0.00099
50,67.30,67.97,0.00099
10,50.54,56.59,0.00099
30,59.89,59.18,0.00099
20,56.73,56.40,0.00096
50,62.62,62.88,0.00096
40,66.05,67.96,0.00099
30,67.21,70.31,0.00099
10,64.71,69.01,0.00097
50,67.71,72.41,0.00099
30,66.00,65.87,0.00099
20,50.60,50.51,0.00099
10,55.19,58.90,0.00099
40,65.29,69.56,0.00099
20,58.84,67.27,0.00099
50,67.77,68.74,0.00097
30,65.66,67.10,0.00097
40,70.15,72.53,0.00097
10,56.77,56.69,0.00099
20,60.42,63.40,0.00096
40,66.24,68.67,0.00099
30,65.80,67.25,0.00099
50,66.32,70.25,0.00097
20,61.29,66.94,0.00099
10,53.88,65.32,0.00099
40,65.80,71.95,0.00093
30,62.34,68.84,0.00097
50,67.50,67.91,0.00097
10,44.99,60.00,0.00097
20,59.48,62.94,0.00099
30,59.50,63.73,0.00099
40,66.43,70.99,0.00099
10,37.54,54.39,0.00099
50,65.19,65.62,0.00097
30,65.29,68.10,0.00099
20,60.94,65.73,0.00097
10,57.63,66.81,0.00099
50,69.16,71.14,0.00099
40,63.53,68.77,0.00097
20,59.46,61.34,0.00099
40,67.55,67.12,0.00099
30,62.29,66.12,0.00099
50,69.14,73.60,0.00097
10,46.45,60.02,0.00099
30,65.62,69.34,0.00099
50,68.65,69.54,0.00099
20,62.03,66.94,0.00099
40,62.40,65.10,0.00099
10,51.44,57.19,0.00097
30,63.01,66.25,0.00099
20,44.15,46.69,0.00097
40,69.02,69.27,0.00099
10,50.62,60.30,0.00097
20,59.98,63.90,0.00099
30,58.06,61.99,0.00099
