Number of labels,Accuracy,Accuracy with class priors,Class priors error
30,42.28,41.87,0.00097
20,39.19,39.05,0.00092
40,42.34,41.08,0.00097
20,36.68,35.24,0.00097
30,41.26,41.36,0.00095
50,42.75,42.55,0.00098
50,40.78,40.77,0.00087
50,44.27,43.98,0.00098
40,42.79,43.05,0.00090
30,39.45,40.53,0.00095
40,40.32,39.70,0.00087
30,44.88,45.07,0.00088
50,48.16,48.09,0.00098
40,45.71,47.21,0.00095
10,35.76,33.14,0.00097
20,36.90,37.22,0.00098
20,39.30,39.98,0.00098
20,38.81,37.91,0.00097
20,30.58,31.29,0.00097
10,34.96,36.87,0.00097
30,44.65,44.19,0.00092
40,41.54,42.70,0.00093
50,43.77,44.00,0.00098
10,41.21,41.88,0.00097
40,42.28,42.07,0.00097
20,36.49,35.59,0.00088
40,45.17,45.06,0.00098
30,41.20,40.65,0.00095
10,34.00,34.47,0.00093
10,35.17,35.98,0.00095
10,25.44,28.97,0.00093
30,40.01,39.45,0.00095
50,45.14,44.89,0.00093
40,45.11,46.20,0.00098
20,43.67,46.20,0.00097
30,41.07,41.35,0.00098
10,26.15,29.94,0.00095
30,36.74,36.88,0.00090
20,29.94,32.45,0.00097
30,40.07,40.73,0.00095
50,42.53,43.01,0.00098
50,45.92,46.50,0.00097
40,46.13,46.04,0.00092
20,37.11,36.58,0.00093
30,39.35,38.82,0.00097
20,34.68,38.66,0.00098
40,38.49,38.45,0.00098
10,27.22,24.85,0.00097
50,40.32,39.90,0.00095
50,41.78,42.47,0.00098
40,44.12,43.73,0.00092
20,40.39,41.18,0.00097
10,26.26,25.28,0.00098
50,45.90,45.32,0.00098
10,23.25,24.35,0.00095
40,40.17,38.69,0.00093
30,39.20,38.42,0.00093
30,36.68,37.82,0.00092
20,42.24,42.52,0.00098
40,38.01,37.58,0.00093
10,40.12,39.52,0.00097
30,40.76,41.11,0.00095
40,43.36,44.23,0.00087
10,31.39,31.65,0.00098
50,44.02,44.34,0.00098
30,36.07,35.96,0.00098
50,40.37,39.94,0.00090
50,42.37,41.47,0.00090
40,41.66,41.02,0.00097
10,34.75,32.85,0.00093
30,42.10,41.02,0.00097
30,37.20,36.23,0.00090
20,39.77,41.67,0.00098
50,37.62,38.16,0.00088
20,39.71,39.86,0.00095
40,38.99,39.29,0.00098
20,33.08,32.10,0.00097
10,35.94,32.66,0.00093
20,35.13,35.52,0.00092
40,43.41,44.49,0.00097
50,47.81,47.48,0.00097
30,41.11,42.72,0.00095
50,43.54,43.74,0.00088
40,39.24,39.10,0.00097
10,33.69,32.93,0.00098
10,35.23,37.08,0.00098
10,31.03,31.62,0.00098
20,42.06,43.96,0.00098
30,38.13,37.61,0.00082
40,42.23,42.88,0.00085
40,40.59,40.93,0.00097
20,28.30,27.83,0.00097
50,44.70,45.22,0.00098
30,42.35,42.98,0.00097
10,33.52,32.82,0.00097
40,43.10,41.66,0.00097
50,42.67,42.32,0.00093
30,42.38,42.89,0.00093
50,40.68,41.53,0.00097
20,38.84,38.17,0.00098
10,37.97,39.55,0.00098
20,36.64,35.94,0.00097
20,34.22,34.69,0.00095
30,38.01,38.45,0.00093
10,38.11,39.41,0.00098
40,42.39,43.35,0.00092
40,41.45,41.92,0.00087
50,42.09,41.43,0.00093
10,35.51,35.30,0.00097
20,39.86,41.54,0.00097
20,37.52,35.96,0.00098
10,28.68,27.77,0.00088
10,35.66,35.18,0.00098
50,46.92,46.62,0.00095
40,42.50,42.49,0.00097
50,43.27,43.67,0.00098
30,39.61,41.44,0.00097
50,36.99,36.39,0.00098
50,43.94,43.84,0.00083
20,33.82,35.12,0.00090
30,37.25,38.00,0.00097
30,38.18,38.14,0.00097
40,37.67,37.14,0.00090
10,28.26,28.93,0.00098
40,43.29,42.70,0.00098
30,39.56,40.94,0.00095
20,31.81,29.01,0.00098
10,31.90,31.44,0.00093
40,38.70,38.21,0.00087
50,43.15,42.60,0.00095
40,43.47,43.35,0.00092
50,44.08,43.54,0.00085
20,38.60,39.50,0.00097
30,36.39,36.37,0.00088
20,36.42,38.13,0.00097
50,43.02,43.25,0.00083
40,44.38,43.87,0.00092
30,41.71,40.37,0.00092
10,26.93,25.92,0.00098
20,36.15,35.40,0.00098
40,43.81,43.99,0.00092
10,28.34,27.23,0.00092
50,44.84,43.46,0.00095
30,38.10,38.49,0.00092
10,34.01,32.74,0.00098
50,43.27,43.48,0.00095
40,44.12,44.27,0.00095
30,36.76,36.55,0.00093
20,39.30,38.80,0.00095
40,36.66,36.08,0.00097
30,38.17,37.52,0.00097
10,25.82,28.60,0.00098
50,46.07,46.17,0.00095
20,33.30,33.26,0.00097
20,41.33,40.90,0.00095
10,39.33,39.22,0.00097
40,42.16,42.11,0.00097
50,42.00,43.10,0.00097
20,27.88,28.34,0.00088
30,38.92,38.66,0.00097
50,41.76,42.14,0.00098
20,32.81,33.15,0.00092
30,38.27,38.22,0.00095
40,42.23,42.65,0.00098
30,38.49,40.08,0.00097
10,30.61,27.13,0.00098
20,32.36,34.39,0.00098
40,41.78,40.52,0.00090
10,40.62,41.02,0.00098
50,44.18,45.19,0.00097
50,42.01,41.24,0.00093
30,43.86,45.12,0.00093
30,40.43,41.12,0.00095
10,27.04,31.26,0.00098
50,40.83,42.16,0.00098
40,39.39,39.40,0.00097
20,39.13,38.21,0.00097
10,28.40,27.95,0.00097
30,35.42,36.05,0.00098
20,30.93,32.64,0.00093
10,32.27,30.09,0.00093
50,44.69,44.67,0.00095
20,40.84,39.20,0.00095
20,42.63,42.12,0.00097
40,41.61,41.84,0.00088
30,38.55,37.97,0.00087
40,39.93,40.93,0.00093
10,26.54,26.13,0.00097
10,33.76,33.23,0.00093
30,42.99,43.51,0.00098
50,40.95,41.04,0.00098
40,42.06,42.87,0.00095
30,37.15,39.18,0.00085
20,39.19,39.01,0.00093
20,40.37,39.37,0.00090
40,39.57,40.42,0.00092
50,45.54,46.01,0.00093
50,42.54,41.45,0.00098
10,34.26,32.47,0.00093
10,35.00,30.81,0.00098
10,31.79,31.92,0.00098
10,27.67,28.74,0.00097
50,44.10,44.11,0.00097
20,39.37,37.98,0.00095
40,41.07,43.32,0.00097
30,46.43,45.58,0.00090
50,42.31,41.52,0.00093
20,27.86,28.58,0.00095
30,39.15,41.22,0.00097
50,41.57,41.98,0.00095
40,40.64,41.05,0.00092
30,42.55,43.24,0.00093
30,43.97,42.92,0.00097
10,38.58,38.12,0.00098
50,45.20,45.87,0.00097
40,43.46,43.22,0.00097
40,43.56,42.71,0.00097
10,30.07,29.45,0.00098
30,39.55,39.93,0.00093
10,31.91,30.14,0.00093
40,44.52,44.90,0.00095
40,44.47,44.23,0.00098
50,44.23,42.94,0.00097
30,36.10,38.14,0.00097
30,46.81,46.52,0.00097
50,39.41,39.43,0.00095
20,38.31,37.35,0.00098
10,35.30,36.30,0.00098
40,41.16,41.11,0.00093
20,30.65,30.69,0.00092
50,37.86,37.47,0.00095
