Number of labels,Accuracy,Accuracy with class priors,Class priors error
40,44.95,43.88,0.00097
50,45.36,45.98,0.00097
40,44.30,44.89,0.00093
30,48.33,47.94,0.00097
20,40.49,41.79,0.00092
30,42.86,42.16,0.00095
50,43.93,43.60,0.00098
30,43.94,43.82,0.00098
30,44.85,43.55,0.00097
50,45.70,44.83,0.00097
40,48.69,48.96,0.00095
40,42.08,41.81,0.00097
20,40.90,40.98,0.00097
20,37.76,37.95,0.00097
50,51.23,51.04,0.00098
20,38.73,38.74,0.00097
10,27.26,32.04,0.00098
10,36.74,35.45,0.00098
10,36.35,36.84,0.00092
10,43.95,44.40,0.00098
50,46.82,46.79,0.00093
20,32.85,33.32,0.00097
30,46.96,46.56,0.00097
40,45.40,45.74,0.00095
20,41.87,41.35,0.00098
50,43.61,43.59,0.00097
30,42.28,41.18,0.00097
40,44.42,44.19,0.00097
30,42.97,42.58,0.00098
10,26.62,26.58,0.00098
40,47.47,46.98,0.00093
20,38.55,37.54,0.00092
40,48.18,48.36,0.00097
10,37.23,38.41,0.00098
50,44.87,44.73,0.00093
30,43.59,43.49,0.00095
50,47.57,47.21,0.00097
20,47.57,48.64,0.00097
10,37.32,37.91,0.00098
10,25.52,29.03,0.00095
30,39.53,38.54,0.00098
50,42.32,41.80,0.00098
30,42.63,42.29,0.00093
50,49.06,49.51,0.00097
40,46.37,46.21,0.00097
20,31.15,33.94,0.00097
40,49.65,48.64,0.00098
40,41.16,40.96,0.00098
20,38.42,38.29,0.00097
10,26.73,26.64,0.00097
10,26.14,25.95,0.00095
30,39.86,39.37,0.00095
20,41.77,42.33,0.00097
10,41.98,42.72,0.00095
50,48.71,48.10,0.00098
40,41.77,40.48,0.00097
20,37.41,40.82,0.00098
30,39.58,40.05,0.00098
10,32.53,33.11,0.00097
50,44.53,44.84,0.00095
20,45.09,45.23,0.00088
40,39.79,40.47,0.00098
10,34.57,35.18,0.00093
30,41.89,41.74,0.00097
40,46.35,46.86,0.00098
50,46.80,46.47,0.00097
50,44.92,44.45,0.00098
30,43.39,43.67,0.00098
20,33.99,33.83,0.00097
50,41.46,41.25,0.00098
30,38.30,38.45,0.00092
10,36.00,34.16,0.00098
