Number of labels,Accuracy,Accuracy with class priors,Class priors error
20,75.21,95.17,0.00099
10,67.31,96.15,0.00099
30,81.45,95.31,0.00099
20,78.37,92.93,0.00099
10,57.14,94.00,0.00099
30,87.00,95.53,0.00099
50,90.10,96.67,0.00099
40,83.97,96.24,0.00099
50,86.50,95.29,0.00099
40,83.83,95.04,0.00099
10,69.61,94.68,0.00099
10,67.95,94.94,0.00099
50,82.51,95.35,0.00097
30,82.60,96.24,0.00099
20,69.91,93.20,0.00099
20,71.96,93.65,0.00099
40,82.16,95.97,0.00099
20,69.02,95.03,0.00097
50,79.26,95.92,0.00097
20,63.37,92.67,0.00099
40,85.84,96.18,0.00099
50,87.22,96.47,0.00099
30,88.24,96.32,0.00099
10,59.05,95.55,0.00099
40,85.32,95.90,0.00099
10,63.32,95.96,0.00099
50,88.88,96.19,0.00099
20,84.59,96.30,0.00099
10,59.45,94.99,0.00099
30,81.30,95.59,0.00099
30,87.79,96.45,0.00099
40,87.31,95.34,0.00099
10,59.48,95.20,0.00099
50,87.29,94.87,0.00097
40,86.96,95.24,0.00099
10,63.09,92.79,0.00099
50,89.74,95.83,0.00097
30,81.87,95.27,0.00099
20,71.99,96.03,0.00099
40,83.25,95.81,0.00099
20,75.45,92.69,0.00099
30,79.57,95.48,0.00099
40,84.22,95.58,0.00099
30,79.92,95.25,0.00099
40,85.48,95.41,0.00099
50,90.40,95.77,0.00099
30,80.58,95.89,0.00099
20,78.59,95.54,0.00097
50,81.98,95.42,0.00099
20,72.12,92.34,0.00099
10,59.60,92.54,0.00099
50,87.52,96.54,0.00099
10,59.05,90.89,0.00099
50,85.80,93.95,0.00099
10,58.21,94.08,0.00099
30,82.60,95.36,0.00099
30,81.77,95.29,0.00099
50,81.28,95.06,0.00099
40,87.80,95.93,0.00099
40,84.73,95.68,0.00099
20,63.13,93.61,0.00099
10,66.07,95.72,0.00099
20,74.90,94.83,0.00099
10,46.62,93.90,0.00099
30,77.91,95.52,0.00099
50,84.44,95.81,0.00099
30,81.14,96.14,0.00097
40,88.96,96.05,0.00099
20,64.54,95.52,0.00099
40,82.29,94.68,0.00099
50,88.61,96.21,0.00099
20,73.18,94.81,0.00099
40,81.82,96.18,0.00099
20,76.63,95.31,0.00099
10,49.76,92.58,0.00099
20,61.34,93.18,0.00099
10,50.48,95.07,0.00099
50,86.40,95.76,0.00099
30,86.99,95.86,0.00099
10,47.55,80.35,0.00099
40,91.01,96.42,0.00099
10,44.80,92.93,0.00099
50,82.95,95.04,0.00099
10,41.26,89.94,0.00099
20,72.55,95.19,0.00099
30,76.15,95.48,0.00099
30,77.23,94.99,0.00097
50,87.52,96.12,0.00099
10,59.30,94.15,0.00099
30,83.50,96.39,0.00099
20,61.38,86.93,0.00099
50,88.84,96.19,0.00099
30,80.88,94.61,0.00099
40,77.17,95.54,0.00099
20,73.10,95.08,0.00099
20,61.89,94.03,0.00097
40,74.22,94.44,0.00099
10,58.35,92.94,0.00099
10,55.98,92.80,0.00099
40,89.83,95.49,0.00099
30,89.39,95.66,0.00099
40,84.73,96.07,0.00097
20,64.05,93.97,0.00099
50,90.09,96.53,0.00097
50,89.39,96.12,0.00099
40,80.21,92.46,0.00099
30,82.94,94.96,0.00099
40,81.78,95.67,0.00099
40,86.46,95.56,0.00099
20,71.67,89.18,0.00099
50,88.74,95.89,0.00099
30,87.74,95.72,0.00099
30,81.10,94.71,0.00099
50,88.58,96.02,0.00099
20,77.55,95.29,0.00099
10,41.16,89.23,0.00099
10,53.94,93.78,0.00099
50,82.98,96.05,0.00099
