Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,45.13,50.80,0.00096
20,56.75,56.93,0.00097
10,56.41,62.93,0.00099
30,61.66,63.09,0.00099
20,53.33,57.37,0.00099
40,60.82,61.97,0.00096
10,53.59,51.61,0.00099
40,63.16,65.33,0.00096
10,49.09,53.92,0.00099
30,59.85,61.18,0.00097
20,50.07,53.01,0.00097
30,58.30,60.94,0.00099
40,67.69,68.46,0.00099
50,61.76,63.08,0.00099
40,63.48,63.37,0.00099
50,61.81,62.00,0.00099
30,57.64,60.66,0.00099
50,62.81,64.46,0.00099
20,49.34,50.95,0.00099
50,65.21,66.44,0.00099
10,53.01,52.98,0.00097
20,55.83,57.09,0.00097
20,54.85,56.76,0.00099
10,52.74,56.80,0.00096
50,61.85,63.53,0.00097
30,62.13,62.96,0.00099
40,63.96,64.71,0.00099
10,47.81,46.22,0.00099
10,49.59,49.95,0.00097
30,58.64,61.21,0.00097
40,61.33,64.45,0.00099
50,61.70,63.30,0.00099
30,62.32,64.31,0.00097
50,63.61,65.86,0.00099
30,54.40,56.50,0.00096
40,64.60,67.09,0.00097
20,58.54,60.31,0.00099
50,62.64,64.42,0.00096
40,60.05,63.16,0.00097
20,53.93,56.27,0.00099
10,49.78,52.13,0.00099
20,44.07,47.03,0.00097
40,61.84,64.81,0.00099
10,52.77,54.11,0.00099
30,60.05,61.72,0.00099
50,63.71,64.91,0.00096
10,47.40,51.37,0.00097
20,55.17,58.69,0.00099
50,64.33,64.73,0.00096
30,61.35,62.38,0.00096
20,63.16,62.93,0.00097
10,42.92,43.83,0.00096
40,60.62,61.15,0.00099
30,55.16,58.56,0.00099
40,59.14,63.16,0.00097
40,66.04,65.54,0.00099
30,60.09,61.89,0.00099
20,56.89,61.22,0.00099
50,66.01,66.18,0.00099
50,61.79,63.94,0.00099
20,52.51,53.98,0.00096
10,47.89,50.35,0.00099
40,60.79,61.40,0.00099
10,52.31,55.54,0.00099
50,62.53,63.69,0.00099
30,57.57,61.74,0.00099
30,54.70,56.06,0.00097
20,52.78,55.65,0.00099
10,41.57,51.01,0.00097
40,57.72,57.43,0.00099
20,58.25,60.31,0.00099
50,62.07,62.84,0.00099
30,56.55,56.67,0.00097
10,48.86,49.18,0.00099
20,62.18,63.18,0.00099
50,66.61,68.21,0.00097
40,61.34,62.29,0.00099
30,60.02,60.65,0.00097
40,64.91,66.43,0.00099
50,61.62,62.11,0.00099
10,45.91,48.58,0.00099
