Number of labels,Accuracy,Accuracy with class priors,Class priors error
40,46.41,45.49,0.00097
50,46.36,47.16,0.00098
40,43.21,43.01,0.00095
20,42.29,43.62,0.00098
30,45.86,44.34,0.00093
20,42.44,42.72,0.00095
40,45.95,46.43,0.00098
30,44.68,45.06,0.00098
30,43.98,43.26,0.00098
30,49.51,49.17,0.00098
50,47.03,45.97,0.00097
20,40.31,40.51,0.00098
50,44.88,44.57,0.00095
20,39.19,39.42,0.00098
50,52.98,52.72,0.00095
10,37.50,38.13,0.00095
10,38.35,36.76,0.00098
40,49.75,50.13,0.00098
10,28.55,33.19,0.00090
10,45.76,46.13,0.00098
50,44.70,44.92,0.00098
20,44.00,43.19,0.00097
40,46.43,47.14,0.00097
20,33.67,34.20,0.00093
30,43.18,42.29,0.00097
10,38.63,39.91,0.00098
20,40.49,38.88,0.00097
50,47.85,47.93,0.00098
40,49.31,49.76,0.00098
40,48.73,48.55,0.00098
10,27.46,27.49,0.00093
30,48.13,47.89,0.00098
30,44.38,44.75,0.00097
40,45.59,45.38,0.00093
10,39.17,39.18,0.00095
20,49.00,49.96,0.00098
50,48.76,48.82,0.00097
50,45.59,45.73,0.00098
30,43.98,43.62,0.00098
10,26.48,29.79,0.00097
30,40.60,39.82,0.00098
20,31.74,34.81,0.00095
50,50.62,51.13,0.00095
50,43.42,43.22,0.00098
40,51.07,50.21,0.00098
10,27.85,27.66,0.00098
40,42.71,42.24,0.00095
20,40.29,39.82,0.00098
30,43.77,43.64,0.00098
40,47.69,47.55,0.00097
30,41.44,40.83,0.00098
10,27.05,26.28,0.00097
50,49.82,49.10,0.00098
10,43.53,43.89,0.00097
30,40.63,41.53,0.00095
20,38.14,42.31,0.00098
50,45.83,46.40,0.00095
40,42.77,41.66,0.00095
20,43.03,43.91,0.00095
10,33.28,34.00,0.00098
10,36.70,36.47,0.00095
20,46.32,46.75,0.00093
40,41.22,41.97,0.00095
30,43.22,43.18,0.00097
40,48.11,48.61,0.00097
20,35.07,34.85,0.00097
50,47.80,47.87,0.00098
30,44.39,44.70,0.00095
50,46.16,45.83,0.00098
20,44.25,43.97,0.00097
50,43.10,42.80,0.00098
10,40.90,43.02,0.00098
30,39.02,39.76,0.00097
30,44.61,43.88,0.00097
40,45.49,44.56,0.00098
10,37.25,34.86,0.00098
50,42.10,41.63,0.00095
40,42.98,43.25,0.00098
20,44.77,47.93,0.00095
10,37.83,36.49,0.00097
30,41.40,40.70,0.00098
20,43.67,44.99,0.00098
40,48.64,48.70,0.00098
10,33.50,33.76,0.00098
50,47.98,48.11,0.00090
50,52.22,52.31,0.00098
20,38.85,39.56,0.00098
30,45.55,47.15,0.00098
20,29.87,31.29,0.00093
50,49.45,48.90,0.00097
30,46.80,47.59,0.00098
10,38.73,41.07,0.00098
40,45.06,44.48,0.00098
10,36.87,36.24,0.00098
40,42.04,42.24,0.00092
30,41.38,40.56,0.00098
10,41.72,44.43,0.00098
50,45.78,45.26,0.00095
40,46.36,47.11,0.00097
20,39.42,38.40,0.00098
40,47.68,46.46,0.00097
30,46.53,46.96,0.00097
20,41.52,40.94,0.00098
10,33.59,33.78,0.00093
50,43.66,44.40,0.00097
10,37.84,38.96,0.00097
20,36.55,37.01,0.00098
30,37.17,36.34,0.00098
50,47.63,47.18,0.00095
30,43.33,43.46,0.00098
40,46.85,47.13,0.00098
20,43.98,45.90,0.00097
20,41.85,41.34,0.00097
40,46.74,46.72,0.00098
50,46.12,45.14,0.00098
10,37.75,38.39,0.00095
50,51.66,51.51,0.00095
10,30.56,29.19,0.00098
40,46.06,46.09,0.00097
30,39.84,40.74,0.00098
50,40.19,40.37,0.00093
10,30.32,30.14,0.00098
40,46.77,46.16,0.00098
30,44.20,45.18,0.00097
20,32.72,30.86,0.00098
20,37.18,38.83,0.00095
10,34.38,34.85,0.00098
50,47.42,48.20,0.00095
30,44.33,45.74,0.00098
40,40.70,40.36,0.00098
50,47.00,46.45,0.00098
30,39.80,40.08,0.00097
40,41.85,41.90,0.00098
30,40.51,40.37,0.00098
40,47.30,47.26,0.00098
20,41.22,42.14,0.00098
20,41.38,43.33,0.00098
10,35.58,35.30,0.00097
50,48.19,48.82,0.00098
10,31.17,29.59,0.00097
40,48.03,48.12,0.00098
30,44.44,44.43,0.00097
20,36.27,37.62,0.00098
50,48.29,47.71,0.00092
10,27.03,31.52,0.00098
20,39.19,38.52,0.00097
30,41.13,41.20,0.00097
40,47.77,48.26,0.00097
10,27.63,26.45,0.00095
50,46.41,46.34,0.00098
20,42.45,42.02,0.00098
