Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,36.14,49.27,0.00099
50,57.44,61.08,0.00099
30,58.75,62.06,0.00099
30,52.50,58.56,0.00097
20,44.10,55.21,0.00096
20,51.25,55.82,0.00099
20,45.06,52.16,0.00097
10,51.24,62.04,0.00099
40,56.74,60.15,0.00097
30,53.94,59.24,0.00094
20,46.50,49.13,0.00099
50,59.88,64.43,0.00097
30,53.26,60.42,0.00099
40,60.11,63.98,0.00099
10,43.17,51.92,0.00099
10,47.85,54.47,0.00099
10,52.51,51.22,0.00099
40,63.68,67.30,0.00099
50,60.50,62.44,0.00097
50,58.94,62.40,0.00099
20,52.16,55.96,0.00099
30,57.57,61.27,0.00099
10,43.87,46.77,0.00099
40,61.06,62.53,0.00099
20,53.97,57.47,0.00099
30,58.48,61.35,0.00099
40,58.39,63.96,0.00099
50,56.99,61.80,0.00097
10,47.20,49.31,0.00099
30,53.33,58.59,0.00099
10,45.75,52.17,0.00099
30,52.30,57.02,0.00099
50,55.96,60.71,0.00099
10,50.19,56.69,0.00099
40,56.73,61.62,0.00099
40,53.98,62.14,0.00099
20,42.77,46.19,0.00099
10,47.10,51.33,0.00099
30,57.06,62.29,0.00099
20,51.32,57.05,0.00096
50,60.08,64.08,0.00099
50,58.78,63.42,0.00099
20,54.19,59.07,0.00099
40,59.76,65.47,0.00097
10,41.77,50.41,0.00097
20,61.94,61.75,0.00099
50,61.05,63.10,0.00097
10,40.69,42.94,0.00091
30,55.54,60.59,0.00099
40,58.83,60.69,0.00097
40,55.45,61.54,0.00099
50,60.60,65.01,0.00099
20,50.35,52.31,0.00097
30,50.45,55.79,0.00097
40,53.60,63.14,0.00099
40,56.77,60.86,0.00097
30,52.83,56.80,0.00099
20,43.87,52.34,0.00097
50,63.28,64.84,0.00099
10,45.26,55.24,0.00096
40,59.65,62.69,0.00097
20,51.60,59.48,0.00099
30,58.81,62.05,0.00099
50,56.22,60.08,0.00099
20,46.93,51.05,0.00097
10,34.72,51.03,0.00099
50,57.18,63.22,0.00099
40,53.51,56.35,0.00099
30,53.22,61.36,0.00099
50,58.67,61.26,0.00097
10,46.73,49.43,0.00097
40,61.22,64.54,0.00099
30,56.24,58.39,0.00099
10,43.10,48.84,0.00099
30,50.57,53.65,0.00099
20,52.14,59.19,0.00099
30,51.67,51.47,0.00096
40,50.45,55.31,0.00093
10,40.20,49.09,0.00097
50,58.65,62.10,0.00099
50,61.51,66.23,0.00099
20,56.57,60.90,0.00099
20,50.13,57.26,0.00099
10,42.87,55.23,0.00097
40,57.85,60.25,0.00099
20,54.87,55.31,0.00097
20,45.74,52.08,0.00097
10,50.68,59.73,0.00099
30,60.65,66.26,0.00099
50,57.92,61.88,0.00099
40,57.03,58.63,0.00099
30,50.24,55.86,0.00094
30,54.59,62.01,0.00099
50,62.57,67.01,0.00099
10,49.94,55.45,0.00099
50,60.63,65.16,0.00099
50,53.69,56.35,0.00099
40,57.92,61.94,0.00099
10,44.83,53.36,0.00097
30,54.65,58.16,0.00099
20,50.26,52.96,0.00097
40,60.47,62.98,0.00099
20,51.37,60.45,0.00099
10,42.63,51.76,0.00097
30,55.57,59.92,0.00099
10,37.33,45.92,0.00097
50,58.83,63.13,0.00097
50,47.43,49.57,0.00099
20,49.82,57.72,0.00099
40,59.44,66.55,0.00099
50,55.77,61.16,0.00099
10,49.44,52.48,0.00097
40,52.69,58.76,0.00099
10,38.20,46.48,0.00099
30,55.63,60.73,0.00099
30,53.18,56.86,0.00099
20,45.45,51.12,0.00099
20,52.06,54.54,0.00099
20,47.30,54.67,0.00099
20,47.55,47.74,0.00094
50,60.48,64.24,0.00099
40,55.35,62.21,0.00099
50,54.59,60.23,0.00099
20,48.04,53.67,0.00099
40,60.55,64.17,0.00099
30,53.85,57.66,0.00096
50,56.13,59.67,0.00099
10,35.17,50.36,0.00099
30,58.74,61.40,0.00099
30,50.08,58.21,0.00099
10,33.17,44.28,0.00097
40,49.92,61.43,0.00099
40,58.18,60.89,0.00099
10,45.26,50.62,0.00097
30,49.74,56.59,0.00096
40,57.12,60.26,0.00097
20,55.78,57.79,0.00099
10,47.59,45.84,0.00096
20,53.59,55.65,0.00097
10,44.86,52.41,0.00093
10,42.37,52.20,0.00099
40,55.71,58.74,0.00096
30,50.70,60.71,0.00099
20,54.22,58.55,0.00099
50,58.90,62.32,0.00099
40,53.99,57.69,0.00099
20,57.49,61.16,0.00097
50,60.07,61.92,0.00094
30,57.32,59.51,0.00099
40,61.20,64.87,0.00099
50,60.41,63.22,0.00099
10,34.50,49.40,0.00094
50,61.78,64.34,0.00099
30,58.26,61.98,0.00097
40,54.56,59.31,0.00099
30,53.86,57.37,0.00096
40,56.82,62.05,0.00099
50,60.37,64.49,0.00099
50,57.83,59.34,0.00097
30,58.55,59.58,0.00099
10,49.35,57.49,0.00097
20,54.14,58.04,0.00096
20,52.53,59.77,0.00097
10,41.89,51.74,0.00099
50,55.10,58.52,0.00099
20,49.04,53.35,0.00099
