Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,89.26,92.07,0.00099
50,93.54,94.86,0.00099
20,86.94,87.88,0.00097
30,89.23,90.01,0.00099
20,91.71,94.37,0.00099
10,84.14,86.62,0.00099
10,87.33,91.68,0.00099
40,92.34,93.52,0.00097
20,89.36,91.22,0.00097
10,86.77,91.00,0.00099
20,89.92,91.37,0.00097
40,91.71,93.97,0.00096
30,90.60,93.45,0.00099
30,91.84,93.48,0.00099
40,90.63,93.72,0.00099
50,93.38,94.93,0.00099
30,89.64,93.45,0.00099
50,92.66,94.35,0.00099
50,93.05,94.27,0.00099
40,92.87,94.70,0.00099
30,88.35,89.25,0.00097
20,92.95,93.76,0.00099
10,83.37,90.17,0.00099
10,85.04,88.51,0.00099
20,86.67,89.26,0.00099
10,78.55,85.85,0.00099
40,91.18,92.23,0.00099
10,77.08,79.87,0.00097
40,92.58,93.99,0.00099
50,92.46,94.64,0.00097
20,93.28,94.90,0.00099
30,91.86,93.39,0.00099
40,90.70,92.27,0.00099
20,82.70,90.68,0.00099
40,90.59,92.67,0.00099
50,90.99,93.81,0.00099
30,92.84,93.04,0.00099
30,91.89,93.84,0.00097
50,91.63,95.19,0.00099
50,94.73,95.19,0.00100
10,85.54,91.08,0.00097
30,88.73,90.25,0.00097
10,80.90,84.71,0.00099
20,89.74,91.69,0.00099
40,88.75,89.47,0.00099
20,88.42,91.18,0.00097
50,94.31,94.81,0.00099
10,76.46,84.52,0.00097
10,78.77,87.68,0.00099
30,91.40,91.93,0.00099
30,91.77,93.88,0.00099
40,89.88,92.58,0.00099
20,86.44,90.10,0.00099
40,91.90,93.97,0.00097
50,91.75,94.07,0.00099
20,85.87,92.11,0.00099
30,91.91,94.17,0.00099
40,89.09,91.42,0.00099
50,93.40,94.52,0.00099
50,89.98,92.08,0.00097
10,85.38,87.80,0.00097
10,74.93,80.43,0.00099
30,90.52,91.78,0.00097
20,82.99,89.20,0.00099
50,88.26,90.36,0.00097
40,88.42,90.79,0.00099
20,87.70,91.76,0.00099
30,88.69,92.47,0.00099
20,87.12,90.31,0.00099
50,94.42,94.75,0.00099
10,80.08,89.51,0.00099
50,92.96,94.50,0.00097
40,91.62,94.20,0.00099
30,90.19,92.06,0.00091
40,91.38,93.73,0.00097
30,92.54,93.82,0.00099
40,93.84,94.25,0.00099
20,88.22,91.15,0.00099
10,84.18,89.44,0.00099
50,92.24,94.68,0.00099
10,88.21,92.57,0.00099
10,85.11,90.21,0.00097
30,83.36,89.42,0.00099
20,88.88,90.94,0.00099
30,90.47,93.10,0.00097
40,93.60,94.25,0.00099
20,85.33,90.29,0.00099
40,92.80,93.37,0.00099
20,87.99,90.19,0.00099
50,93.30,94.87,0.00099
10,76.00,88.75,0.00099
10,87.85,90.37,0.00099
50,93.44,93.78,0.00099
20,88.66,90.10,0.00097
40,93.22,94.13,0.00099
30,90.63,92.29,0.00099
50,93.45,94.75,0.00099
30,87.83,88.87,0.00099
40,93.57,94.04,0.00099
50,91.14,92.81,0.00099
10,86.24,88.56,0.00099
20,85.01,92.56,0.00099
30,93.10,94.44,0.00099
40,92.00,93.28,0.00099
50,91.64,92.61,0.00099
10,77.00,88.93,0.00099
30,88.70,91.16,0.00099
20,90.30,93.13,0.00099
50,94.23,94.86,0.00099
30,91.95,93.19,0.00099
20,86.88,89.92,0.00099
10,82.46,88.68,0.00099
40,93.40,94.41,0.00099
10,82.80,89.39,0.00097
50,92.87,93.95,0.00099
40,92.43,94.79,0.00099
20,84.37,90.16,0.00097
30,94.75,95.21,0.00099
40,91.00,91.95,0.00099
10,80.26,82.93,0.00097
50,91.74,92.67,0.00099
30,94.66,95.38,0.00099
20,89.65,92.11,0.00099
40,92.89,94.21,0.00099
50,93.22,93.92,0.00099
10,85.28,86.83,0.00099
20,89.86,90.96,0.00099
50,89.40,91.55,0.00099
40,92.88,93.96,0.00099
30,92.19,93.87,0.00099
20,84.69,89.81,0.00099
10,86.76,90.33,0.00099
50,93.75,94.73,0.00097
40,93.05,95.40,0.00099
10,77.10,88.01,0.00097
30,91.56,92.94,0.00099
30,90.09,91.17,0.00097
20,90.63,92.34,0.00099
50,90.87,91.96,0.00099
40,93.74,95.38,0.00099
10,79.63,86.51,0.00099
20,87.43,88.73,0.00099
30,81.22,88.98,0.00099
50,88.54,91.09,0.00099
10,85.74,90.07,0.00097
20,92.97,94.44,0.00099
40,92.60,94.92,0.00099
50,92.22,93.66,0.00097
30,91.10,91.98,0.00099
20,93.33,93.52,0.00099
10,78.44,82.34,0.00099
30,88.57,93.67,0.00099
40,91.41,92.59,0.00097
50,94.27,95.09,0.00099
20,89.30,91.38,0.00097
40,91.66,93.23,0.00099
10,89.30,92.13,0.00099
30,91.89,93.39,0.00099
10,79.84,87.25,0.00099
40,92.73,93.66,0.00099
20,87.36,89.67,0.00096
50,90.70,92.38,0.00099
30,88.21,91.04,0.00099
50,93.13,93.64,0.00099
40,92.30,93.39,0.00099
10,79.28,79.04,0.00099
20,88.17,90.08,0.00099
30,92.12,93.29,0.00097
10,83.87,87.42,0.00099
30,92.04,92.82,0.00099
40,92.38,94.53,0.00099
40,92.39,93.88,0.00099
20,89.93,91.81,0.00099
50,92.38,93.87,0.00099
50,94.57,95.22,0.00099
10,75.51,90.31,0.00099
20,90.64,92.78,0.00099
10,80.76,88.12,0.00097
30,89.21,91.66,0.00099
40,93.21,94.79,0.00099
50,93.85,94.56,0.00099
20,92.92,93.77,0.00099
40,91.70,93.26,0.00099
30,91.13,94.02,0.00099
50,91.98,93.95,0.00099
10,85.07,90.82,0.00099
20,87.44,89.00,0.00099
30,83.45,88.59,0.00099
10,82.66,90.84,0.00099
30,91.04,93.18,0.00099
20,90.61,92.55,0.00099
40,91.02,92.81,0.00099
40,93.24,95.16,0.00099
20,77.68,83.13,0.00099
50,94.73,95.39,0.00099
50,93.25,94.34,0.00099
10,84.73,87.28,0.00099
30,83.78,85.64,0.00099
40,91.94,93.71,0.00099
10,81.12,89.35,0.00097
50,93.90,95.56,0.00099
20,86.90,88.50,0.00100
40,91.03,91.31,0.00099
30,88.85,90.47,0.00099
50,93.51,93.96,0.00099
10,84.35,89.42,0.00099
20,87.67,89.18,0.00097
10,79.66,86.46,0.00099
20,90.51,91.60,0.00099
40,90.30,92.05,0.00099
50,91.88,93.13,0.00097
10,71.00,80.05,0.00099
30,85.01,92.28,0.00099
20,85.78,88.49,0.00099
30,84.57,91.24,0.00099
40,94.52,95.50,0.00099
30,92.60,94.50,0.00099
50,92.31,93.54,0.00099
40,88.87,94.60,0.00097
20,93.76,93.88,0.00100
30,89.45,92.86,0.00099
10,89.32,91.13,0.00099
50,92.56,93.52,0.00099
40,93.88,94.32,0.00099
50,93.58,95.47,0.00099
10,78.13,86.79,0.00097
20,89.95,92.28,0.00099
50,93.14,93.13,0.00099
