Number of labels,Accuracy,Accuracy with class priors,Class priors error
20,37.20,54.61,0.00096
30,47.65,59.09,0.00099
50,50.56,63.61,0.00099
30,48.64,56.22,0.00099
10,26.50,46.36,0.00099
20,45.27,57.45,0.00097
20,42.27,55.54,0.00096
50,55.25,60.83,0.00099
10,46.42,62.74,0.00097
30,46.51,59.54,0.00099
20,46.69,51.14,0.00099
10,39.50,50.39,0.00099
50,53.37,64.07,0.00099
30,54.47,61.40,0.00096
40,55.15,64.16,0.00099
40,56.13,67.03,0.00097
40,51.22,60.61,0.00099
10,50.30,56.43,0.00099
50,58.82,62.62,0.00099
10,42.35,59.90,0.00097
20,50.41,58.93,0.00096
40,56.53,63.66,0.00099
10,44.21,50.47,0.00099
40,50.92,63.78,0.00097
30,54.75,61.38,0.00099
20,49.80,56.78,0.00097
30,51.03,57.63,0.00099
50,54.28,62.00,0.00097
10,37.79,50.94,0.00099
30,44.72,54.75,0.00099
50,48.58,57.44,0.00099
40,47.60,64.47,0.00097
40,50.61,62.40,0.00099
20,47.60,58.93,0.00097
30,50.54,56.43,0.00099
40,51.62,63.59,0.00096
50,57.23,63.71,0.00097
20,40.43,49.40,0.00099
30,50.86,61.55,0.00097
10,39.37,52.95,0.00094
10,38.53,57.06,0.00099
10,35.84,54.68,0.00099
50,53.35,63.76,0.00099
20,42.58,47.02,0.00099
10,32.26,45.37,0.00097
20,41.06,60.12,0.00099
20,57.05,62.51,0.00099
40,55.40,62.97,0.00099
30,45.51,59.76,0.00097
30,45.74,54.60,0.00099
50,53.55,62.60,0.00099
40,47.68,61.53,0.00099
50,57.97,64.30,0.00099
40,50.61,57.83,0.00099
50,56.07,64.66,0.00097
30,51.47,61.33,0.00099
20,46.43,59.16,0.00097
30,57.58,63.12,0.00099
50,51.31,64.41,0.00099
20,36.17,53.78,0.00097
40,49.25,61.42,0.00097
50,55.11,61.94,0.00096
40,51.93,61.49,0.00099
40,49.02,58.59,0.00094
30,48.82,62.81,0.00097
20,42.91,48.64,0.00096
50,48.47,56.47,0.00099
10,35.34,53.24,0.00097
20,38.14,57.39,0.00097
10,42.77,50.28,0.00099
30,41.79,54.56,0.00099
40,54.38,65.46,0.00099
20,51.68,58.19,0.00097
10,47.80,54.69,0.00099
30,55.31,58.39,0.00099
30,47.50,50.56,0.00097
40,53.85,59.45,0.00099
10,32.79,53.40,0.00099
10,30.55,56.14,0.00099
50,54.60,63.96,0.00099
20,52.33,55.22,0.00096
20,41.20,51.58,0.00099
20,44.78,56.07,0.00099
50,53.71,63.17,0.00099
10,37.67,58.62,0.00097
10,26.24,48.43,0.00099
50,51.43,63.88,0.00097
40,43.75,49.09,0.00099
40,54.91,61.00,0.00099
30,55.10,65.07,0.00096
30,46.03,63.85,0.00097
20,48.15,56.29,0.00099
50,48.57,52.55,0.00099
20,39.19,59.83,0.00099
30,41.42,57.08,0.00099
40,56.58,64.95,0.00099
50,54.86,66.01,0.00099
10,39.63,55.30,0.00099
10,38.37,46.50,0.00099
10,44.14,57.02,0.00097
40,53.54,64.99,0.00099
30,47.98,60.10,0.00096
50,41.67,49.79,0.00099
30,47.83,60.75,0.00099
10,28.93,47.29,0.00099
50,51.76,62.56,0.00099
50,56.01,66.80,0.00099
40,50.38,66.92,0.00099
10,38.22,55.72,0.00099
30,51.06,62.72,0.00096
40,45.25,59.96,0.00097
50,48.70,60.52,0.00099
40,43.82,55.79,0.00099
20,39.18,57.19,0.00099
10,40.76,53.47,0.00097
20,47.81,54.49,0.00096
30,51.53,57.20,0.00099
10,29.04,43.18,0.00099
20,42.76,51.05,0.00099
50,52.59,62.48,0.00099
50,49.12,57.11,0.00099
10,31.53,43.53,0.00099
40,53.73,66.62,0.00099
20,46.86,48.69,0.00099
30,37.87,53.99,0.00094
30,43.61,55.43,0.00099
40,53.69,61.78,0.00099
20,43.45,58.45,0.00099
40,38.84,62.26,0.00099
20,54.06,61.08,0.00099
30,55.65,64.43,0.00099
10,41.66,53.84,0.00099
20,46.76,56.59,0.00099
30,45.39,56.75,0.00099
40,54.94,60.08,0.00099
10,30.73,52.63,0.00099
50,53.25,66.44,0.00097
20,48.55,59.24,0.00097
50,50.12,61.17,0.00099
30,50.67,59.73,0.00099
10,49.87,48.65,0.00099
40,50.36,59.14,0.00099
30,41.05,62.60,0.00099
10,43.03,55.59,0.00096
40,51.17,57.22,0.00099
10,18.85,50.46,0.00097
20,39.73,56.70,0.00099
10,27.51,50.06,0.00097
50,55.73,64.19,0.00099
50,60.21,65.55,0.00099
50,53.93,59.03,0.00099
20,55.96,65.94,0.00099
40,54.16,64.04,0.00097
40,57.16,65.25,0.00096
30,50.94,61.87,0.00099
30,55.65,58.63,0.00099
20,47.03,58.20,0.00097
10,45.04,57.64,0.00097
20,51.70,58.06,0.00099
50,52.66,65.30,0.00099
20,38.16,57.77,0.00099
50,48.82,56.10,0.00097
40,49.47,60.58,0.00097
30,48.04,59.74,0.00097
10,32.79,57.78,0.00097
10,43.38,53.08,0.00096
50,50.49,58.84,0.00099
20,47.44,56.58,0.00099
40,49.38,57.59,0.00097
20,41.34,52.31,0.00099
30,55.56,60.37,0.00099
10,33.21,49.82,0.00097
40,48.68,59.42,0.00097
40,50.50,56.35,0.00099
40,49.46,65.86,0.00099
50,55.11,63.75,0.00097
40,50.77,60.38,0.00099
30,50.68,66.05,0.00099
10,35.07,54.46,0.00097
50,49.48,63.79,0.00099
10,34.42,52.06,0.00097
50,51.01,59.46,0.00097
20,52.19,62.32,0.00097
