Number of labels,Accuracy,Accuracy with class priors,Class priors error
10,43.26,52.37,0.00099
30,60.10,64.43,0.00097
30,63.03,64.98,0.00099
40,61.84,63.51,0.00099
20,53.38,60.77,0.00099
50,63.12,63.65,0.00096
50,64.28,67.01,0.00099
20,52.57,55.96,0.00097
10,57.91,56.31,0.00099
50,62.79,66.41,0.00097
40,64.94,67.74,0.00099
30,59.91,62.30,0.00099
40,66.11,65.51,0.00099
20,57.63,58.81,0.00099
10,55.15,65.72,0.00097
30,58.16,62.65,0.00099
10,50.00,54.54,0.00099
40,68.54,70.90,0.00099
50,65.81,68.00,0.00097
20,51.19,53.89,0.00096
10,55.34,56.27,0.00096
20,55.63,60.05,0.00099
20,58.27,60.92,0.00099
50,63.30,65.19,0.00099
10,47.45,48.63,0.00097
10,52.51,59.77,0.00097
10,50.31,51.90,0.00099
40,65.88,67.65,0.00099
30,64.03,65.82,0.00099
50,60.65,65.05,0.00099
40,62.14,67.54,0.00099
30,58.59,63.74,0.00099
20,58.48,62.42,0.00097
30,55.42,59.04,0.00099
30,63.12,66.80,0.00099
40,61.07,65.59,0.00099
50,64.17,68.06,0.00097
20,53.79,57.81,0.00099
40,65.84,69.56,0.00099
50,64.18,66.76,0.00093
10,49.32,55.32,0.00097
20,46.46,50.15,0.00096
40,61.32,66.25,0.00097
30,61.47,64.88,0.00099
10,54.08,58.29,0.00099
50,64.41,66.55,0.00099
10,51.44,55.72,0.00096
40,63.09,64.66,0.00099
50,65.95,66.48,0.00097
30,61.42,64.69,0.00099
20,56.75,61.74,0.00097
20,65.87,66.95,0.00099
30,54.59,60.97,0.00097
10,45.46,46.92,0.00096
40,60.27,66.87,0.00099
50,67.90,68.56,0.00097
20,57.85,63.07,0.00099
40,65.94,67.06,0.00099
30,62.41,64.86,0.00099
50,63.41,66.51,0.00097
10,49.65,52.00,0.00097
10,51.52,58.63,0.00097
20,53.04,57.19,0.00099
40,61.68,64.19,0.00097
30,58.91,64.50,0.00099
50,63.24,65.04,0.00099
20,56.79,61.73,0.00099
30,58.85,60.39,0.00099
40,59.19,59.99,0.00099
50,63.14,64.81,0.00099
20,53.28,58.34,0.00094
10,40.65,54.93,0.00096
30,56.37,56.90,0.00099
10,51.03,52.32,0.00097
30,61.10,63.22,0.00099
50,66.94,69.77,0.00099
40,66.38,68.82,0.00099
20,63.76,65.08,0.00099
40,64.60,65.46,0.00099
50,63.35,65.55,0.00099
10,46.89,51.85,0.00099
30,56.90,56.71,0.00099
10,50.29,60.15,0.00097
20,51.94,56.18,0.00099
50,64.76,66.72,0.00094
40,57.94,61.38,0.00099
30,66.76,70.30,0.00099
20,59.19,59.61,0.00099
50,68.26,70.28,0.00099
20,57.28,62.83,0.00097
10,56.28,63.43,0.00099
30,63.59,66.02,0.00099
40,61.99,61.54,0.00099
40,62.65,66.07,0.00099
50,59.80,62.16,0.00099
10,51.12,56.58,0.00097
20,58.47,63.39,0.00099
30,60.31,62.21,0.00097
50,66.67,68.82,0.00097
40,64.92,66.62,0.00099
30,56.66,58.42,0.00094
10,54.63,58.62,0.00096
20,52.80,55.87,0.00099
50,51.79,52.57,0.00099
10,43.63,47.74,0.00096
40,65.94,69.92,0.00097
10,47.58,54.82,0.00099
30,61.15,62.71,0.00099
50,65.00,67.86,0.00097
20,52.39,55.95,0.00099
20,58.14,63.86,0.00099
40,60.85,63.78,0.00099
50,62.74,65.56,0.00099
40,66.80,68.00,0.00099
30,59.68,61.87,0.00097
10,53.14,57.68,0.00099
30,62.05,64.85,0.00099
20,52.21,58.62,0.00097
40,60.17,64.60,0.00099
50,67.75,69.19,0.00099
10,45.57,49.68,0.00099
30,63.19,64.54,0.00097
40,57.20,64.02,0.00099
20,58.15,60.21,0.00097
20,52.72,51.47,0.00099
10,46.22,54.88,0.00099
50,57.72,62.82,0.00099
30,60.42,62.43,0.00097
10,38.26,47.35,0.00099
40,64.30,67.09,0.00099
20,53.12,57.85,0.00099
50,62.43,64.37,0.00099
30,58.58,61.40,0.00096
10,49.46,53.82,0.00099
30,54.37,59.69,0.00099
50,64.16,66.40,0.00099
20,58.73,60.40,0.00099
40,62.64,65.18,0.00096
40,61.24,62.82,0.00099
50,66.40,67.56,0.00099
10,50.18,57.12,0.00096
20,58.50,59.83,0.00096
40,61.17,62.18,0.00099
10,48.62,48.70,0.00099
20,60.28,64.15,0.00099
30,57.04,63.55,0.00097
30,62.24,64.40,0.00099
50,66.92,68.73,0.00099
10,49.09,55.87,0.00097
20,62.70,64.45,0.00099
40,64.84,68.06,0.00099
30,64.58,66.08,0.00099
40,62.08,65.32,0.00093
10,43.09,53.20,0.00094
30,65.37,64.72,0.00097
50,60.32,62.78,0.00099
20,59.53,63.85,0.00099
50,64.72,66.32,0.00099
40,59.72,62.85,0.00099
50,63.64,66.03,0.00099
10,48.47,55.46,0.00099
20,58.25,57.77,0.00099
30,59.16,60.27,0.00097
50,65.05,68.16,0.00099
40,60.76,63.77,0.00099
20,56.35,59.06,0.00096
10,53.94,61.46,0.00099
20,57.99,61.38,0.00094
10,46.28,58.60,0.00099
50,66.86,69.10,0.00099
30,58.04,63.52,0.00097
40,63.28,65.89,0.00099
40,60.83,62.90,0.00097
30,58.35,62.00,0.00097
10,52.67,54.48,0.00099
20,56.29,57.86,0.00099
30,65.10,69.40,0.00099
50,57.35,62.59,0.00099
40,57.68,59.55,0.00099
50,64.72,67.44,0.00097
10,48.30,50.58,0.00097
20,59.26,62.73,0.00099
30,59.81,65.61,0.00099
50,66.61,68.90,0.00099
50,65.91,67.70,0.00099
10,51.09,57.60,0.00097
10,50.88,54.43,0.00096
20,57.96,62.56,0.00099
30,65.60,66.56,0.00097
40,64.79,66.22,0.00099
30,60.93,66.47,0.00099
20,58.83,62.36,0.00099
40,62.93,66.24,0.00099
40,66.59,69.02,0.00099
50,66.90,68.29,0.00099
10,46.66,54.01,0.00099
20,61.19,63.28,0.00099
30,59.36,65.11,0.00099
40,59.75,65.15,0.00099
50,66.07,67.23,0.00094
10,48.04,56.94,0.00099
30,63.90,67.93,0.00099
20,59.72,61.28,0.00099
20,52.04,58.12,0.00097
10,60.99,62.26,0.00099
50,69.08,71.17,0.00099
10,60.59,60.94,0.00096
20,59.49,61.44,0.00099
30,59.12,61.95,0.00099
30,59.06,61.76,0.00097
40,57.71,61.99,0.00099
50,63.55,65.56,0.00099
40,63.40,65.47,0.00097
40,63.45,67.11,0.00097
10,49.71,60.66,0.00097
20,59.02,63.51,0.00099
50,60.38,62.86,0.00099
30,62.50,66.34,0.00099
40,61.08,67.72,0.00099
50,62.13,64.65,0.00099
10,60.35,65.45,0.00099
20,58.68,62.51,0.00097
30,60.84,68.02,0.00097
10,60.24,59.82,0.00099
30,57.83,61.61,0.00099
50,65.59,66.50,0.00099
10,54.80,57.94,0.00094
20,58.90,62.05,0.00097
40,66.07,67.76,0.00099
30,61.62,62.27,0.00099
50,63.45,67.19,0.00099
20,57.16,62.64,0.00097
40,61.74,62.48,0.00097
10,49.25,60.48,0.00099
40,59.95,62.98,0.00099
30,57.44,62.71,0.00099
50,69.37,69.95,0.00097
20,56.30,61.76,0.00099
40,63.34,66.10,0.00099
50,68.29,69.72,0.00099
10,41.76,49.87,0.00097
20,48.54,49.43,0.00099
20,51.06,53.81,0.00099
10,41.06,50.80,0.00099
10,49.42,56.06,0.00096
50,67.89,69.23,0.00097
30,55.39,60.02,0.00097
30,60.35,65.50,0.00099
20,57.27,59.35,0.00099
40,66.23,67.80,0.00097
30,58.08,59.03,0.00097
40,64.81,65.68,0.00099
50,62.27,64.63,0.00099
40,66.12,69.76,0.00099
20,60.92,61.19,0.00097
50,62.86,62.28,0.00099
10,42.27,45.68,0.00097
30,62.23,66.15,0.00097
40,64.64,66.48,0.00099
50,63.60,67.59,0.00099
10,46.10,54.39,0.00099
20,52.83,56.91,0.00097
20,63.24,64.27,0.00099
30,64.77,68.72,0.00097
10,52.91,57.57,0.00099
40,60.04,67.51,0.00099
40,55.65,57.32,0.00099
50,66.31,69.07,0.00099
30,58.69,60.29,0.00099
50,68.33,70.39,0.00099
30,58.02,62.63,0.00099
10,57.62,57.73,0.00096
20,58.39,66.14,0.00097
20,54.19,58.73,0.00097
50,61.82,64.27,0.00097
40,67.76,69.01,0.00097
10,52.18,54.45,0.00099
30,62.81,63.51,0.00099
40,59.80,63.23,0.00099
50,64.35,64.55,0.00099
10,50.05,56.81,0.00099
20,56.60,60.42,0.00099
30,65.53,65.68,0.00099
50,64.78,66.94,0.00099
20,58.50,59.44,0.00099
10,46.79,46.64,0.00097
40,63.70,63.71,0.00099
30,61.20,67.36,0.00099
40,62.97,64.85,0.00097
10,43.52,53.28,0.00097
20,61.34,64.34,0.00096
10,49.31,56.34,0.00099
50,60.47,63.79,0.00099
20,51.26,60.31,0.00089
30,63.99,67.63,0.00099
50,60.13,64.96,0.00099
40,65.21,68.93,0.00099
30,61.41,64.13,0.00099
40,62.33,62.91,0.00099
